,Date,Minimum,Maximum,Average
1790,2018-04-26,20.0,25.0,22.5
1791,2018-04-27,20.0,25.0,22.5
1792,2018-04-28,22.0,26.0,24.0
1793,2018-04-29,20.0,25.0,22.5
1794,2018-04-30,25.0,30.0,27.5
1795,2018-05-01,25.0,30.0,27.5
1796,2018-05-02,30.0,35.0,32.5
1797,2018-05-03,25.0,30.0,27.5
1798,2018-05-04,25.0,30.0,27.5
1799,2018-05-05,20.0,25.0,22.5
1800,2018-05-06,20.0,25.0,22.5
1801,2018-05-07,20.0,25.0,22.5
1802,2018-05-08,20.0,25.0,22.5
1803,2018-05-09,20.0,25.0,22.5
1804,2018-05-10,20.0,25.0,22.5
1805,2018-05-11,20.0,25.0,22.5
1806,2018-05-12,20.0,25.0,22.5
1807,2018-05-13,40.0,45.0,42.5
1808,2018-05-14,40.0,45.0,42.5
1809,2018-05-15,40.0,45.0,42.5
1810,2018-05-16,35.0,40.0,37.5
1811,2018-05-17,35.0,40.0,37.5
1812,2018-05-18,25.0,30.0,27.5
1813,2018-05-19,20.0,25.0,22.5
1814,2018-05-20,25.0,30.0,27.5
1815,2018-05-21,25.0,30.0,27.5
1816,2018-05-22,25.0,30.0,27.5
1817,2018-05-23,25.0,30.0,27.5
1818,2018-05-24,40.0,45.0,42.5
1819,2018-05-25,40.0,45.0,42.5
1820,2018-05-26,35.0,40.0,37.5
1821,2018-05-27,35.0,40.0,37.5
1822,2018-05-28,40.0,45.0,42.5
1823,2018-05-29,40.0,45.0,42.5
1824,2018-05-30,44.0,50.0,47.0
1825,2018-05-31,40.0,45.0,42.5
1826,2018-06-01,35.0,40.0,37.5
1827,2018-06-02,30.0,35.0,32.5
1828,2018-06-03,40.0,45.0,42.5
1829,2018-06-04,35.0,40.0,37.5
1830,2018-06-05,35.0,40.0,37.5
1831,2018-06-06,35.0,40.0,37.5
1832,2018-06-07,35.0,40.0,37.5
1833,2018-06-08,35.0,40.0,37.5
1834,2018-06-09,40.0,48.0,44.0
1835,2018-06-10,40.0,45.0,42.5
1836,2018-06-11,40.0,45.0,42.5
1837,2018-06-12,40.0,45.0,42.5
1838,2018-06-13,30.0,38.0,34.0
1839,2018-06-14,30.0,35.0,32.5
1840,2018-06-15,30.0,35.0,32.5
1841,2018-06-16,35.0,40.0,37.5
1842,2018-06-17,30.0,35.0,32.5
1843,2018-06-18,35.0,40.0,37.5
1844,2018-06-19,25.0,30.0,27.5
1845,2018-06-20,30.0,38.0,34.0
1846,2018-06-21,35.0,40.0,37.5
1847,2018-06-22,45.0,50.0,47.5
1848,2018-06-23,40.0,45.0,42.5
1849,2018-06-24,30.0,35.0,32.5
1850,2018-06-25,35.0,40.0,37.5
1851,2018-06-26,30.0,35.0,32.5
1852,2018-06-27,28.0,33.0,30.5
1853,2018-06-28,20.0,25.0,22.5
1854,2018-06-29,18.0,20.0,19.0
1855,2018-06-30,18.0,20.0,19.0
1856,2018-07-01,18.0,22.0,20.0
1857,2018-07-02,15.0,20.0,17.5
1858,2018-07-03,18.0,22.0,20.0
1859,2018-07-04,18.0,20.0,19.0
1860,2018-07-05,18.0,20.0,19.0
1861,2018-07-06,15.0,20.0,17.5
1862,2018-07-07,20.0,25.0,22.5
1863,2018-07-08,18.0,20.0,19.0
1864,2018-07-09,25.0,30.0,27.5
1865,2018-07-10,25.0,30.0,27.5
1866,2018-07-11,25.0,30.0,27.5
1867,2018-07-12,18.0,22.0,20.0
1868,2018-07-13,15.0,20.0,17.5
1869,2018-07-14,15.0,20.0,17.5
1870,2018-07-15,12.0,17.0,14.5
1871,2018-07-16,15.0,20.0,17.5
1872,2018-07-17,20.0,25.0,22.5
1873,2018-07-18,20.0,25.0,22.5
1874,2018-07-19,20.0,25.0,22.5
1875,2018-07-20,15.0,20.0,17.5
1876,2018-07-21,15.0,20.0,17.5
1877,2018-07-22,15.0,20.0,17.5
1878,2018-07-23,15.0,20.0,17.5
1879,2018-07-24,15.0,20.0,17.5
1880,2018-07-25,15.0,20.0,17.5
1881,2018-07-26,15.0,20.0,17.5
1882,2018-07-27,15.0,20.0,17.5
1883,2018-07-28,18.0,25.0,21.5
1884,2018-07-29,19.0,23.0,21.0
1885,2018-07-30,20.0,25.0,22.5
1886,2018-07-31,25.0,30.0,27.5
1887,2018-08-01,20.0,25.0,22.5
1888,2018-08-02,20.0,25.0,22.5
1889,2018-08-03,20.0,25.0,22.5
1890,2018-08-04,20.0,25.0,22.5
1891,2018-08-05,25.0,30.0,27.5
1892,2018-08-06,33.0,36.0,34.5
1893,2018-08-07,30.0,35.0,32.5
1894,2018-08-08,33.0,35.0,34.0
1895,2018-08-09,35.0,40.0,37.5
1896,2018-08-10,43.0,47.0,45.0
1897,2018-08-11,45.0,50.0,47.5
1898,2018-08-12,38.0,40.0,39.0
1899,2018-08-13,33.0,36.0,34.5
1900,2018-08-14,30.0,35.0,32.5
1901,2018-08-15,30.0,35.0,32.5
1902,2018-08-16,25.0,30.0,27.5
1903,2018-08-17,20.0,25.0,22.5
1904,2018-08-18,25.0,30.0,27.5
1905,2018-08-19,20.0,25.0,22.5
1906,2018-08-20,25.0,30.0,27.5
1907,2018-08-21,25.0,30.0,27.5
1908,2018-08-22,25.0,30.0,27.5
1909,2018-08-23,20.0,25.0,22.5
1910,2018-08-24,20.0,25.0,22.5
1911,2018-08-25,20.0,25.0,22.5
1912,2018-08-26,15.0,20.0,17.5
1913,2018-08-27,18.0,25.0,21.5
1914,2018-08-28,20.0,25.0,22.5
1915,2018-08-29,25.0,30.0,27.5
1916,2018-08-30,30.0,35.0,32.5
1917,2018-08-31,33.0,36.0,34.5
1918,2018-09-01,35.0,40.0,37.5
1919,2018-09-02,40.0,45.0,42.5
1920,2018-09-03,43.0,47.0,45.0
1921,2018-09-04,40.0,45.0,42.5
1922,2018-09-05,40.0,47.0,43.5
1923,2018-09-06,40.0,45.0,42.5
1924,2018-09-07,40.0,45.0,42.5
1925,2018-09-08,45.0,50.0,47.5
1926,2018-09-09,45.0,50.0,47.5
1927,2018-09-10,50.0,53.0,51.5
1928,2018-09-11,45.0,50.0,47.5
1929,2018-09-12,35.0,40.0,37.5
1930,2018-09-13,35.0,40.0,37.5
1931,2018-09-14,30.0,35.0,32.5
1932,2018-09-15,30.0,35.0,32.5
1933,2018-09-16,30.0,34.0,32.0
1934,2018-09-17,30.0,35.0,32.5
1935,2018-09-18,50.0,55.0,52.5
1936,2018-09-19,45.0,50.0,47.5
1937,2018-09-20,45.0,50.0,47.5
1938,2018-09-21,40.0,45.0,42.5
1939,2018-09-22,43.0,48.0,45.5
1940,2018-09-23,48.0,52.0,50.0
1941,2018-09-24,40.0,45.0,42.5
1942,2018-09-25,40.0,45.0,42.5
1943,2018-09-26,38.0,43.0,40.5
1944,2018-09-27,35.0,40.0,37.5
1945,2018-09-28,35.0,43.0,39.0
1946,2018-09-29,40.0,45.0,42.5
1947,2018-09-30,45.0,50.0,47.5
1948,2018-10-01,43.0,48.0,45.5
1949,2018-10-02,46.0,52.0,49.0
1950,2018-10-03,48.0,53.0,50.5
1951,2018-10-04,50.0,55.0,52.5
1952,2018-10-05,58.0,66.0,62.0
1953,2018-10-06,60.0,67.0,63.5
1954,2018-10-07,70.0,80.0,75.0
1955,2018-10-08,60.0,70.0,65.0
1956,2018-10-09,60.0,68.0,64.0
1957,2018-10-10,65.0,70.0,67.5
1958,2018-10-11,60.0,70.0,65.0
1959,2018-10-12,60.0,70.0,65.0
1960,2018-10-13,60.0,65.0,62.5
1961,2018-10-14,60.0,70.0,65.0
1962,2018-10-15,65.0,70.0,67.5
1963,2018-10-16,45.0,52.0,48.5
1964,2018-10-17,45.0,52.0,48.5
1965,2018-10-18,45.0,52.0,48.5
1966,2018-10-19,50.0,58.0,54.0
1967,2018-10-20,40.0,48.0,44.0
1968,2018-10-21,35.0,40.0,37.5
1969,2018-10-22,20.0,30.0,25.0
1970,2018-10-23,20.0,25.0,22.5
1971,2018-10-24,20.0,25.0,22.5
1972,2018-10-25,25.0,30.0,27.5
1973,2018-10-26,25.0,30.0,27.5
1974,2018-10-27,25.0,30.0,27.5
1975,2018-10-28,25.0,30.0,27.5
1976,2018-10-29,34.0,38.0,36.0
1977,2018-10-30,30.0,35.0,32.5
1978,2018-10-31,35.0,45.0,40.0
1979,2018-11-01,35.0,45.0,40.0
1980,2018-11-02,35.0,40.0,37.5
1981,2018-11-03,25.0,30.0,27.5
1982,2018-11-04,25.0,30.0,27.5
1983,2018-11-05,25.0,30.0,27.5
1984,2018-11-06,22.0,28.0,25.0
1985,2018-11-07,22.0,28.0,25.0
1986,2018-11-08,20.0,25.0,22.5
1987,2018-11-09,20.0,25.0,22.5
1988,2018-11-10,20.0,25.0,22.5
1989,2018-11-11,18.0,24.0,21.0
1990,2018-11-12,20.0,28.0,24.0
1991,2018-11-13,20.0,25.0,22.5
1992,2018-11-14,20.0,25.0,22.5
1993,2018-11-15,15.0,20.0,17.5
1994,2018-11-16,12.0,20.0,16.0
1995,2018-11-17,17.0,25.0,21.0
1996,2018-11-18,15.0,25.0,20.0
1997,2018-11-19,15.0,25.0,20.0
1998,2018-11-20,18.0,25.0,21.5
1999,2018-11-21,18.0,25.0,21.5
2000,2018-11-22,20.0,25.0,22.5
2001,2018-11-23,18.0,25.0,21.5
2002,2018-11-24,18.0,20.0,19.0
2003,2018-11-25,18.0,25.0,21.5
2004,2018-11-26,16.0,22.0,19.0
2005,2018-11-27,16.0,22.0,19.0
2006,2018-11-28,16.0,24.0,20.0
2007,2018-11-29,20.0,28.0,24.0
2008,2018-11-30,18.0,24.0,21.0
2009,2018-12-01,15.0,20.0,17.5
2010,2018-12-02,20.0,25.0,22.5
2011,2018-12-03,20.0,30.0,25.0
2012,2018-12-04,20.0,25.0,22.5
2013,2018-12-05,15.0,20.0,17.5
2014,2018-12-06,12.0,20.0,16.0
2015,2018-12-07,15.0,25.0,20.0
2016,2018-12-08,18.0,24.0,21.0
2017,2018-12-09,15.0,25.0,20.0
2018,2018-12-10,20.0,25.0,22.5
2019,2018-12-11,15.0,25.0,20.0
2020,2018-12-12,20.0,25.0,22.5
2021,2018-12-13,15.0,25.0,20.0
2022,2018-12-14,20.0,25.0,22.5
2023,2018-12-15,20.0,25.0,22.5
2024,2018-12-16,20.0,25.0,22.5
2025,2018-12-17,18.0,25.0,21.5
2026,2018-12-18,15.0,25.0,20.0
2027,2018-12-19,15.0,20.0,17.5
2028,2018-12-20,15.0,20.0,17.5
2029,2018-12-21,10.0,20.0,15.0
2030,2018-12-22,18.0,22.0,20.0
2031,2018-12-23,15.0,20.0,17.5
2032,2018-12-24,15.0,20.0,17.5
2033,2018-12-25,18.0,22.0,20.0
2034,2018-12-26,15.0,20.0,17.5
2035,2018-12-27,15.0,20.0,17.5
2036,2018-12-28,15.0,20.0,17.5
2037,2018-12-29,15.0,20.0,17.5
2038,2018-12-30,15.0,20.0,17.5
2039,2018-12-31,20.0,30.0,25.0
2040,2019-01-01,20.0,25.0,22.5
2041,2019-01-02,20.0,25.0,22.5
2042,2019-01-03,20.0,25.0,22.5
2043,2019-01-04,20.0,25.0,22.5
2044,2019-01-05,22.0,28.0,25.0
2045,2019-01-06,30.0,35.0,32.5
2046,2019-01-07,30.0,35.0,32.5
2047,2019-01-08,30.0,35.0,32.5
2048,2019-01-09,30.0,35.0,32.5
2049,2019-01-10,30.0,35.0,32.5
2050,2019-01-11,30.0,35.0,32.5
2051,2019-01-12,28.0,30.0,29.0
2052,2019-01-13,30.0,35.0,32.5
2053,2019-01-14,20.0,30.0,25.0
2054,2019-01-15,30.0,35.0,32.5
2055,2019-01-16,25.0,30.0,27.5
2056,2019-01-17,22.0,28.0,25.0
2057,2019-01-18,25.0,30.0,27.5
2058,2019-01-19,20.0,25.0,22.5
2059,2019-01-20,20.0,25.0,22.5
2060,2019-01-21,20.0,25.0,22.5
2061,2019-01-22,20.0,25.0,22.5
2062,2019-01-23,18.0,22.0,20.0
2063,2019-01-24,15.0,20.0,17.5
2064,2019-01-25,15.0,20.0,17.5
2065,2019-01-26,18.0,24.0,21.0
2066,2019-01-27,15.0,20.0,17.5
2067,2019-01-28,15.0,20.0,17.5
2068,2019-01-29,20.0,25.0,22.5
2069,2019-01-30,20.0,25.0,22.5
2070,2019-01-31,20.0,25.0,22.5
2071,2019-02-01,20.0,25.0,22.5
2072,2019-02-02,20.0,25.0,22.5
2073,2019-02-03,15.0,20.0,17.5
2074,2019-02-04,15.0,20.0,17.5
2075,2019-02-05,15.0,20.0,17.5
2076,2019-02-06,15.0,20.0,17.5
2077,2019-02-07,15.0,20.0,17.5
2078,2019-02-08,20.0,25.0,22.5
2079,2019-02-09,25.0,30.0,27.5
2080,2019-02-10,30.0,35.0,32.5
2081,2019-02-11,35.0,40.0,37.5
2082,2019-02-12,25.0,35.0,30.0
2083,2019-02-13,20.0,25.0,22.5
2084,2019-02-14,20.0,25.0,22.5
2085,2019-02-15,25.0,30.0,27.5
2086,2019-02-16,25.0,30.0,27.5
2087,2019-02-17,20.0,25.0,22.5
2088,2019-02-18,20.0,25.0,22.5
2089,2019-02-19,23.0,30.0,26.5
2090,2019-02-20,25.0,30.0,27.5
2091,2019-02-21,30.0,35.0,32.5
2092,2019-02-22,30.0,35.0,32.5
2093,2019-02-23,30.0,35.0,32.5
2094,2019-02-24,30.0,35.0,32.5
2095,2019-02-25,30.0,35.0,32.5
2096,2019-02-26,30.0,35.0,32.5
2097,2019-02-27,30.0,35.0,32.5
2098,2019-02-28,30.0,35.0,32.5
2099,2019-03-01,30.0,35.0,32.5
2100,2019-03-02,35.0,40.0,37.5
2101,2019-03-03,35.0,40.0,37.5
2102,2019-03-04,43.43333333333333,48.43333333333333,45.93333333333333
2103,2019-03-05,35.0,40.0,37.5
2104,2019-03-06,35.0,40.0,37.5
2105,2019-03-07,40.0,45.0,42.5
2106,2019-03-08,40.0,45.0,42.5
2107,2019-03-09,40.0,45.0,42.5
2108,2019-03-10,40.0,45.0,42.5
2109,2019-03-11,40.0,45.0,42.5
2110,2019-03-12,40.0,45.0,42.5
2111,2019-03-13,40.0,45.0,42.5
2112,2019-03-14,40.0,45.0,42.5
2113,2019-03-15,55.0,60.0,57.5
2114,2019-03-16,55.0,60.0,57.5
2115,2019-03-17,50.0,55.0,52.5
2116,2019-03-18,50.0,55.0,52.5
2117,2019-03-19,50.0,55.0,52.5
2118,2019-03-20,50.0,55.0,52.5
2119,2019-03-21,50.0,55.0,52.5
2120,2019-03-22,45.0,50.0,47.5
2121,2019-03-23,55.0,60.0,57.5
2122,2019-03-24,55.0,60.0,57.5
2123,2019-03-25,55.0,60.0,57.5
2124,2019-03-26,55.0,60.0,57.5
2125,2019-03-27,45.0,50.0,47.5
2126,2019-03-28,45.0,50.0,47.5
2127,2019-03-29,35.0,40.0,37.5
2128,2019-03-30,35.0,40.0,37.5
2129,2019-03-31,28.0,33.0,30.5
2130,2019-04-01,25.0,30.0,27.5
2131,2019-04-02,25.0,30.0,27.5
2132,2019-04-03,30.0,35.0,32.5
2133,2019-04-04,40.0,45.0,42.5
2134,2019-04-05,35.0,40.0,37.5
2135,2019-04-06,35.0,40.0,37.5
2136,2019-04-07,35.0,40.0,37.5
2137,2019-04-08,35.0,40.0,37.5
2138,2019-04-09,35.0,40.0,37.5
2139,2019-04-10,35.0,40.0,37.5
2140,2019-04-11,30.0,35.0,32.5
2141,2019-04-12,30.0,35.0,32.5
2142,2019-04-13,32.0,38.0,35.0
2143,2019-04-14,30.0,35.0,32.5
2144,2019-04-15,35.0,40.0,37.5
2145,2019-04-16,30.0,35.0,32.5
2146,2019-04-17,30.0,35.0,32.5
2147,2019-04-18,35.0,40.0,37.5
2148,2019-04-19,35.0,40.0,37.5
2149,2019-04-20,40.0,45.0,42.5
2150,2019-04-21,40.0,45.0,42.5
2151,2019-04-22,40.0,45.0,42.5
2152,2019-04-23,40.0,45.0,42.5
2153,2019-04-24,38.0,43.0,40.5
2154,2019-04-25,38.0,42.0,40.0
2155,2019-04-26,38.0,40.0,39.0
2156,2019-04-27,40.0,45.0,42.5
2157,2019-04-28,45.0,50.0,47.5
2158,2019-04-29,55.0,60.0,57.5
2159,2019-04-30,70.0,75.0,72.5
2160,2019-05-01,70.0,75.0,72.5
2161,2019-05-02,65.0,70.0,67.5
2162,2019-05-03,60.0,65.0,62.5
2163,2019-05-04,60.0,65.0,62.5
2164,2019-05-05,65.0,70.0,67.5
2165,2019-05-06,65.0,70.0,67.5
2166,2019-05-07,60.0,65.0,62.5
2167,2019-05-08,65.0,70.0,67.5
2168,2019-05-09,60.0,65.0,62.5
2169,2019-05-10,65.0,70.0,67.5
2170,2019-05-11,75.0,80.0,77.5
2171,2019-05-12,85.0,90.0,87.5
2172,2019-05-13,85.0,90.0,87.5
2173,2019-05-14,85.0,90.0,87.5
2174,2019-05-15,95.0,100.0,97.5
2175,2019-05-16,75.0,80.0,77.5
2176,2019-05-17,75.0,80.0,77.5
2177,2019-05-18,75.0,80.0,77.5
2178,2019-05-19,75.0,80.0,77.5
2179,2019-05-20,75.0,80.0,77.5
2180,2019-05-21,75.0,80.0,77.5
2181,2019-05-22,80.0,90.0,85.0
2182,2019-05-23,75.0,85.0,80.0
2183,2019-05-24,75.0,80.0,77.5
2184,2019-05-25,65.0,78.0,71.5
2185,2019-05-26,65.0,75.0,70.0
2186,2019-05-27,55.0,65.0,60.0
2187,2019-05-28,55.0,65.0,60.0
2188,2019-05-29,65.0,75.0,70.0
2189,2019-05-30,70.0,80.0,75.0
2190,2019-05-31,65.0,75.0,70.0
2191,2019-06-01,65.0,70.0,67.5
2192,2019-06-02,65.0,75.0,70.0
2193,2019-06-03,65.0,70.0,67.5
2194,2019-06-04,60.0,65.0,62.5
2195,2019-06-05,40.0,48.0,44.0
2196,2019-06-06,40.0,45.0,42.5
2197,2019-06-07,40.0,45.0,42.5
2198,2019-06-08,45.0,50.0,47.5
2199,2019-06-09,40.0,45.0,42.5
2200,2019-06-10,40.0,45.0,42.5
2201,2019-06-11,40.0,45.0,42.5
2202,2019-06-12,40.0,50.0,45.0
2203,2019-06-13,45.0,50.0,47.5
2204,2019-06-14,40.0,45.0,42.5
2205,2019-06-15,40.0,45.0,42.5
2206,2019-06-16,35.0,40.0,37.5
2207,2019-06-17,35.0,40.0,37.5
2208,2019-06-18,30.0,35.0,32.5
2209,2019-06-19,30.0,35.0,32.5
2210,2019-06-20,30.0,35.0,32.5
2211,2019-06-21,20.0,25.0,22.5
2212,2019-06-22,15.0,20.0,17.5
2213,2019-06-23,15.0,20.0,17.5
2214,2019-06-24,25.0,30.0,27.5
2215,2019-06-25,25.0,30.0,27.5
2216,2019-06-26,20.0,25.0,22.5
2217,2019-06-27,20.0,25.0,22.5
2218,2019-06-28,20.0,25.0,22.5
2219,2019-06-29,20.0,25.0,22.5
2220,2019-06-30,20.0,25.0,22.5
2221,2019-07-01,20.0,25.0,22.5
2222,2019-07-02,35.0,40.0,37.5
2223,2019-07-03,28.0,34.0,31.0
2224,2019-07-04,35.0,40.0,37.5
2225,2019-07-05,38.0,42.0,40.0
2226,2019-07-06,35.0,40.0,37.5
2227,2019-07-07,40.0,45.0,42.5
2228,2019-07-08,38.0,42.0,40.0
2229,2019-07-09,35.0,40.0,37.5
2230,2019-07-10,40.0,45.0,42.5
2231,2019-07-11,50.0,55.0,52.5
2232,2019-07-12,45.0,50.0,47.5
2233,2019-07-13,60.0,66.0,63.0
2234,2019-07-14,65.0,70.0,67.5
2235,2019-07-15,65.0,70.0,67.5
2236,2019-07-16,65.0,75.0,70.0
2237,2019-07-17,70.0,80.0,75.0
2238,2019-07-18,75.0,80.0,77.5
2239,2019-07-19,65.0,70.0,67.5
2240,2019-07-20,65.0,70.0,67.5
2241,2019-07-21,65.0,70.0,67.5
2242,2019-07-22,60.0,65.0,62.5
2243,2019-07-23,50.0,60.0,55.0
2244,2019-07-24,45.0,50.0,47.5
2245,2019-07-25,40.0,45.0,42.5
2246,2019-07-26,45.0,50.0,47.5
2247,2019-07-27,40.0,45.0,42.5
2248,2019-07-28,42.0,50.0,46.0
2249,2019-07-29,45.0,50.0,47.5
2250,2019-07-30,50.0,60.0,55.0
2251,2019-07-31,58.0,62.0,60.0
2252,2019-08-01,60.0,65.0,62.5
2253,2019-08-02,60.0,65.0,62.5
2254,2019-08-03,55.0,60.0,57.5
2255,2019-08-04,55.0,60.0,57.5
2256,2019-08-05,50.0,55.0,52.5
2257,2019-08-06,50.0,55.0,52.5
2258,2019-08-07,55.0,60.0,57.5
2259,2019-08-08,60.0,65.0,62.5
2260,2019-08-09,60.0,65.0,62.5
2261,2019-08-10,58.0,65.0,61.5
2262,2019-08-11,58.0,65.0,61.5
2263,2019-08-12,58.0,65.0,61.5
2264,2019-08-13,60.0,70.0,65.0
2265,2019-08-14,60.0,65.0,62.5
2266,2019-08-15,75.0,80.0,77.5
2267,2019-08-16,75.0,80.0,77.5
2268,2019-08-17,75.0,85.0,80.0
2269,2019-08-18,80.0,86.0,83.0
2270,2019-08-19,85.0,90.0,87.5
2271,2019-08-20,90.0,95.0,92.5
2272,2019-08-21,85.0,95.0,90.0
2273,2019-08-22,80.0,90.0,85.0
2274,2019-08-23,70.0,80.0,75.0
2275,2019-08-24,70.0,75.0,72.5
2276,2019-08-25,70.0,75.0,72.5
2277,2019-08-26,70.0,80.0,75.0
2278,2019-08-27,55.0,60.0,57.5
2279,2019-08-28,50.0,55.0,52.5
2280,2019-08-29,45.0,55.0,50.0
2281,2019-08-30,50.0,55.0,52.5
2282,2019-08-31,45.0,50.0,47.5
2283,2019-09-01,40.0,50.0,45.0
2284,2019-09-02,40.0,46.0,43.0
2285,2019-09-03,40.0,47.0,43.5
2286,2019-09-04,34.0,40.0,37.0
2287,2019-09-05,30.0,35.0,32.5
2288,2019-09-06,30.0,35.0,32.5
2289,2019-09-07,30.0,35.0,32.5
2290,2019-09-08,35.0,40.0,37.5
2291,2019-09-09,45.0,50.0,47.5
2292,2019-09-10,40.0,45.0,42.5
2293,2019-09-11,40.0,45.0,42.5
2294,2019-09-12,35.0,40.0,37.5
2295,2019-09-13,35.0,40.0,37.5
2296,2019-09-14,30.0,35.0,32.5
2297,2019-09-15,30.0,35.0,32.5
2298,2019-09-16,30.0,35.0,32.5
2299,2019-09-17,30.0,35.0,32.5
2300,2019-09-18,32.0,40.0,36.0
2301,2019-09-19,35.0,40.0,37.5
2302,2019-09-20,30.0,40.0,35.0
2303,2019-09-21,35.0,40.0,37.5
2304,2019-09-22,40.0,50.0,45.0
2305,2019-09-23,50.0,57.0,53.5
2306,2019-09-24,50.0,55.0,52.5
2307,2019-09-25,40.0,50.0,45.0
2308,2019-09-26,35.0,40.0,37.5
2309,2019-09-27,30.0,40.0,35.0
2310,2019-09-28,30.0,35.0,32.5
2311,2019-09-29,35.0,40.0,37.5
2312,2019-09-30,35.0,40.0,37.5
2313,2019-10-01,35.0,40.0,37.5
2314,2019-10-02,35.0,45.0,40.0
2315,2019-10-03,40.0,45.0,42.5
2316,2019-10-04,45.0,50.0,47.5
2317,2019-10-05,45.0,50.0,47.5
2318,2019-10-06,55.0,60.0,57.5
2319,2019-10-07,51.46666666666667,57.7,54.583333333333336
2320,2019-10-08,65.0,70.0,67.5
2321,2019-10-09,70.0,75.0,72.5
2322,2019-10-10,35.0,40.0,37.5
2323,2019-10-11,30.0,35.0,32.5
2324,2019-10-12,30.0,35.0,32.5
2325,2019-10-13,25.0,30.0,27.5
2326,2019-10-14,30.0,35.0,32.5
2327,2019-10-15,33.0,38.0,35.5
2328,2019-10-16,38.0,45.0,41.5
2329,2019-10-17,40.0,45.0,42.5
2330,2019-10-18,45.0,50.0,47.5
2331,2019-10-19,40.0,45.0,42.5
2332,2019-10-20,48.0,53.0,50.5
2333,2019-10-21,50.0,55.0,52.5
2334,2019-10-22,50.0,60.0,55.0
2335,2019-10-23,50.0,55.0,52.5
2336,2019-10-24,55.0,60.0,57.5
2337,2019-10-25,65.0,75.0,70.0
2338,2019-10-26,75.0,80.0,77.5
2339,2019-10-27,80.0,90.0,85.0
2340,2019-10-28,60.0,70.0,65.0
2341,2019-10-29,80.0,90.0,85.0
2342,2019-10-30,115.0,120.0,117.5
2343,2019-10-31,80.0,90.0,85.0
2344,2019-11-01,80.0,90.0,85.0
2345,2019-11-02,60.0,70.0,65.0
2346,2019-11-03,60.0,65.0,62.5
2347,2019-11-04,80.0,90.0,85.0
2348,2019-11-05,85.0,90.0,87.5
2349,2019-11-06,80.0,90.0,85.0
2350,2019-11-07,70.0,80.0,75.0
2351,2019-11-08,60.0,70.0,65.0
2352,2019-11-09,60.0,70.0,65.0
2353,2019-11-10,55.0,65.0,60.0
2354,2019-11-11,45.0,55.0,50.0
2355,2019-11-12,40.0,50.0,45.0
2356,2019-11-13,35.0,45.0,40.0
2357,2019-11-14,35.0,45.0,40.0
2358,2019-11-15,35.0,45.0,40.0
2359,2019-11-16,35.0,40.0,37.5
2360,2019-11-17,35.0,40.0,37.5
2361,2019-11-18,30.0,35.0,32.5
2362,2019-11-19,30.0,40.0,35.0
2363,2019-11-20,30.0,35.0,32.5
2364,2019-11-21,30.0,40.0,35.0
2365,2019-11-22,30.0,35.0,32.5
2366,2019-11-23,30.0,40.0,35.0
2367,2019-11-24,30.0,35.0,32.5
2368,2019-11-25,25.0,35.0,30.0
2369,2019-11-26,25.0,30.0,27.5
2370,2019-11-27,20.0,30.0,25.0
2371,2019-11-28,20.0,25.0,22.5
2372,2019-11-29,20.0,28.0,24.0
2373,2019-11-30,22.0,30.0,26.0
2374,2019-12-01,30.0,35.0,32.5
2375,2019-12-02,30.0,35.0,32.5
2376,2019-12-03,30.0,35.0,32.5
2377,2019-12-04,30.0,35.0,32.5
2378,2019-12-05,35.0,45.0,40.0
2379,2019-12-06,45.0,50.0,47.5
2380,2019-12-07,45.0,50.0,47.5
2381,2019-12-08,40.0,45.0,42.5
2382,2019-12-09,40.0,50.0,45.0
2383,2019-12-10,40.0,50.0,45.0
2384,2019-12-11,35.0,45.0,40.0
2385,2019-12-12,35.0,40.0,37.5
2386,2019-12-13,38.0,45.0,41.5
2387,2019-12-14,40.0,50.0,45.0
2388,2019-12-15,50.0,55.0,52.5
2389,2019-12-16,35.0,45.0,40.0
2390,2019-12-17,30.0,40.0,35.0
2391,2019-12-18,35.0,40.0,37.5
2392,2019-12-19,20.0,30.0,25.0
2393,2019-12-20,20.0,30.0,25.0
2394,2019-12-21,20.0,25.0,22.5
2395,2019-12-22,30.0,40.0,35.0
2396,2019-12-23,35.0,40.0,37.5
2397,2019-12-24,20.0,30.0,25.0
2398,2019-12-25,20.0,30.0,25.0
2399,2019-12-26,30.0,35.0,32.5
2400,2019-12-27,20.0,30.0,25.0
2401,2019-12-28,25.0,30.0,27.5
2402,2019-12-29,25.0,30.0,27.5
2403,2019-12-30,25.0,30.0,27.5
2404,2019-12-31,40.0,45.0,42.5
2405,2020-01-01,35.0,45.0,40.0
2406,2020-01-02,40.0,50.0,45.0
2407,2020-01-03,43.0,50.0,46.5
2408,2020-01-04,45.0,55.0,50.0
2409,2020-01-05,40.0,50.0,45.0
2410,2020-01-06,40.0,50.0,45.0
2411,2020-01-07,35.0,40.0,37.5
2412,2020-01-08,35.0,40.0,37.5
2413,2020-01-09,20.0,30.0,25.0
2414,2020-01-10,25.0,35.0,30.0
2415,2020-01-11,20.0,25.0,22.5
2416,2020-01-12,25.0,30.0,27.5
2417,2020-01-13,40.0,45.0,42.5
2418,2020-01-14,35.0,40.0,37.5
2419,2020-01-15,30.0,35.0,32.5
2420,2020-01-16,20.0,30.0,25.0
2421,2020-01-17,20.0,30.0,25.0
2422,2020-01-18,25.0,30.0,27.5
2423,2020-01-19,25.0,30.0,27.5
