Date,tempmax,tempmin,temp,humidity, prcp
14-08-2016,28.9,20,23.5,80.4,3.018
15-08-2016,29,19.9,23.5,78.9,2.003
16-08-2016,28,20.9,23.2,80.8,8
17-08-2016,28,20,23.3,78.7,0.199
18-08-2016,29,20.4,23.8,76.2,0.298
19-08-2016,29,20.4,24,75.9,0
20-08-2016,29.9,19.9,24.3,74.1,1.004
21-08-2016,30,20.5,24.6,73.8,2.019
22-08-2016,29,21.9,24.8,73.3,6.956
23-08-2016,29,21,24.4,75.4,0.799
24-08-2016,29,21,24.5,75.2,0
25-08-2016,27.9,21,23.4,80.1,15.076
26-08-2016,28.1,21,23.6,80.1,0.201
27-08-2016,27.9,21,23.4,82.1,0.044
28-08-2016,27,21,23.5,80.7,0.2
29-08-2016,27,21,23.6,81.5,0.203
30-08-2016,27,21.6,23.8,83.2,2.994
31-08-2016,25.9,21,22.7,88.2,29.371
01-09-2016,26.8,20,23,84.1,2.8
02-09-2016,27,20.9,23.1,81.5,0.6
03-09-2016,27.9,20.7,23.7,78.3,0
04-09-2016,26.9,19,22.5,84.1,0.615
05-09-2016,27,19,22.7,78.2,0.001
06-09-2016,27,19,22.5,79.8,0.397
07-09-2016,28,18,23,72,0
08-09-2016,28,18.9,23.7,70.1,0
09-09-2016,29,20,24.3,71.7,0.006
10-09-2016,29,21,24.6,75.1,12.07
11-09-2016,27,20,23.3,76,0.4
12-09-2016,25.9,20.7,23,77.5,1.003
13-09-2016,27,20.9,23.8,76.5,0
14-09-2016,28.9,21,23.6,79,0.505
15-09-2016,28,20.7,23.1,82.1,5.076
16-09-2016,27,20.4,23.3,79.3,0.6
17-09-2016,27,20.7,23.5,75.7,0.4
18-09-2016,28.9,19,23.8,70.4,0
19-09-2016,29,19,24.2,70.4,0
20-09-2016,27.9,20,23.4,72,0
21-09-2016,26.9,20.9,23,79.5,0.199
22-09-2016,28,20,23.1,77.6,0.4
23-09-2016,25,20.7,22.4,82.6,0.801
24-09-2016,26,20,22.2,83.8,3.381
25-09-2016,27,20,22.9,80.5,0
26-09-2016,28,20.9,24.1,78.9,0
27-09-2016,28.9,21,24.1,80.8,4.051
28-09-2016,29.9,21,24.3,80.3,0.025
29-09-2016,28,21.9,24.1,80.4,0.004
30-09-2016,28.9,21,24.4,75.1,0.2
01-10-2016,27.9,20,23.4,73.1,0
02-10-2016,29.3,18.5,23.2,71.8,0
03-10-2016,30.9,19,24.8,68.6,0.5
04-10-2016,30,21,25.2,66.3,1.1
05-10-2016,30,20,24.9,65,0
06-10-2016,30.7,19.9,25,62.1,0
07-10-2016,29,19,24.4,61.9,0
08-10-2016,29.9,19,24.7,67.3,0
09-10-2016,29.9,19.9,24.2,70.5,0.995
10-10-2016,28,19.9,24.1,71.7,0
11-10-2016,30.1,20.3,24,77.5,7.034
12-10-2016,28,20,23.9,80.3,0.125
13-10-2016,27.1,19.5,23.6,77.4,2.9
14-10-2016,29,21,24.9,64.8,0.8
15-10-2016,29.9,18,23.9,59.9,0
16-10-2016,30,17,24,57.7,0
17-10-2016,30,17,23.8,58.5,0
18-10-2016,30.6,17,24.2,57.2,0
19-10-2016,30.3,17.5,24.6,56.2,0
20-10-2016,30,18.5,24.5,53.6,0
21-10-2016,30.3,17,24.1,54.7,0
22-10-2016,29.9,17,24,56.1,0
23-10-2016,28.1,17,23.1,54.7,0
24-10-2016,30.1,17,23.8,52.8,0
25-10-2016,30,18.5,24.5,52.4,0
26-10-2016,29.9,17.9,24,53.4,0
27-10-2016,30,17.5,24.2,52.8,0
28-10-2016,30.9,18.5,24.8,43.4,0
29-10-2016,31,18,25.1,45.5,0
30-10-2016,30.1,20.5,24.8,66.7,0.1
31-10-2016,29.9,19.5,24.4,71.4,0.2
01-11-2016,29.8,20.9,24,74.4,1.002
02-11-2016,28.9,19,23.7,72.2,0.3
03-11-2016,30,20,24.8,66.9,0
04-11-2016,30.4,19,24.8,60,0
05-11-2016,30.3,18.5,24.5,51,0
06-11-2016,30.3,17,23.8,49.7,0
07-11-2016,29.9,17.5,23.7,51.8,0
08-11-2016,29.9,16,23.2,52.5,0
09-11-2016,28,15.5,22.1,57.3,0
10-11-2016,28,14,22.1,52.8,0
11-11-2016,29,15,22.2,55.3,0
12-11-2016,29.9,17,23.5,61.6,0
13-11-2016,29.9,19,23.9,67.4,0
14-11-2016,29.3,21,24.1,72.2,0.5
15-11-2016,29.6,20,24.2,68.7,0.4
16-11-2016,30,18,24,68.7,0
17-11-2016,29,20,23.9,71,0
18-11-2016,28.9,18.5,23.2,66.3,0
19-11-2016,28,18,22.7,62.9,0
20-11-2016,29.9,17.5,22.8,65.3,0
21-11-2016,29.3,16,22.5,55.1,0
22-11-2016,30,14,22.5,50.1,0
23-11-2016,30.1,13.5,22.5,51.1,0
24-11-2016,29.9,14.5,21.9,52.6,0
25-11-2016,30.1,14,21.9,49.6,0
26-11-2016,30.6,13,21.8,49,0
27-11-2016,31.1,11.5,21.2,50.7,0
28-11-2016,31.3,12,22.4,43.7,0
29-11-2016,29,12.5,21.8,49.2,0
30-11-2016,29,12.5,21,54.9,0
01-12-2016,26.1,14.5,20.7,64.4,4.013
02-12-2016,26.3,18,20.5,88.5,2.032
03-12-2016,24,19,20.8,88.9,1.5
04-12-2016,28,19,22.6,77.8,0.001
05-12-2016,27.9,19,23.3,72.3,0.3
06-12-2016,27.1,18,21.9,69.1,0
07-12-2016,26.9,14.5,21.2,67.1,0
08-12-2016,27.9,17,22.2,69,0
09-12-2016,29.3,15,22.4,50.7,0
10-12-2016,26.9,12.5,20.1,45.4,0
11-12-2016,27.9,12,20.6,48.1,0
12-12-2016,24.9,18,21.1,62.5,18.044
13-12-2016,19.1,18,18.7,95.8,34.127
14-12-2016,25.8,19,21.1,89,1.7
15-12-2016,26.9,18,21.7,73.3,0
16-12-2016,25.9,18,20.9,82.5,0.299
17-12-2016,27.4,17,21.8,72.1,0
18-12-2016,28.9,16,21.7,65.9,0
19-12-2016,28.9,14,21.6,63.8,0
20-12-2016,27,13.5,20.9,72.6,0
21-12-2016,29,17.5,22.6,68.7,0
22-12-2016,29.9,15,22.5,54.7,0
23-12-2016,29.3,12,21.1,50.4,0
24-12-2016,29,11,20.8,50.5,0
25-12-2016,27.6,11,19.5,68.1,0
26-12-2016,29,12.5,21.3,56.1,0
27-12-2016,29,11.5,21.1,50.2,0
28-12-2016,27.8,13,20.9,63.8,0
29-12-2016,27,14,20.2,64.4,0
30-12-2016,26,13.5,19.7,69.2,0
31-12-2016,26,12.5,19.7,65.3,0
01-01-2017,26.3,11.5,19.6,68.7,0
02-01-2017,27,15.5,21.7,65.3,0
03-01-2017,29,14,21.6,56.7,0
04-01-2017,28,14,21.2,59.4,0
05-01-2017,27.9,13.5,21,63.5,0
06-01-2017,28,13,20.7,62.8,0
07-01-2017,27.9,13.5,20.5,68.4,0
08-01-2017,27,15,20.5,68.6,0
09-01-2017,26.8,14.5,20.5,62.8,0
10-01-2017,27.9,13.5,21.4,61.1,0
11-01-2017,27.6,16,21.8,62.4,0
12-01-2017,27.3,15.5,21.4,64.8,0
13-01-2017,27.3,17,21.1,70.7,0
14-01-2017,25,17,20.6,64,0
15-01-2017,26.9,14.9,20.2,66.1,0
16-01-2017,27,15.5,20.6,63.7,0
17-01-2017,27.6,13.5,20.4,57.6,0
18-01-2017,27,12,19.5,63,0
19-01-2017,26,13,19.7,69.4,0
20-01-2017,27,14,21,70.8,0
21-01-2017,25,18.4,21.7,72.6,0
22-01-2017,30,16,22.4,50.7,0
23-01-2017,28,13.5,21.3,55,0
24-01-2017,29.1,14,21.7,60.1,0
25-01-2017,28.7,15,21.7,61.6,0
26-01-2017,25,17.9,21.2,77.9,0.101
27-01-2017,24.1,20,21.8,85.1,1.5
28-01-2017,26.1,20,22.4,81.2,0.7
29-01-2017,28.9,19,23.5,73.3,0
30-01-2017,30.6,17.9,23.6,64.4,0
31-01-2017,31,17.5,23.7,59.3,0
01-02-2017,30,15,22.2,53.9,0
02-02-2017,31,13.5,22,50.5,0
03-02-2017,29,15,21.7,60.1,0
04-02-2017,28,14.5,21.4,59.9,0
05-02-2017,29,14,21.5,53.9,0
06-02-2017,30,13.5,21.9,53.4,0
07-02-2017,30.3,14,22.7,45.8,0
08-02-2017,30.3,14,22.7,44,0
09-02-2017,30,14.5,22.6,45,0
10-02-2017,31,12.5,22.1,41.3,0
11-02-2017,30,13.5,21.8,50.4,0
12-02-2017,28.9,13.5,20.6,60.5,0
13-02-2017,27.9,14.5,21.2,61.6,0
14-02-2017,28,16,21.7,70.9,0
15-02-2017,29.1,16.5,22.8,57.4,0
16-02-2017,28,13.5,21.7,52.1,0
17-02-2017,28,14,21.4,53.7,0
18-02-2017,30.3,13.5,22.8,49.7,0
19-02-2017,30.9,14,23.2,50.4,0
20-02-2017,32,14.5,23.8,44.7,0
21-02-2017,33.1,15.5,24.7,46.4,0
22-02-2017,34,16.5,25.9,39.4,0
23-02-2017,33.9,17.5,25.9,39.3,0
24-02-2017,34.3,15.1,25.9,41.3,0
25-02-2017,33.9,15.5,25.6,45.4,0
26-02-2017,32.3,17.5,24.9,53.3,0
27-02-2017,30,16.5,23.6,51,0
28-02-2017,31.6,16.5,24,43.1,0
01-03-2017,31.6,14,23.6,36.5,0
02-03-2017,31.1,14.5,23.2,45.4,0
03-03-2017,32,16.9,24.6,55.8,0
04-03-2017,32,20,25.7,60.3,0
05-03-2017,32.9,21,26.5,63.9,0
06-03-2017,31.1,22.9,26.3,64.9,7.949
07-03-2017,32,21,25.9,66.8,36.013
08-03-2017,30.1,21,25.1,69.1,4
09-03-2017,32.3,21,26.2,63.9,0
10-03-2017,32,22,26.8,57.7,2.9
11-03-2017,32.9,20,26.9,39.5,0.7
12-03-2017,33,21,27.3,41.8,0
13-03-2017,32.9,21.9,26.9,59.1,2
14-03-2017,29.9,22,25.1,68.1,4.5
15-03-2017,30.9,20.9,25.2,65.6,0.4
16-03-2017,31.3,19.9,25.3,60.4,0.3
17-03-2017,32,19.5,26.4,54.4,0.3
18-03-2017,33.9,21,27.6,52.6,0
19-03-2017,34.3,21.9,27.5,54.3,0
20-03-2017,33.6,22,27.2,57.2,0.4
21-03-2017,32.1,21.5,27,55.5,1.1
22-03-2017,32.6,20.9,26.8,49.4,0
23-03-2017,33.8,20,26.7,47.2,0
24-03-2017,34,19.9,27,40.1,0
25-03-2017,35,20,27.5,35.2,0
26-03-2017,35.6,20,27.8,35.8,0
27-03-2017,34.6,19.9,27.5,35.7,0
28-03-2017,34.9,21.5,28,40.2,0
29-03-2017,35,21.9,28.2,44.3,0
30-03-2017,34.9,21.9,27.9,43.7,0
31-03-2017,35.1,20.9,28.3,37.2,0
01-04-2017,35,21.9,28.4,38.4,0
02-04-2017,35,22,28.4,45.2,0
03-04-2017,35,22.9,28.7,47.4,0
04-04-2017,35,22,28.8,47,0
05-04-2017,35.1,22,27.1,60,3.994
06-04-2017,34,22,27,64.3,0.6
07-04-2017,34.1,22,28.2,54.8,0.038
08-04-2017,36,24,29.4,47.6,0
09-04-2017,35,21.5,28.9,50,0
10-04-2017,35.9,22,28.6,51.3,0.099
11-04-2017,35.9,22.9,28.9,47.3,0.2
12-04-2017,36,22,29.2,45.9,0
13-04-2017,36,22.9,29,41.6,0
14-04-2017,35,19.5,27.9,43.4,0
15-04-2017,35.3,21,28.3,46.7,0
16-04-2017,35,23,27.4,56.3,2.984
17-04-2017,34,22.3,25.9,63.2,13.095
18-04-2017,35,21.9,28.5,53.9,0
19-04-2017,35,23.8,29,57.2,0.3
20-04-2017,34.6,24,27,67.8,0.599
21-04-2017,32.4,22,26.5,66.1,5.9
22-04-2017,34.9,22.9,28.6,58.5,2.9
23-04-2017,35.3,23.9,28.9,53.4,0
24-04-2017,35.7,23,29.4,47.5,0
25-04-2017,36,22.7,28.1,54.9,0.2
26-04-2017,35,22,28.6,47.8,0
27-04-2017,36,24,29.4,49.7,0
28-04-2017,35,23.3,28.5,50.8,0.996
29-04-2017,34.9,21,26.3,61.2,3.978
30-04-2017,35,20.2,27.8,48.5,1
01-05-2017,34.9,22.1,27.2,52.2,0.187
02-05-2017,33,22,27.2,50.4,4.2
03-05-2017,33,22.9,27.6,57.5,0.1
04-05-2017,35,21.5,27.7,58,0
05-05-2017,35,21.5,28.9,54.9,0
06-05-2017,34.3,24,29.2,55.8,0
07-05-2017,36.6,21,27.2,61.5,0.801
08-05-2017,32,21,26.1,63.6,12.5
09-05-2017,32.3,23,26,70.2,0.003
10-05-2017,33.1,20.5,26.1,67.9,0.038
11-05-2017,31,22,25.7,69.6,0.013
12-05-2017,32,22,27.1,67.2,0.2
13-05-2017,33,23,27.8,65.7,0
14-05-2017,33.9,23.4,27,70.4,3.063
15-05-2017,33,21.5,26.8,63,0.7
16-05-2017,35.1,22,28.4,61.9,0.3
17-05-2017,34,22,27,67,9.1
18-05-2017,34.9,20,26.8,71.7,13.971
19-05-2017,32.1,19.9,26.1,71.4,5.025
20-05-2017,33.9,20.9,27.1,65,36.792
21-05-2017,32,20.2,26,72,4.044
22-05-2017,31.9,19.4,26.8,73.9,25
23-05-2017,32.9,19.9,26.8,67.8,4.051
24-05-2017,33,21,26.5,68.9,13.102
25-05-2017,32.9,22.3,27.2,70.2,4
26-05-2017,32.9,21.1,27.2,75,57.823
27-05-2017,30.9,20.2,23.5,86,64.1
28-05-2017,29.9,21,24.9,81.5,0.253
29-05-2017,31,21.7,25.7,76.1,0
30-05-2017,31,21.9,25.6,72.3,0.099
31-05-2017,29,21.1,25.1,74,0
01-06-2017,31.3,21,26,71.7,0
02-06-2017,31,22,26.4,73.6,1.8
03-06-2017,31,22.7,26.2,71.1,0
04-06-2017,31,21,26.1,70,0
05-06-2017,31,21.5,25.7,74.2,0.001
06-06-2017,30.3,21.5,25.5,74.4,6.7
07-06-2017,27.9,21.9,24.2,75.2,0.702
08-06-2017,29.6,21,24.5,73.7,0
09-06-2017,28,21,23.4,83.1,7.006
10-06-2017,27.9,21,23.8,79,0
11-06-2017,28,21,23.6,79.5,0.994
12-06-2017,24.9,20.2,22.7,86.2,0.397
13-06-2017,28,21.2,24.2,82.7,0.994
14-06-2017,30,22,25.8,75,0
15-06-2017,29,22,25.1,73.6,0
16-06-2017,28,21.4,23.1,85.3,6.101
17-06-2017,26.9,21,23.5,83.8,0.2
18-06-2017,29,20,24,81.8,3.981
19-06-2017,27.8,20.1,23.8,82,0.104
20-06-2017,28,21,23.9,82.7,0.201
21-06-2017,29,21,24.6,77.8,0.1
22-06-2017,29,21,24.5,77.7,0.005
23-06-2017,30,20.1,25,73.6,0.7
24-06-2017,29,21,24.5,75.5,1.9
25-06-2017,29,21,24.1,78.3,1
26-06-2017,28,21.8,24.1,76.8,0.2
27-06-2017,29.3,20.9,23.8,77.1,2.9
28-06-2017,28.9,20.9,23.9,74.1,0.002
29-06-2017,28,20.4,24.4,73,1.3
30-06-2017,28.9,21,24.5,73.6,0
01-07-2017,29,20.1,24.7,72.3,0
02-07-2017,29.8,20.8,24.9,72.4,0.5
03-07-2017,28,21,24,78.8,7.025
04-07-2017,27.9,20.9,23.7,80.8,0.813
05-07-2017,30,20.1,23.8,81.9,5.031
06-07-2017,29,20,23.8,80.8,6.032
07-07-2017,28,20.9,23.7,79.6,1.988
08-07-2017,26,20.9,23.6,80.3,0
09-07-2017,30,20.9,24.7,73.3,0
10-07-2017,29,21,24.9,69.7,0
11-07-2017,29.9,21,24.3,76.8,0.9
12-07-2017,28,21,23.7,79,1.987
13-07-2017,27,20,23.1,78.7,0
14-07-2017,27,20,23,76.7,0
15-07-2017,25,20,22.5,82.5,0.002
16-07-2017,28,20,23.3,76.9,0
17-07-2017,28,20.1,23.9,73.5,0
18-07-2017,26.9,21,23.2,80.5,0.001
19-07-2017,26,21,22.8,87.3,8.038
20-07-2017,29,20.9,24,72.2,0.796
21-07-2017,29,20,24.2,73.4,0
22-07-2017,30,20.2,24.6,75.4,0
23-07-2017,29,21,24.7,75,0
24-07-2017,29.9,20.7,24.7,73.1,0
25-07-2017,30,21,25.2,71.8,0
26-07-2017,29.1,21,25.3,71.4,0
27-07-2017,30.1,21,24.8,74.3,11.975
28-07-2017,31,21,25,76.4,11.025
29-07-2017,31,21,24.7,76,3.2
30-07-2017,29.9,21.7,25.3,74.4,0.5
31-07-2017,30,22,25.5,74,6.956
01-08-2017,31,21.9,25.7,71.5,0.998
02-08-2017,31,22,25.5,71.6,0.003
03-08-2017,29,21,24.5,74.5,0
04-08-2017,27.9,21.7,24.1,78,0
05-08-2017,29,21.9,24.3,79,0.005
06-08-2017,30,21,25,73.7,1.3
07-08-2017,30.7,21,25.6,70.8,0.4
08-08-2017,30,22,26,69.4,0.795
09-08-2017,27,21.7,24.4,78.8,8.943
10-08-2017,28,21,24,81.6,6.969
11-08-2017,27.8,21.4,23.8,87.5,12.113
12-08-2017,27,20.9,23.5,83.4,5.067
13-08-2017,25.9,21.7,23.4,78.4,1.2
14-08-2017,28,21.5,24.9,72.3,15.6
15-08-2017,27.9,19,22.9,85.3,128.038
16-08-2017,28,20.4,23.5,81.8,29.932
17-08-2017,27.9,20.9,23.4,83,7.145
18-08-2017,29,20.2,23.4,83.7,5.006
19-08-2017,28,20.7,22.8,85.8,12.038
20-08-2017,27.9,20,22.5,88.2,2.019
21-08-2017,28.9,20.8,23.8,81.2,4.2
22-08-2017,28,21,23.7,83.5,11
23-08-2017,28,20.9,24.1,81,41.975
24-08-2017,26.9,20.9,23.1,87.3,28.899
25-08-2017,26,20.9,23,88.3,0.2
26-08-2017,28.1,21,23.9,81.4,3.9
27-08-2017,27,21,22.7,90,6.212
28-08-2017,26,20.9,23,86.9,1.3
29-08-2017,27,20.9,23.2,85.7,0
30-08-2017,29,21.2,24.5,82,0.001
31-08-2017,30,21.5,24.9,79.8,4.987
01-09-2017,28,20.4,23.9,85,66.855
02-09-2017,27.9,21,23,93.3,43.924
03-09-2017,28,20.7,23.5,88.2,5.404
04-09-2017,29.3,20,24.2,81.7,55.748
05-09-2017,28.1,21,25,81.5,9.9
06-09-2017,28,20,23,91,21.259
07-09-2017,29,21,24.1,87.8,0.124
08-09-2017,28.9,20,23.6,87.6,68.082
09-09-2017,28.7,20.2,23.9,84.7,0.994
10-09-2017,27.3,20.7,24,84.4,65.013
11-09-2017,28,22,24.8,80.9,0.8
12-09-2017,30.1,22,25.7,77.9,3.2
13-09-2017,29.1,22,25.3,78.8,1.5
14-09-2017,30.9,22,25.1,79.4,2
15-09-2017,27,21.1,23.8,83.9,0.7
16-09-2017,29.3,21,23.8,83,0.996
17-09-2017,25,20.7,21.9,93.9,12.032
18-09-2017,27,19.4,22.5,85.4,0.006
19-09-2017,28,20.9,23.5,78.1,0
20-09-2017,28,19.9,23.3,74.1,0
21-09-2017,27,19.4,22.9,80.7,0
22-09-2017,28,20,24,74.9,0
23-09-2017,29.3,19.9,24.9,71.7,0.099
24-09-2017,27.9,21,24.6,80.3,12.7
25-09-2017,26.9,19.8,22.8,85.5,61.899
26-09-2017,27.9,20.5,23.8,83.1,12.918
27-09-2017,26,20,22.1,93.6,42.814
28-09-2017,26,20.8,22.8,88.2,0.304
29-09-2017,26.9,20.4,22.9,87.7,4.968
30-09-2017,25.9,20.7,22.9,90.1,10.338
01-10-2017,28,20.9,23.6,86.6,34.855
02-10-2017,27,20,23.4,86,10.93
03-10-2017,29,21,24.9,79.5,1.2
04-10-2017,29.1,21,24.2,84,18.088
05-10-2017,29.4,20,22.5,93.6,76.571
06-10-2017,28.1,21,23,91,14.29
07-10-2017,28.9,21,23.7,87.4,3.975
08-10-2017,29,21.4,24.9,82.1,42.728
09-10-2017,28.9,22,24.7,83.8,8.408
10-10-2017,29,19,24.2,81.3,0.025
11-10-2017,29.9,20,24.1,85.3,23.05
12-10-2017,27,20.5,23.5,85.2,54.114
13-10-2017,28,20,23.5,85.9,48.094
14-10-2017,25,20.7,22.6,93.2,20.083
15-10-2017,25.8,19.9,22.3,89.2,24.126
16-10-2017,24.9,20,22.3,87.4,0.7
17-10-2017,26.9,21,23.5,81.1,0
18-10-2017,28,20.5,23.4,80.1,0
19-10-2017,29,18.5,23.4,75.2,0
20-10-2017,29.4,18,23.8,73.4,0
21-10-2017,29.8,20,24.6,73.2,0.3
22-10-2017,30,20,24.3,61.4,0
23-10-2017,29.9,17.5,23.7,61.3,0
24-10-2017,31,17,24.1,64.8,0
25-10-2017,29.1,20,24.7,72.4,1.2
26-10-2017,28,21,23.6,77.1,0.005
27-10-2017,28.8,20,23.3,77.4,0.9
28-10-2017,28,19,23.3,68.7,1.3
29-10-2017,28.3,20,23.7,69.3,0
30-10-2017,26.1,18,21.1,81.5,0.9
31-10-2017,24.3,19,21.8,78.6,0
01-11-2017,24.3,18.5,21.4,80.8,0.298
02-11-2017,26.6,19,22.5,73.6,1.3
03-11-2017,27.3,19.9,22.9,73.3,0.1
04-11-2017,25.1,20,22,83.1,0.397
05-11-2017,25,19.5,21.4,89.2,0.416
06-11-2017,25,20,21.8,88.5,3.424
07-11-2017,25.9,19.5,21.7,87.7,12.919
08-11-2017,26.9,18.7,22.2,80.2,1.2
09-11-2017,27.1,18,22.2,72.3,0
10-11-2017,27.8,17,22,73.7,0
11-11-2017,24.1,18,20.7,80.4,0
12-11-2017,26.2,15,20.9,71.8,0
13-11-2017,28,18,23.3,69.3,0
14-11-2017,26.9,18.9,23.2,77.2,0
15-11-2017,28.8,21,24.2,76.1,0.5
16-11-2017,28.1,19,23.9,76.8,1.2
17-11-2017,28.8,21,23.8,78.4,0.3
18-11-2017,29.3,20.1,23.9,79.3,0
19-11-2017,28,20,23.6,78.5,0
20-11-2017,28.7,20,24,77.1,0.1
21-11-2017,28,20,23.7,77.3,1
22-11-2017,28.4,19,23,75.2,0.2
23-11-2017,29.1,17.5,22.8,72.1,0
24-11-2017,29.1,19,23.8,69.8,0
25-11-2017,27.1,19.5,22.6,73.9,0
26-11-2017,26,16,21.4,78.9,0.4
27-11-2017,25.9,19.4,22.2,82.8,0
28-11-2017,27.8,18,22.6,74.9,0
29-11-2017,27,18,22.3,72.2,0.2
30-11-2017,24.9,19,21.4,88.1,0.808
01-12-2017,21.5,19.7,20.2,96.1,13.204
02-12-2017,22,18.1,19.7,90.7,6.6
03-12-2017,24,18,20.6,87.8,0
04-12-2017,25,18,20.9,83.7,0
05-12-2017,26.3,18,21,82.8,0
06-12-2017,27.9,18,22.5,77.3,0
07-12-2017,28.1,19,22.8,71.6,0
08-12-2017,29.8,14.5,22.2,58.4,0
09-12-2017,28.8,15,21.9,64.1,0
10-12-2017,28,15.5,21.9,67.2,0
11-12-2017,28.8,15,22.3,64.1,0
12-12-2017,27.5,16.5,22.2,75.3,0
13-12-2017,26.9,18,22.4,78.9,0
14-12-2017,28.3,18,22.1,72,0
15-12-2017,27.6,17,21.6,73.8,0
16-12-2017,26.1,17,20.8,78.8,0
17-12-2017,26,16,20.5,68.2,0
18-12-2017,25.1,14.5,19.7,68.2,0
19-12-2017,26.9,14,20.2,72.6,0
20-12-2017,28,16,21.5,68.6,0
21-12-2017,27.3,14,20.6,69.7,0
22-12-2017,27.1,16.9,21.3,68.5,0
23-12-2017,26,17,20.8,68.6,0
24-12-2017,27.8,14,20.3,70.5,0
25-12-2017,24.6,16,19.8,78,0
26-12-2017,28,16,21.1,66.1,0
27-12-2017,26.9,14,19.9,68.3,0
28-12-2017,25,14.9,19.3,67.3,0
29-12-2017,26.3,12,19.3,65.1,0
30-12-2017,25.1,14.9,20,68.7,0
31-12-2017,26.9,15,20.8,64.2,0
01-01-2018,28,15.9,21.7,65.5,0
02-01-2018,28,16,22,67.6,0
03-01-2018,26.9,18,22,69.4,0
04-01-2018,27,16,21,69.6,0
05-01-2018,26.1,14.9,20.1,64.5,0
06-01-2018,26,13.9,19.7,64.1,0
07-01-2018,26,13,19.7,62.6,0
08-01-2018,25.1,13,19.2,58.5,0
09-01-2018,26.1,14,20.2,70.7,0
10-01-2018,27,17,21.4,74.2,0
11-01-2018,28.1,17,22.2,73.3,0
12-01-2018,28,18.9,22.6,70.7,0
13-01-2018,30.6,15,22.5,60.2,0
14-01-2018,30,13,21.8,59,0
15-01-2018,29,14,22,59.3,0
16-01-2018,28,16,22,62.9,0
17-01-2018,27.8,14,20.8,65.1,0
18-01-2018,27.6,14,20.6,51.3,0
19-01-2018,26.8,11,19.5,56.5,0
20-01-2018,27,12,19.4,59.4,0
21-01-2018,28,12,19.8,59,0
22-01-2018,27,13,19.7,64.4,0
23-01-2018,28.3,15,21.3,68.1,0
24-01-2018,28,15.9,22.1,66.6,0
25-01-2018,28.6,16,22.1,61.8,0
26-01-2018,27.6,15,21.4,54,0
27-01-2018,27.9,15,21,59,0
28-01-2018,28,14.9,21.1,60,0
29-01-2018,28,14.9,21.2,61,0
30-01-2018,27.6,15,21,61.9,0
31-01-2018,28,14,20.5,58,0
01-02-2018,28.1,12,20.9,37.7,0
02-02-2018,29.3,12,21.1,43,0
03-02-2018,27.8,12,20.2,44.2,0
04-02-2018,28,12.9,20.3,50.5,0
05-02-2018,28.1,11,20.4,55.2,0
06-02-2018,31.8,16,23.1,63.9,0
07-02-2018,29.3,19,22.7,77,0.41
08-02-2018,28,19,22.8,68.1,0.3
09-02-2018,31,18,23.8,66.4,0.416
10-02-2018,29.8,19.9,23.9,67.3,0
11-02-2018,30,17,23.3,62.5,0
12-02-2018,28.9,18,22.7,66.9,0
13-02-2018,29.3,18.9,23,61,0
14-02-2018,29.5,17.9,22.5,68.1,0
15-02-2018,30.3,17,22.7,69,0
16-02-2018,30.1,16.9,23.2,50.4,0
17-02-2018,30,14,22.8,53.4,0
18-02-2018,30.9,15,23,55,0
19-02-2018,31,14.9,23.1,49.5,0
20-02-2018,30,16,22.9,53,0
21-02-2018,30.8,16.1,23.3,44.3,0
22-02-2018,31.3,15.9,23.7,46.6,0
23-02-2018,30.3,16,23.2,41.6,0
24-02-2018,29.3,14,22.1,55,0
25-02-2018,31,17.9,23.4,54.3,0
26-02-2018,31,16,24,52.5,0
27-02-2018,32,16.9,24.3,40.6,0
28-02-2018,32.1,14,23.9,41.8,0
01-03-2018,31.6,15,23.9,43.7,0
02-03-2018,32.1,14,24.3,40.2,0
03-03-2018,32.1,15,24.8,36.3,0
04-03-2018,33,15.8,24.7,32.1,0
05-03-2018,33.1,15,24.8,32.1,0
06-03-2018,33,13,24.4,35.4,0
07-03-2018,32.6,15,24.3,41,0
08-03-2018,32.8,15,24.6,47.9,0
09-03-2018,32.6,14,24.8,42.8,0
10-03-2018,32,17,24.7,47.8,0
11-03-2018,33,17,25.1,46.1,0
12-03-2018,31.9,17,24.4,59.9,0
13-03-2018,31,19,25.1,64.5,0
14-03-2018,31,21.9,26.2,51.5,0
15-03-2018,31.8,22,25.6,67.3,6.006
16-03-2018,30.9,20.6,24.2,75.9,30.101
17-03-2018,29,20,23.1,79.1,8
18-03-2018,31.4,20,24.5,72.4,0.2
19-03-2018,31,18.9,24.9,52.9,0
20-03-2018,33.8,18.9,25.7,52,0
21-03-2018,33.1,20,26.6,51,0
22-03-2018,33.3,22,27.2,53.2,0
23-03-2018,34.1,21,27.6,48.3,0.1
24-03-2018,33,22,27.5,55.4,0
25-03-2018,33.3,20,26.7,53.7,0
26-03-2018,34,19,26.4,47.5,0
27-03-2018,33.6,19,26.4,50.5,0
28-03-2018,33,19,26.8,59.3,0
29-03-2018,33.9,23,27.2,63.5,0
30-03-2018,34.1,20.2,25.6,73.5,3.009
31-03-2018,32.8,21,25.7,66.3,0
01-04-2018,33.1,20,26.7,62.6,0
02-04-2018,32.4,20,24.7,73.7,13.912
03-04-2018,31,19.9,25.2,66.5,1.2
04-04-2018,32.9,20,26.3,61.4,0
05-04-2018,32.6,19,26,56.9,0
