Date,tmin,tmax,tavg,prcp
27-07-2023,22.8,31.4,27.1,147.6
28-07-2023,23.4,28.5,25.95,46.7
29-07-2023,23.5,28,25.75,2.7
30-07-2023,24.2,29.7,26.95,0
31-07-2023,23.1,30.4,26.75,22
01-08-2023,24.7,32.5,28.6,0
02-08-2023,25.3,30.5,27.9,0.9
03-08-2023,24.4,29.8,27.1,8
04-08-2023,25.3,28.4,26.85,0
05-08-2023,25.2,33,29.1,0.5
06-08-2023,23.8,34.9,29.35,1
07-08-2023,24.1,32.5,28.3,0.8
08-08-2023,22.7,32.8,27.75,0
09-08-2023,23.1,32.9,28,3
10-08-2023,24.2,32,28.1,0
11-08-2023,22.8,34.4,28.6,0
12-08-2023,23.2,34.2,28.7,0
13-08-2023,23.2,34.3,28.75,0
14-08-2023,24.7,34.2,29.45,0
15-08-2023,24.6,34.5,29.55,0.5
16-08-2023,25.1,32.1,28.6,0
17-08-2023,23.6,32.8,28.2,0.5
18-08-2023,24.2,33.3,28.75,0.6
19-08-2023,22.2,27.2,24.7,56.4
20-08-2023,22.5,24.4,23.45,35
21-08-2023,23.8,27.4,25.6,0
22-08-2023,23.1,32.6,27.85,4.1
23-08-2023,24.7,33.9,29.3,0
24-08-2023,23.7,32.9,28.3,4
25-08-2023,23.1,34.3,28.7,18.3
26-08-2023,25,33.9,29.45,0
27-08-2023,22.9,32.3,27.6,7.7
28-08-2023,23.1,33,28.05,0
29-08-2023,22.4,33.5,27.95,0
30-08-2023,22.1,33.4,27.75,0
31-08-2023,23.8,34.6,29.2,0
01-09-2023,23.5,32.8,28.15,0.3
02-09-2023,24.5,34.1,29.3,0
03-09-2023,24.5,36.3,30.4,7.9
04-09-2023,22.7,32.7,27.7,62.8
05-09-2023,22.5,32.6,27.55,22.7
06-09-2023,23.2,32.3,27.75,63.5
07-09-2023,23.6,31.7,27.65,6.1
08-09-2023,24.6,27.3,25.95,1.5
09-09-2023,23.2,29.9,26.55,4.1
10-09-2023,23.7,26.2,24.95,6.9
11-09-2023,23.9,28.4,26.15,3.8
12-09-2023,23.8,31,27.4,0
13-09-2023,23.5,31.8,27.65,0
14-09-2023,23.6,29.4,26.5,9
15-09-2023,23.9,29,26.45,3.1
16-09-2023,25.1,28.1,26.6,0
17-09-2023,23.8,31.8,27.8,0
18-09-2023,22.5,34.6,28.55,1.4
19-09-2023,23.1,34.9,29,0
20-09-2023,23.6,35.2,29.4,0
21-09-2023,23.6,33.9,28.75,6.7
22-09-2023,22.9,25.5,24.2,27.5
23-09-2023,23.7,30,26.85,7
24-09-2023,23.2,32.5,27.85,12.5
25-09-2023,22.3,32.5,27.4,12.6
26-09-2023,21.7,26.2,23.95,13.6
27-09-2023,22.9,31.3,27.1,6.4
28-09-2023,23.7,32.9,28.3,0
29-09-2023,24.8,32.6,28.7,0
30-09-2023,22.7,34.6,28.65,38.6
01-10-2023,23.8,32.5,28.15,0
02-10-2023,22.3,34.6,28.45,0
03-10-2023,24.6,34.3,29.45,0
04-10-2023,21.1,32.9,27,0
05-10-2023,20.3,34.6,27.45,0
06-10-2023,20.5,32.9,26.7,0
07-10-2023,20.6,34.1,27.35,0
08-10-2023,20.5,34.1,27.3,0
09-10-2023,21.1,36.2,28.65,0
10-10-2023,20.7,33.9,27.3,0
11-10-2023,20.6,33.7,27.15,0
12-10-2023,20.4,33.4,26.9,0
13-10-2023,19.8,34.4,27.1,0
14-10-2023,21.3,33.4,27.35,0
15-10-2023,20.2,33.7,26.95,0
16-10-2023,19.5,34.5,27,0
17-10-2023,19.9,34.9,27.4,0
18-10-2023,19.9,32.9,26.4,0
19-10-2023,20.2,32.8,26.5,0
20-10-2023,19.7,32.9,26.3,0
21-10-2023,18.9,31.9,25.4,0
22-10-2023,16.3,31.9,24.1,0
23-10-2023,16.6,32,24.3,0
24-10-2023,15.7,31.9,23.8,0
25-10-2023,15.6,31.4,23.5,0
26-10-2023,15.6,31.8,23.7,0
27-10-2023,15.5,32.7,24.1,0
28-10-2023,14.6,31.1,22.85,0
29-10-2023,14,31.1,22.55,0
30-10-2023,14.5,30.7,22.6,0
31-10-2023,15.5,30.2,22.85,0
01-11-2023,16.6,30,23.3,0
02-11-2023,16.9,30.3,23.6,0
03-11-2023,17.6,32.6,25.1,0
04-11-2023,16.8,31.9,24.35,0
05-11-2023,15.5,31.6,23.55,0
06-11-2023,17.5,31.1,24.3,0
07-11-2023,17.3,29.8,23.55,0
08-11-2023,16,31.3,23.65,0
09-11-2023,17.2,32.2,24.7,0
10-11-2023,17.2,32.5,24.85,0
11-11-2023,17.4,31.7,24.55,0
12-11-2023,16.7,32.2,24.45,0
13-11-2023,16.2,31.3,23.75,0
14-11-2023,14.7,30.8,22.75,0
15-11-2023,15.3,30.3,22.8,0
16-11-2023,14.4,29.2,21.8,0
17-11-2023,14.3,29.2,21.75,0
18-11-2023,15.5,29.6,22.55,0
19-11-2023,16.3,33,24.65,0
20-11-2023,15.9,31.3,23.6,0
21-11-2023,16.1,30.6,23.35,0
22-11-2023,16.3,29.8,23.05,0
23-11-2023,17.3,30.8,24.05,0
24-11-2023,19.6,29.9,24.75,0
25-11-2023,18.1,29.9,24,0
26-11-2023,16.9,30.3,23.6,0
27-11-2023,16.9,31.3,24.1,35.1
28-11-2023,16.9,27.1,22,10.9
29-11-2023,18.5,24.9,21.7,1.6
30-11-2023,19.3,27.9,23.6,0
