Date,Minimum,Maximum,Average
15-01-2018,27.56666667,32.43333333,30
16-01-2018,35,40,37.5
17-01-2018,40,45,42.5
18-01-2018,35,40,37.5
19-01-2018,35,40,37.5
20-01-2018,38,43,40.5
21-01-2018,30,35,32.5
22-01-2018,25,30,27.5
23-01-2018,20,25,22.5
24-01-2018,20,25,22.5
25-01-2018,20,25,22.5
26-01-2018,18,20,19
27-01-2018,15,20,17.5
28-01-2018,16,20,18
29-01-2018,15,20,17.5
30-01-2018,15,20,17.5
31-01-2018,15,20,17.5
01-02-2018,15,20,17.5
02-02-2018,12,15,13.5
03-02-2018,12,16,14
04-02-2018,20,25,22.5
05-02-2018,25,30,27.5
06-02-2018,25,30,27.5
07-02-2018,18,20,19
08-02-2018,18,20,19
09-02-2018,18,22,20
10-02-2018,18,20,19
11-02-2018,15,20,17.5
12-02-2018,15,20,17.5
13-02-2018,15,20,17.5
14-02-2018,20,25,22.5
15-02-2018,20,25,22.5
16-02-2018,25,30,27.5
17-02-2018,20,25,22.5
18-02-2018,25,30,27.5
19-02-2018,25,28,26.5
20-02-2018,25,30,27.5
21-02-2018,25,30,27.5
22-02-2018,20,25,22.5
23-02-2018,20,25,22.5
24-02-2018,20,25,22.5
25-02-2018,25,30,27.5
26-02-2018,30,35,32.5
27-02-2018,30,35,32.5
28-02-2018,30,35,32.5
01-03-2018,35,40,37.5
02-03-2018,33,36,34.5
03-03-2018,30,35,32.5
04-03-2018,34.03333333,39.16666667,36.6
05-03-2018,30,35,32.5
06-03-2018,33,36,34.5
07-03-2018,30,35,32.5
08-03-2018,30,35,32.5
09-03-2018,30,35,32.5
10-03-2018,40,50,45
11-03-2018,25,30,27.5
12-03-2018,25,30,27.5
13-03-2018,25,30,27.5
14-03-2018,25,30,27.5
15-03-2018,25,30,27.5
16-03-2018,25,30,27.5
17-03-2018,25,30,27.5
18-03-2018,45,50,47.5
19-03-2018,50,55,52.5
20-03-2018,50,55,52.5
21-03-2018,50,55,52.5
22-03-2018,50,55,52.5
23-03-2018,50,55,52.5
24-03-2018,40,48,44
25-03-2018,40,45,42.5
26-03-2018,30,35,32.5
27-03-2018,30,35,32.5
28-03-2018,30,35,32.5
29-03-2018,30,35,32.5
30-03-2018,30,35,32.5
31-03-2018,30,35,32.5
01-04-2018,35,40,37.5
02-04-2018,40,45,42.5
03-04-2018,40,45,42.5
04-04-2018,35,40,37.5
05-04-2018,35,40,37.5
06-04-2018,30,35,32.5
07-04-2018,24,30,27
08-04-2018,28,33,30.5
09-04-2018,25,30,27.5
10-04-2018,25,30,27.5
11-04-2018,23,26,24.5
12-04-2018,28,33,30.5
13-04-2018,35,40,37.5
14-04-2018,30,35,32.5
15-04-2018,35,40,37.5
16-04-2018,28,33,30.5
17-04-2018,25,30,27.5
18-04-2018,20,25,22.5
19-04-2018,20,25,22.5
20-04-2018,25,30,27.5
21-04-2018,26,33,29.5
22-04-2018,28,33,30.5
23-04-2018,20,25,22.5
24-04-2018,20,25,22.5
25-04-2018,20,25,22.5
26-04-2018,20,25,22.5
27-04-2018,20,25,22.5
28-04-2018,22,26,24
29-04-2018,20,25,22.5
30-04-2018,25,30,27.5
01-05-2018,25,30,27.5
02-05-2018,30,35,32.5
03-05-2018,25,30,27.5
04-05-2018,25,30,27.5
05-05-2018,20,25,22.5
06-05-2018,20,25,22.5
07-05-2018,20,25,22.5
08-05-2018,20,25,22.5
09-05-2018,20,25,22.5
10-05-2018,20,25,22.5
11-05-2018,20,25,22.5
12-05-2018,20,25,22.5
13-05-2018,40,45,42.5
14-05-2018,40,45,42.5
15-05-2018,40,45,42.5
16-05-2018,35,40,37.5
17-05-2018,35,40,37.5
18-05-2018,25,30,27.5
19-05-2018,20,25,22.5
20-05-2018,25,30,27.5
21-05-2018,25,30,27.5
22-05-2018,25,30,27.5
23-05-2018,25,30,27.5
24-05-2018,40,45,42.5
25-05-2018,40,45,42.5
26-05-2018,35,40,37.5
27-05-2018,35,40,37.5
28-05-2018,40,45,42.5
29-05-2018,40,45,42.5
30-05-2018,44,50,47
31-05-2018,40,45,42.5
01-06-2018,35,40,37.5
02-06-2018,30,35,32.5
03-06-2018,40,45,42.5
04-06-2018,35,40,37.5
05-06-2018,35,40,37.5
06-06-2018,35,40,37.5
07-06-2018,35,40,37.5
08-06-2018,35,40,37.5
09-06-2018,40,48,44
10-06-2018,40,45,42.5
11-06-2018,40,45,42.5
12-06-2018,40,45,42.5
13-06-2018,30,38,34
14-06-2018,30,35,32.5
15-06-2018,30,35,32.5
16-06-2018,35,40,37.5
17-06-2018,30,35,32.5
18-06-2018,35,40,37.5
19-06-2018,25,30,27.5
20-06-2018,30,38,34
21-06-2018,35,40,37.5
22-06-2018,45,50,47.5
23-06-2018,40,45,42.5
24-06-2018,30,35,32.5
25-06-2018,35,40,37.5
26-06-2018,30,35,32.5
27-06-2018,28,33,30.5
28-06-2018,20,25,22.5
29-06-2018,18,20,19
30-06-2018,18,20,19
01-07-2018,18,22,20
02-07-2018,15,20,17.5
03-07-2018,18,22,20
04-07-2018,18,20,19
05-07-2018,18,20,19
06-07-2018,15,20,17.5
07-07-2018,20,25,22.5
08-07-2018,18,20,19
09-07-2018,25,30,27.5
10-07-2018,25,30,27.5
11-07-2018,25,30,27.5
12-07-2018,18,22,20
13-07-2018,15,20,17.5
14-07-2018,15,20,17.5
15-07-2018,12,17,14.5
16-07-2018,15,20,17.5
17-07-2018,20,25,22.5
18-07-2018,20,25,22.5
19-07-2018,20,25,22.5
20-07-2018,15,20,17.5
21-07-2018,15,20,17.5
22-07-2018,15,20,17.5
23-07-2018,15,20,17.5
24-07-2018,15,20,17.5
25-07-2018,15,20,17.5
26-07-2018,15,20,17.5
27-07-2018,15,20,17.5
28-07-2018,18,25,21.5
29-07-2018,19,23,21
30-07-2018,20,25,22.5
31-07-2018,25,30,27.5
01-08-2018,20,25,22.5
02-08-2018,20,25,22.5
03-08-2018,20,25,22.5
04-08-2018,20,25,22.5
05-08-2018,25,30,27.5
06-08-2018,33,36,34.5
07-08-2018,30,35,32.5
08-08-2018,33,35,34
09-08-2018,35,40,37.5
10-08-2018,43,47,45
11-08-2018,45,50,47.5
12-08-2018,38,40,39
13-08-2018,33,36,34.5
14-08-2018,30,35,32.5
15-08-2018,30,35,32.5
16-08-2018,25,30,27.5
17-08-2018,20,25,22.5
18-08-2018,25,30,27.5
19-08-2018,20,25,22.5
20-08-2018,25,30,27.5
21-08-2018,25,30,27.5
22-08-2018,25,30,27.5
23-08-2018,20,25,22.5
24-08-2018,20,25,22.5
25-08-2018,20,25,22.5
26-08-2018,15,20,17.5
27-08-2018,18,25,21.5
28-08-2018,20,25,22.5
29-08-2018,25,30,27.5
30-08-2018,30,35,32.5
31-08-2018,33,36,34.5
01-09-2018,35,40,37.5
02-09-2018,40,45,42.5
03-09-2018,43,47,45
04-09-2018,40,45,42.5
05-09-2018,40,47,43.5
06-09-2018,40,45,42.5
07-09-2018,40,45,42.5
08-09-2018,45,50,47.5
09-09-2018,45,50,47.5
10-09-2018,50,53,51.5
11-09-2018,45,50,47.5
12-09-2018,35,40,37.5
13-09-2018,35,40,37.5
14-09-2018,30,35,32.5
15-09-2018,30,35,32.5
16-09-2018,30,34,32
17-09-2018,30,35,32.5
18-09-2018,50,55,52.5
19-09-2018,45,50,47.5
20-09-2018,45,50,47.5
21-09-2018,40,45,42.5
22-09-2018,43,48,45.5
23-09-2018,48,52,50
24-09-2018,40,45,42.5
25-09-2018,40,45,42.5
26-09-2018,38,43,40.5
27-09-2018,35,40,37.5
28-09-2018,35,43,39
29-09-2018,40,45,42.5
30-09-2018,45,50,47.5
01-10-2018,43,48,45.5
02-10-2018,46,52,49
03-10-2018,48,53,50.5
04-10-2018,50,55,52.5
05-10-2018,58,66,62
06-10-2018,60,67,63.5
07-10-2018,70,80,75
08-10-2018,60,70,65
09-10-2018,60,68,64
10-10-2018,65,70,67.5
11-10-2018,60,70,65
12-10-2018,60,70,65
13-10-2018,60,65,62.5
14-10-2018,60,70,65
15-10-2018,65,70,67.5
16-10-2018,45,52,48.5
17-10-2018,45,52,48.5
18-10-2018,45,52,48.5
19-10-2018,50,58,54
20-10-2018,40,48,44
21-10-2018,35,40,37.5
22-10-2018,20,30,25
23-10-2018,20,25,22.5
24-10-2018,20,25,22.5
25-10-2018,25,30,27.5
26-10-2018,25,30,27.5
27-10-2018,25,30,27.5
28-10-2018,25,30,27.5
29-10-2018,34,38,36
30-10-2018,30,35,32.5
31-10-2018,35,45,40
01-11-2018,35,45,40
02-11-2018,35,40,37.5
03-11-2018,25,30,27.5
04-11-2018,25,30,27.5
05-11-2018,25,30,27.5
06-11-2018,22,28,25
07-11-2018,22,28,25
08-11-2018,20,25,22.5
09-11-2018,20,25,22.5
10-11-2018,20,25,22.5
11-11-2018,18,24,21
12-11-2018,20,28,24
13-11-2018,20,25,22.5
14-11-2018,20,25,22.5
15-11-2018,15,20,17.5
16-11-2018,12,20,16
17-11-2018,17,25,21
18-11-2018,15,25,20
19-11-2018,15,25,20
20-11-2018,18,25,21.5
21-11-2018,18,25,21.5
22-11-2018,20,25,22.5
23-11-2018,18,25,21.5
24-11-2018,18,20,19
25-11-2018,18,25,21.5
26-11-2018,16,22,19
27-11-2018,16,22,19
28-11-2018,16,24,20
29-11-2018,20,28,24
30-11-2018,18,24,21
01-12-2018,15,20,17.5
02-12-2018,20,25,22.5
03-12-2018,20,30,25
04-12-2018,20,25,22.5
05-12-2018,15,20,17.5
06-12-2018,12,20,16
07-12-2018,15,25,20
08-12-2018,18,24,21
09-12-2018,15,25,20
10-12-2018,20,25,22.5
11-12-2018,15,25,20
12-12-2018,20,25,22.5
13-12-2018,15,25,20
14-12-2018,20,25,22.5
15-12-2018,20,25,22.5
16-12-2018,20,25,22.5
17-12-2018,18,25,21.5
18-12-2018,15,25,20
19-12-2018,15,20,17.5
20-12-2018,15,20,17.5
21-12-2018,10,20,15
22-12-2018,18,22,20
23-12-2018,15,20,17.5
24-12-2018,15,20,17.5
25-12-2018,18,22,20
26-12-2018,15,20,17.5
27-12-2018,15,20,17.5
28-12-2018,15,20,17.5
29-12-2018,15,20,17.5
30-12-2018,15,20,17.5
31-12-2018,20,30,25
01-01-2019,20,25,22.5
02-01-2019,20,25,22.5
03-01-2019,20,25,22.5
04-01-2019,20,25,22.5
05-01-2019,22,28,25
06-01-2019,30,35,32.5
07-01-2019,30,35,32.5
08-01-2019,30,35,32.5
09-01-2019,30,35,32.5
10-01-2019,30,35,32.5
11-01-2019,30,35,32.5
12-01-2019,28,30,29
13-01-2019,30,35,32.5
14-01-2019,20,30,25
15-01-2019,30,35,32.5
16-01-2019,25,30,27.5
17-01-2019,22,28,25
18-01-2019,25,30,27.5
19-01-2019,20,25,22.5
20-01-2019,20,25,22.5
21-01-2019,20,25,22.5
22-01-2019,20,25,22.5
23-01-2019,18,22,20
24-01-2019,15,20,17.5
25-01-2019,15,20,17.5
26-01-2019,18,24,21
27-01-2019,15,20,17.5
28-01-2019,15,20,17.5
29-01-2019,20,25,22.5
30-01-2019,20,25,22.5
31-01-2019,20,25,22.5
01-02-2019,20,25,22.5
02-02-2019,20,25,22.5
03-02-2019,15,20,17.5
04-02-2019,15,20,17.5
05-02-2019,15,20,17.5
06-02-2019,15,20,17.5
07-02-2019,15,20,17.5
08-02-2019,20,25,22.5
09-02-2019,25,30,27.5
10-02-2019,30,35,32.5
11-02-2019,35,40,37.5
12-02-2019,25,35,30
13-02-2019,20,25,22.5
14-02-2019,20,25,22.5
15-02-2019,25,30,27.5
16-02-2019,25,30,27.5
17-02-2019,20,25,22.5
18-02-2019,20,25,22.5
19-02-2019,23,30,26.5
20-02-2019,25,30,27.5
21-02-2019,30,35,32.5
22-02-2019,30,35,32.5
23-02-2019,30,35,32.5
24-02-2019,30,35,32.5
25-02-2019,30,35,32.5
26-02-2019,30,35,32.5
27-02-2019,30,35,32.5
28-02-2019,30,35,32.5
01-03-2019,30,35,32.5
02-03-2019,35,40,37.5
03-03-2019,35,40,37.5
04-03-2019,43.43333333,48.43333333,45.93333333
05-03-2019,35,40,37.5
06-03-2019,35,40,37.5
07-03-2019,40,45,42.5
08-03-2019,40,45,42.5
09-03-2019,40,45,42.5
10-03-2019,40,45,42.5
11-03-2019,40,45,42.5
12-03-2019,40,45,42.5
13-03-2019,40,45,42.5
14-03-2019,40,45,42.5
15-03-2019,55,60,57.5
16-03-2019,55,60,57.5
17-03-2019,50,55,52.5
18-03-2019,50,55,52.5
19-03-2019,50,55,52.5
20-03-2019,50,55,52.5
21-03-2019,50,55,52.5
22-03-2019,45,50,47.5
23-03-2019,55,60,57.5
24-03-2019,55,60,57.5
25-03-2019,55,60,57.5
26-03-2019,55,60,57.5
27-03-2019,45,50,47.5
28-03-2019,45,50,47.5
29-03-2019,35,40,37.5
30-03-2019,35,40,37.5
31-03-2019,28,33,30.5
01-04-2019,25,30,27.5
02-04-2019,25,30,27.5
03-04-2019,30,35,32.5
04-04-2019,40,45,42.5
05-04-2019,35,40,37.5
06-04-2019,35,40,37.5
07-04-2019,35,40,37.5
08-04-2019,35,40,37.5
09-04-2019,35,40,37.5
10-04-2019,35,40,37.5
11-04-2019,30,35,32.5
12-04-2019,30,35,32.5
13-04-2019,32,38,35
14-04-2019,30,35,32.5
15-04-2019,35,40,37.5
16-04-2019,30,35,32.5
17-04-2019,30,35,32.5
18-04-2019,35,40,37.5
19-04-2019,35,40,37.5
20-04-2019,40,45,42.5
21-04-2019,40,45,42.5
22-04-2019,40,45,42.5
23-04-2019,40,45,42.5
24-04-2019,38,43,40.5
25-04-2019,38,42,40
26-04-2019,38,40,39
27-04-2019,40,45,42.5
28-04-2019,45,50,47.5
29-04-2019,55,60,57.5
30-04-2019,70,75,72.5
01-05-2019,70,75,72.5
02-05-2019,65,70,67.5
03-05-2019,60,65,62.5
04-05-2019,60,65,62.5
05-05-2019,65,70,67.5
06-05-2019,65,70,67.5
07-05-2019,60,65,62.5
08-05-2019,65,70,67.5
09-05-2019,60,65,62.5
10-05-2019,65,70,67.5
11-05-2019,75,80,77.5
12-05-2019,85,90,87.5
13-05-2019,85,90,87.5
14-05-2019,85,90,87.5
15-05-2019,95,100,97.5
16-05-2019,75,80,77.5
17-05-2019,75,80,77.5
18-05-2019,75,80,77.5
19-05-2019,75,80,77.5
20-05-2019,75,80,77.5
21-05-2019,75,80,77.5
22-05-2019,80,90,85
23-05-2019,75,85,80
24-05-2019,75,80,77.5
25-05-2019,65,78,71.5
26-05-2019,65,75,70
27-05-2019,55,65,60
28-05-2019,55,65,60
29-05-2019,65,75,70
30-05-2019,70,80,75
31-05-2019,65,75,70
01-06-2019,65,70,67.5
02-06-2019,65,75,70
03-06-2019,65,70,67.5
04-06-2019,60,65,62.5
05-06-2019,40,48,44
06-06-2019,40,45,42.5
07-06-2019,40,45,42.5
08-06-2019,45,50,47.5
09-06-2019,40,45,42.5
10-06-2019,40,45,42.5
11-06-2019,40,45,42.5
12-06-2019,40,50,45
13-06-2019,45,50,47.5
14-06-2019,40,45,42.5
15-06-2019,40,45,42.5
16-06-2019,35,40,37.5
17-06-2019,35,40,37.5
18-06-2019,30,35,32.5
19-06-2019,30,35,32.5
20-06-2019,30,35,32.5
21-06-2019,20,25,22.5
22-06-2019,15,20,17.5
23-06-2019,15,20,17.5
24-06-2019,25,30,27.5
25-06-2019,25,30,27.5
26-06-2019,20,25,22.5
27-06-2019,20,25,22.5
28-06-2019,20,25,22.5
29-06-2019,20,25,22.5
30-06-2019,20,25,22.5
01-07-2019,20,25,22.5
02-07-2019,35,40,37.5
03-07-2019,28,34,31
04-07-2019,35,40,37.5
05-07-2019,38,42,40
06-07-2019,35,40,37.5
07-07-2019,40,45,42.5
08-07-2019,38,42,40
09-07-2019,35,40,37.5
10-07-2019,40,45,42.5
11-07-2019,50,55,52.5
12-07-2019,45,50,47.5
13-07-2019,60,66,63
14-07-2019,65,70,67.5
15-07-2019,65,70,67.5
16-07-2019,65,75,70
17-07-2019,70,80,75
18-07-2019,75,80,77.5
19-07-2019,65,70,67.5
20-07-2019,65,70,67.5
21-07-2019,65,70,67.5
22-07-2019,60,65,62.5
23-07-2019,50,60,55
24-07-2019,45,50,47.5
25-07-2019,40,45,42.5
26-07-2019,45,50,47.5
27-07-2019,40,45,42.5
28-07-2019,42,50,46
29-07-2019,45,50,47.5
30-07-2019,50,60,55
31-07-2019,58,62,60
01-08-2019,60,65,62.5
02-08-2019,60,65,62.5
03-08-2019,55,60,57.5
04-08-2019,55,60,57.5
05-08-2019,50,55,52.5
06-08-2019,50,55,52.5
07-08-2019,55,60,57.5
08-08-2019,60,65,62.5
09-08-2019,60,65,62.5
10-08-2019,58,65,61.5
11-08-2019,58,65,61.5
12-08-2019,58,65,61.5
13-08-2019,60,70,65
14-08-2019,60,65,62.5
15-08-2019,75,80,77.5
16-08-2019,75,80,77.5
17-08-2019,75,85,80
18-08-2019,80,86,83
19-08-2019,85,90,87.5
20-08-2019,90,95,92.5
21-08-2019,85,95,90
22-08-2019,80,90,85
23-08-2019,70,80,75
24-08-2019,70,75,72.5
25-08-2019,70,75,72.5
26-08-2019,70,80,75
27-08-2019,55,60,57.5
28-08-2019,50,55,52.5
29-08-2019,45,55,50
30-08-2019,50,55,52.5
31-08-2019,45,50,47.5
01-09-2019,40,50,45
02-09-2019,40,46,43
03-09-2019,40,47,43.5
04-09-2019,34,40,37
05-09-2019,30,35,32.5
06-09-2019,30,35,32.5
07-09-2019,30,35,32.5
08-09-2019,35,40,37.5
09-09-2019,45,50,47.5
10-09-2019,40,45,42.5
11-09-2019,40,45,42.5
12-09-2019,35,40,37.5
13-09-2019,35,40,37.5
14-09-2019,30,35,32.5
15-09-2019,30,35,32.5
16-09-2019,30,35,32.5
17-09-2019,30,35,32.5
18-09-2019,32,40,36
19-09-2019,35,40,37.5
20-09-2019,30,40,35
21-09-2019,35,40,37.5
22-09-2019,40,50,45
23-09-2019,50,57,53.5
24-09-2019,50,55,52.5
25-09-2019,40,50,45
26-09-2019,35,40,37.5
27-09-2019,30,40,35
28-09-2019,30,35,32.5
29-09-2019,35,40,37.5
30-09-2019,35,40,37.5
01-10-2019,35,40,37.5
02-10-2019,35,45,40
03-10-2019,40,45,42.5
04-10-2019,45,50,47.5
05-10-2019,45,50,47.5
06-10-2019,55,60,57.5
07-10-2019,51.46666667,57.7,54.58333333
08-10-2019,65,70,67.5
09-10-2019,70,75,72.5
10-10-2019,35,40,37.5
11-10-2019,30,35,32.5
12-10-2019,30,35,32.5
13-10-2019,25,30,27.5
14-10-2019,30,35,32.5
15-10-2019,33,38,35.5
16-10-2019,38,45,41.5
17-10-2019,40,45,42.5
18-10-2019,45,50,47.5
19-10-2019,40,45,42.5
20-10-2019,48,53,50.5
21-10-2019,50,55,52.5
22-10-2019,50,60,55
23-10-2019,50,55,52.5
24-10-2019,55,60,57.5
25-10-2019,65,75,70
26-10-2019,75,80,77.5
27-10-2019,80,90,85
28-10-2019,60,70,65
29-10-2019,80,90,85
30-10-2019,115,120,117.5
31-10-2019,80,90,85
01-11-2019,80,90,85
02-11-2019,60,70,65
03-11-2019,60,65,62.5
04-11-2019,80,90,85
05-11-2019,85,90,87.5
06-11-2019,80,90,85
07-11-2019,70,80,75
08-11-2019,60,70,65
09-11-2019,60,70,65
10-11-2019,55,65,60
11-11-2019,45,55,50
12-11-2019,40,50,45
13-11-2019,35,45,40
14-11-2019,35,45,40
15-11-2019,35,45,40
16-11-2019,35,40,37.5
17-11-2019,35,40,37.5
18-11-2019,30,35,32.5
19-11-2019,30,40,35
20-11-2019,30,35,32.5
21-11-2019,30,40,35
22-11-2019,30,35,32.5
23-11-2019,30,40,35
24-11-2019,30,35,32.5
25-11-2019,25,35,30
26-11-2019,25,30,27.5
27-11-2019,20,30,25
28-11-2019,20,25,22.5
29-11-2019,20,28,24
30-11-2019,22,30,26
01-12-2019,30,35,32.5
02-12-2019,30,35,32.5
03-12-2019,30,35,32.5
04-12-2019,30,35,32.5
05-12-2019,35,45,40
06-12-2019,45,50,47.5
07-12-2019,45,50,47.5
08-12-2019,40,45,42.5
09-12-2019,40,50,45
10-12-2019,40,50,45
11-12-2019,35,45,40
12-12-2019,35,40,37.5
13-12-2019,38,45,41.5
14-12-2019,40,50,45
15-12-2019,50,55,52.5
16-12-2019,35,45,40
17-12-2019,30,40,35
18-12-2019,35,40,37.5
19-12-2019,20,30,25
20-12-2019,20,30,25
21-12-2019,20,25,22.5
22-12-2019,30,40,35
23-12-2019,35,40,37.5
24-12-2019,20,30,25
25-12-2019,20,30,25
26-12-2019,30,35,32.5
27-12-2019,20,30,25
28-12-2019,25,30,27.5
29-12-2019,25,30,27.5
30-12-2019,25,30,27.5
31-12-2019,40,45,42.5
01-01-2020,35,45,40
02-01-2020,40,50,45
03-01-2020,43,50,46.5
04-01-2020,45,55,50
05-01-2020,40,50,45
06-01-2020,40,50,45
07-01-2020,35,40,37.5
08-01-2020,35,40,37.5
09-01-2020,20,30,25
10-01-2020,25,35,30
11-01-2020,20,25,22.5
12-01-2020,25,30,27.5
13-01-2020,40,45,42.5
14-01-2020,35,40,37.5
15-01-2020,30,35,32.5
16-01-2020,20,30,25
17-01-2020,20,30,25
18-01-2020,25,30,27.5
19-01-2020,25,30,27.5
20-01-2020,25,30,27.5
21-01-2020,20,25,22.5
22-01-2020,20,30,25
23-01-2020,20,25,22.5
24-01-2020,14,20,17
25-01-2020,15,20,17.5
26-01-2020,20,25,22.5
27-01-2020,25,30,27.5
28-01-2020,15,25,20
29-01-2020,15,25,20
30-01-2020,15,25,20
31-01-2020,20,25,22.5
01-02-2020,15,20,17.5
02-02-2020,15,25,20
03-02-2020,15,20,17.5
04-02-2020,15,20,17.5
05-02-2020,22,25,23.5
06-02-2020,15,20,17.5
07-02-2020,15,20,17.5
08-02-2020,15,20,17.5
09-02-2020,15,20,17.5
10-02-2020,12,20,16
11-02-2020,10,15,12.5
12-02-2020,10,15,12.5
13-02-2020,10,15,12.5
14-02-2020,20,25,22.5
15-02-2020,20,25,22.5
16-02-2020,20,25,22.5
17-02-2020,20,25,22.5
18-02-2020,20,25,22.5
19-02-2020,14,20,17
20-02-2020,15,20,17.5
21-02-2020,12,20,16
22-02-2020,10,15,12.5
23-02-2020,15,20,17.5
24-02-2020,15,20,17.5
25-02-2020,15,20,17.5
26-02-2020,15,20,17.5
27-02-2020,20,25,22.5
28-02-2020,10,15,12.5
29-02-2020,12,20,16
01-03-2020,30,40,35
02-03-2020,25,30,27.5
03-03-2020,40.68965517,46.03448276,43.36206897
04-03-2020,25,30,27.5
05-03-2020,25,30,27.5
06-03-2020,30,35,32.5
07-03-2020,40,45,42.5
08-03-2020,30,35,32.5
09-03-2020,25,30,27.5
10-03-2020,25,30,27.5
11-03-2020,25,30,27.5
12-03-2020,25,30,27.5
13-03-2020,30,35,32.5
14-03-2020,30,35,32.5
15-03-2020,35,40,37.5
16-03-2020,35,40,37.5
17-03-2020,35,40,37.5
18-03-2020,35,40,37.5
19-03-2020,35,40,37.5
20-03-2020,35,40,37.5
21-03-2020,35,40,37.5
22-03-2020,50,55,52.5
23-03-2020,55,60,57.5
24-03-2020,40.68965517,46.03448276,43.36206897
25-03-2020,50,60,55
26-03-2020,75,80,77.5
27-03-2020,65,70,67.5
28-03-2020,65,70,67.5
29-03-2020,75,80,77.5
30-03-2020,80,85,82.5
31-03-2020,55,60,57.5
01-04-2020,45,50,47.5
02-04-2020,45,50,47.5
03-04-2020,35,40,37.5
04-04-2020,35,40,37.5
05-04-2020,35,40,37.5
06-04-2020,35,40,37.5
07-04-2020,45,50,47.5
08-04-2020,45,50,47.5
09-04-2020,29.11764706,34.11764706,31.61764706
10-04-2020,29.11764706,34.11764706,31.61764706
11-04-2020,29.11764706,34.11764706,31.61764706
12-04-2020,29.11764706,34.11764706,31.61764706
13-04-2020,29.11764706,34.11764706,31.61764706
14-04-2020,29.11764706,34.11764706,31.61764706
15-04-2020,29.11764706,34.11764706,31.61764706
16-04-2020,29.11764706,34.11764706,31.61764706
17-04-2020,29.11764706,34.11764706,31.61764706
18-04-2020,29.11764706,34.11764706,31.61764706
19-04-2020,29.11764706,34.11764706,31.61764706
20-04-2020,29.11764706,34.11764706,31.61764706
21-04-2020,29.11764706,34.11764706,31.61764706
22-04-2020,20,25,22.5
23-04-2020,15,20,17.5
24-04-2020,20,25,22.5
25-04-2020,20,25,22.5
26-04-2020,20,25,22.5
27-04-2020,20,25,22.5
28-04-2020,20,25,22.5
29-04-2020,20,25,22.5
30-04-2020,20,25,22.5
01-05-2020,20,25,22.5
02-05-2020,20,25,22.5
03-05-2020,25,30,27.5
04-05-2020,25,30,27.5
05-05-2020,25,30,27.5
06-05-2020,30,35,32.5
07-05-2020,25,30,27.5
08-05-2020,25,30,27.5
09-05-2020,25,30,27.5
10-05-2020,30,35,32.5
11-05-2020,35,40,37.5
12-05-2020,35,40,37.5
13-05-2020,35,40,37.5
14-05-2020,35,40,37.5
15-05-2020,30,35,32.5
16-05-2020,30,35,32.5
17-05-2020,45,50,47.5
18-05-2020,40,45,42.5
19-05-2020,25,35,30
20-05-2020,30,35,32.5
21-05-2020,25,30.16666667,27.58333333
22-05-2020,20,25,22.5
23-05-2020,15,20,17.5
24-05-2020,15,20,17.5
25-05-2020,15,20,17.5
26-05-2020,15,20,17.5
27-05-2020,15,20,17.5
28-05-2020,20,25,22.5
29-05-2020,20,25,22.5
30-05-2020,15,20,17.5
31-05-2020,10,15,12.5
01-06-2020,15,20,17.5
02-06-2020,10,15,12.5
03-06-2020,15,20,17.5
04-06-2020,15,20,17.5
05-06-2020,25,30,27.5
06-06-2020,35,40,37.5
07-06-2020,25,30,27.5
08-06-2020,30,35,32.5
09-06-2020,25,30,27.5
10-06-2020,25,30,27.5
11-06-2020,25,30,27.5
12-06-2020,25,30,27.5
13-06-2020,20,25,22.5
14-06-2020,25,30,27.5
15-06-2020,25,30,27.5
16-06-2020,25,30,27.5
17-06-2020,20,25,22.5
18-06-2020,22,25,23.5
19-06-2020,15,20,17.5
20-06-2020,15,20,17.5
21-06-2020,15,20,17.5
22-06-2020,15,20,17.5
23-06-2020,15,20,17.5
24-06-2020,15,20,17.5
25-06-2020,15,20,17.5
26-06-2020,25,30,27.5
27-06-2020,25,30,27.5
28-06-2020,25,30,27.5
29-06-2020,20,25,22.5
30-06-2020,20,25,22.5
01-07-2020,15,20,17.5
02-07-2020,10,15,12.5
03-07-2020,10,15,12.5
04-07-2020,10,15,12.5
05-07-2020,15,20,17.5
06-07-2020,15,20,17.5
07-07-2020,15,20,17.5
08-07-2020,15,20,17.5
09-07-2020,12,18,15
10-07-2020,12,18,15
11-07-2020,10,15,12.5
12-07-2020,18.3,23.66666667,20.98333333
13-07-2020,10,15,12.5
14-07-2020,10,15,12.5
15-07-2020,10,15,12.5
16-07-2020,10,15,12.5
17-07-2020,12,18,15
18-07-2020,13,18,15.5
19-07-2020,12,18,15
20-07-2020,12,18,15
21-07-2020,15,20,17.5
22-07-2020,15,20,17.5
23-07-2020,15,20,17.5
24-07-2020,18,22,20
25-07-2020,25,30,27.5
26-07-2020,28,35,31.5
27-07-2020,35,40,37.5
28-07-2020,40,50,45
29-07-2020,40,45,42.5
30-07-2020,45,50,47.5
31-07-2020,45,50,47.5
01-08-2020,40,45,42.5
02-08-2020,40,45,42.5
03-08-2020,45,50,47.5
04-08-2020,40,45,42.5
05-08-2020,40,45,42.5
06-08-2020,40,45,42.5
07-08-2020,35,40,37.5
08-08-2020,35,40,37.5
09-08-2020,34,40,37
10-08-2020,30,35,32.5
11-08-2020,28,33,30.5
12-08-2020,25,30,27.5
13-08-2020,25,30,27.5
14-08-2020,25,30,27.5
15-08-2020,25,30,27.5
