Date,Minimum,Maximum,Average
16-08-2020,25,30,27.5
17-08-2020,35,40,37.5
18-08-2020,45,50,47.5
19-08-2020,55,60,57.5
20-08-2020,65,70,67.5
21-08-2020,60,65,62.5
22-08-2020,60,65,62.5
23-08-2020,60,65,62.5
24-08-2020,50,60,55
25-08-2020,50,60,55
26-08-2020,40,50,45
27-08-2020,50,55,52.5
28-08-2020,75,80,77.5
29-08-2020,75,80,77.5
30-08-2020,70,75,72.5
31-08-2020,65,70,67.5
01-09-2020,45,50,47.5
02-09-2020,50,55,52.5
03-09-2020,50,60,55
04-09-2020,50,60,55
05-09-2020,50,60,55
06-09-2020,50,60,55
07-09-2020,45,50,47.5
08-09-2020,45,50,47.5
09-09-2020,40,45,42.5
10-09-2020,40,45,42.5
11-09-2020,40,45,42.5
12-09-2020,50,55,52.5
13-09-2020,50,60,55
14-09-2020,70,75,72.5
15-09-2020,75,80,77.5
16-09-2020,75,80,77.5
17-09-2020,90,100,95
18-09-2020,95,100,97.5
19-09-2020,80,85,82.5
20-09-2020,85,90,87.5
21-09-2020,80,85,82.5
22-09-2020,80,90,85
23-09-2020,80,85,82.5
24-09-2020,80,85,82.5
25-09-2020,85,90,87.5
26-09-2020,75,80,77.5
27-09-2020,65,70,67.5
28-09-2020,75,85,80
29-09-2020,90,95,92.5
30-09-2020,70,75,72.5
01-10-2020,60,65,62.5
02-10-2020,45,50,47.5
03-10-2020,45,50,47.5
04-10-2020,45,50,47.5
05-10-2020,35,40,37.5
06-10-2020,35,40,37.5
07-10-2020,35,40,37.5
08-10-2020,35,40,37.5
09-10-2020,40,45,42.5
10-10-2020,40,45,42.5
11-10-2020,45,50,47.5
12-10-2020,65,70,67.5
13-10-2020,75,80,77.5
14-10-2020,60,70,65
15-10-2020,55,60,57.5
16-10-2020,65,70,67.5
17-10-2020,60,70,65
18-10-2020,60,65,62.5
19-10-2020,55,60,57.5
20-10-2020,60,65,62.5
21-10-2020,70,80,75
22-10-2020,75,85,80
23-10-2020,70,80,75
24-10-2020,75,85,80
25-10-2020,100,115,107.5
26-10-2020,90,100,95
27-10-2020,70,80,75
28-10-2020,60,65,62.5
29-10-2020,45,55,50
30-10-2020,45,50,47.5
31-10-2020,50,55,52.5
01-11-2020,55,60,57.5
02-11-2020,45,55,50
03-11-2020,42,50,46
04-11-2020,55,62,58.5
05-11-2020,50,55,52.5
06-11-2020,42,50,46
07-11-2020,40,45,42.5
08-11-2020,35,40,37.5
09-11-2020,38,45,41.5
10-11-2020,35,42,38.5
11-11-2020,40,45,42.5
12-11-2020,42,50,46
13-11-2020,40,45,42.5
14-11-2020,35,40,37.5
15-11-2020,35,40,37.5
16-11-2020,40,50,45
17-11-2020,45,50,47.5
18-11-2020,50,60,55
19-11-2020,50,55,52.5
20-11-2020,40,45,42.5
21-11-2020,35,40,37.5
22-11-2020,30,40,35
23-11-2020,40,45,42.5
24-11-2020,40,45,42.5
25-11-2020,40,50,45
26-11-2020,40,50,45
27-11-2020,45,55,50
28-11-2020,45,52,48.5
29-11-2020,35,40,37.5
30-11-2020,40,45,42.5
01-12-2020,45,55,50
02-12-2020,48,55,51.5
03-12-2020,50,55,52.5
04-12-2020,45,55,50
05-12-2020,45,55,50
06-12-2020,45,50,47.5
07-12-2020,45,55,50
08-12-2020,45,55,50
09-12-2020,50,55,52.5
10-12-2020,55,65,60
11-12-2020,45,52,48.5
12-12-2020,50,55,52.5
13-12-2020,40,50,45
14-12-2020,35,45,40
15-12-2020,35,45,40
16-12-2020,35,40,37.5
17-12-2020,30,40,35
18-12-2020,30,40,35
19-12-2020,40,50,45
20-12-2020,40,50,45
21-12-2020,35,45,40
22-12-2020,40,50,45
23-12-2020,35,45,40
24-12-2020,45,55,50
25-12-2020,40,50,45
26-12-2020,45,55,50
27-12-2020,45,55,50
28-12-2020,50,55,52.5
29-12-2020,45,50,47.5
30-12-2020,45,50,47.5
31-12-2020,40,45,42.5
01-01-2021,40,45,42.5
02-01-2021,30,40,35
03-01-2021,35,40,37.5
04-01-2021,30,40,35
05-01-2021,30,35,32.5
06-01-2021,35,45,40
07-01-2021,30,40,35
08-01-2021,25,35,30
09-01-2021,15,25,20
10-01-2021,10,15,12.5
11-01-2021,12,18,15
12-01-2021,15,25,20
13-01-2021,15,25,20
14-01-2021,15,20,17.5
15-01-2021,15,20,17.5
16-01-2021,20,30,25
17-01-2021,15,20,17.5
18-01-2021,15,20,17.5
19-01-2021,12,18,15
20-01-2021,12,18,15
21-01-2021,10,20,15
22-01-2021,10,20,15
23-01-2021,10,20,15
24-01-2021,15,20,17.5
25-01-2021,14,18,16
26-01-2021,18,22,20
27-01-2021,20,25,22.5
28-01-2021,20,25,22.5
29-01-2021,12,20,16
30-01-2021,15,20,17.5
31-01-2021,15,20,17.5
01-02-2021,15,20,17.5
02-02-2021,12,20,16
03-02-2021,15,20,17.5
04-02-2021,13.42307692,19.07692308,16.25
05-02-2021,13.42307692,19.07692308,16.25
06-02-2021,15,20,17.5
07-02-2021,15,20,17.5
08-02-2021,15,20,17.5
09-02-2021,12,20,16
10-02-2021,15,20,17.5
11-02-2021,15,25,20
12-02-2021,12,16,14
13-02-2021,12,20,16
14-02-2021,15,20,17.5
15-02-2021,15,20,17.5
16-02-2021,15,20,17.5
17-02-2021,15,20,17.5
18-02-2021,15,20,17.5
19-02-2021,10,15,12.5
20-02-2021,8,15,11.5
21-02-2021,8,15,11.5
22-02-2021,10,15,12.5
23-02-2021,10,15,12.5
24-02-2021,15,20,17.5
25-02-2021,15,20,17.5
26-02-2021,15,20,17.5
27-02-2021,15,20,17.5
28-02-2021,15,20,17.5
01-03-2021,8,12,10
02-03-2021,10,15,12.5
03-03-2021,10,15,12.5
04-03-2021,24.16666667,30.23333333,27.2
05-03-2021,12,15,13.5
06-03-2021,15,20,17.5
07-03-2021,15,20,17.5
08-03-2021,10,15,12.5
09-03-2021,10,15,12.5
10-03-2021,20,25,22.5
11-03-2021,20,25,22.5
12-03-2021,20,25,22.5
13-03-2021,15,20,17.5
14-03-2021,20,25,22.5
15-03-2021,25,30,27.5
16-03-2021,25,30,27.5
17-03-2021,15,20,17.5
18-03-2021,15,20,17.5
19-03-2021,25,30,27.5
20-03-2021,20,25,22.5
21-03-2021,20,25,22.5
22-03-2021,40,50,45
23-03-2021,40,50,45
24-03-2021,40,50,45
25-03-2021,30,40,35
26-03-2021,30,40,35
27-03-2021,40,50,45
28-03-2021,40,50,45
29-03-2021,45,50,47.5
30-03-2021,45,50,47.5
31-03-2021,45,50,47.5
01-04-2021,30,40,35
02-04-2021,30,40,35
03-04-2021,35,45,40
04-04-2021,45,50,47.5
05-04-2021,30,40,35
06-04-2021,30,35,32.5
07-04-2021,30,40,35
08-04-2021,30,40,35
09-04-2021,30,40,35
10-04-2021,30,40,35
11-04-2021,25,35,30
12-04-2021,25,35,30
13-04-2021,20,25,22.5
14-04-2021,20,25,22.5
15-04-2021,15,20,17.5
16-04-2021,15,20,17.5
17-04-2021,12,16,14
18-04-2021,15,20,17.5
19-04-2021,10,15,12.5
20-04-2021,10,15,12.5
21-04-2021,15,20,17.5
22-04-2021,10,15,12.5
23-04-2021,14,18,16
24-04-2021,10,15,12.5
25-04-2021,15,20,17.5
26-04-2021,10,15,12.5
27-04-2021,10,15,12.5
28-04-2021,15,20,17.5
29-04-2021,30,40,35
30-04-2021,20,25,22.5
01-05-2021,20,25,22.5
02-05-2021,25,30,27.5
03-05-2021,15,20,17.5
04-05-2021,10,15,12.5
05-05-2021,10,15,12.5
06-05-2021,10,15,12.5
07-05-2021,15,20,17.5
08-05-2021,10,15,12.5
09-05-2021,10,15,12.5
10-05-2021,10,15,12.5
11-05-2021,10,15,12.5
12-05-2021,30,35,32.5
13-05-2021,35,40,37.5
14-05-2021,16.15384615,21.15384615,18.65384615
15-05-2021,16.15384615,21.15384615,18.65384615
16-05-2021,16.15384615,21.15384615,18.65384615
17-05-2021,16.15384615,21.15384615,18.65384615
18-05-2021,16.15384615,21.15384615,18.65384615
19-05-2021,16.15384615,21.15384615,18.65384615
20-05-2021,16.15384615,21.15384615,18.65384615
21-05-2021,16.15384615,21.15384615,18.65384615
22-05-2021,16.15384615,21.15384615,18.65384615
23-05-2021,16.15384615,21.15384615,18.65384615
24-05-2021,16.15384615,21.15384615,18.65384615
25-05-2021,16.15384615,21.15384615,18.65384615
26-05-2021,16.15384615,21.15384615,18.65384615
27-05-2021,16.15384615,21.15384615,18.65384615
28-05-2021,16.15384615,21.15384615,18.65384615
29-05-2021,16.15384615,21.15384615,18.65384615
30-05-2021,16.15384615,21.15384615,18.65384615
31-05-2021,16.15384615,21.15384615,18.65384615
01-06-2021,15,20,17.5
02-06-2021,10,15,12.5
03-06-2021,15,20,17.5
04-06-2021,15,20,17.5
05-06-2021,25,30,27.5
06-06-2021,35,40,37.5
07-06-2021,25,30,27.5
08-06-2021,30,35,32.5
09-06-2021,25,30,27.5
10-06-2021,25,30,27.5
11-06-2021,25,30,27.5
12-06-2021,25,30,27.5
13-06-2021,20,25,22.5
14-06-2021,25,30,27.5
15-06-2021,25,30,27.5
16-06-2021,25,30,27.5
17-06-2021,20,25,22.5
18-06-2021,22,25,23.5
19-06-2021,15,20,17.5
20-06-2021,15,20,17.5
21-06-2021,15,20,17.5
22-06-2021,15,20,17.5
23-06-2021,15,20,17.5
24-06-2021,15,20,17.5
25-06-2021,15,20,17.5
26-06-2021,25,30,27.5
27-06-2021,25,30,27.5
28-06-2021,25,30,27.5
29-06-2021,20,25,22.5
30-06-2021,20,25,22.5
01-07-2021,15,20,17.5
02-07-2021,10,15,12.5
03-07-2021,10,15,12.5
04-07-2021,10,15,12.5
05-07-2021,15,20,17.5
06-07-2021,15,20,17.5
07-07-2021,15,20,17.5
08-07-2021,15,20,17.5
09-07-2021,12,18,15
10-07-2021,12,18,15
11-07-2021,10,15,12.5
12-07-2021,18.3,23.66666667,20.98333333
13-07-2021,10,15,12.5
14-07-2021,10,15,12.5
15-07-2021,10,15,12.5
16-07-2021,10,15,12.5
17-07-2021,12,18,15
18-07-2021,13,18,15.5
19-07-2021,12,18,15
20-07-2021,12,18,15
21-07-2021,15,20,17.5
22-07-2021,15,20,17.5
23-07-2021,15,20,17.5
24-07-2021,18,22,20
25-07-2021,25,30,27.5
26-07-2021,28,35,31.5
27-07-2021,35,40,37.5
28-07-2021,40,50,45
29-07-2021,40,45,42.5
30-07-2021,45,50,47.5
31-07-2021,45,50,47.5
01-08-2021,40,45,42.5
02-08-2021,40,45,42.5
03-08-2021,45,50,47.5
04-08-2021,40,45,42.5
05-08-2021,40,45,42.5
06-08-2021,40,45,42.5
07-08-2021,35,40,37.5
08-08-2021,35,40,37.5
09-08-2021,34,40,37
10-08-2021,30,35,32.5
11-08-2021,28,33,30.5
12-08-2021,25,30,27.5
13-08-2021,25,30,27.5
14-08-2021,25,30,27.5
15-08-2021,25,30,27.5
16-08-2021,25,30,27.5
17-08-2021,35,40,37.5
18-08-2021,45,50,47.5
19-08-2021,55,60,57.5
20-08-2021,65,70,67.5
21-08-2021,60,65,62.5
22-08-2021,60,65,62.5
23-08-2021,60,65,62.5
24-08-2021,50,60,55
25-08-2021,50,60,55
26-08-2021,40,50,45
27-08-2021,50,55,52.5
28-08-2021,75,80,77.5
29-08-2021,75,80,77.5
30-08-2021,70,75,72.5
31-08-2021,65,70,67.5
01-09-2021,45,50,47.5
02-09-2021,50,55,52.5
03-09-2021,50,60,55
04-09-2021,50,60,55
05-09-2021,50,60,55
06-09-2021,50,60,55
07-09-2021,45,50,47.5
08-09-2021,45,50,47.5
09-09-2021,40,45,42.5
10-09-2021,40,45,42.5
11-09-2021,40,45,42.5
12-09-2021,50,55,52.5
13-09-2021,50,60,55
14-09-2021,70,75,72.5
15-09-2021,75,80,77.5
16-09-2021,75,80,77.5
17-09-2021,90,100,95
18-09-2021,95,100,97.5
19-09-2021,80,85,82.5
20-09-2021,85,90,87.5
21-09-2021,80,85,82.5
22-09-2021,80,90,85
23-09-2021,80,85,82.5
24-09-2021,80,85,82.5
25-09-2021,85,90,87.5
26-09-2021,75,80,77.5
27-09-2021,65,70,67.5
28-09-2021,75,85,80
29-09-2021,90,95,92.5
30-09-2021,70,75,72.5
01-10-2021,60,65,62.5
02-10-2021,45,50,47.5
03-10-2021,45,50,47.5
04-10-2021,45,50,47.5
05-10-2021,35,40,37.5
06-10-2021,35,40,37.5
07-10-2021,35,40,37.5
08-10-2021,35,40,37.5
09-10-2021,40,45,42.5
10-10-2021,40,45,42.5
11-10-2021,45,50,47.5
12-10-2021,65,70,67.5
13-10-2021,75,80,77.5
14-10-2021,60,70,65
15-10-2021,55,60,57.5
16-10-2021,65,70,67.5
17-10-2021,60,70,65
18-10-2021,60,65,62.5
19-10-2021,55,60,57.5
20-10-2021,60,65,62.5
21-10-2021,70,80,75
22-10-2021,75,85,80
23-10-2021,70,80,75
24-10-2021,75,85,80
25-10-2021,100,115,107.5
26-10-2021,90,100,95
27-10-2021,70,80,75
28-10-2021,60,65,62.5
29-10-2021,45,55,50
30-10-2021,45,50,47.5
31-10-2021,50,55,52.5
01-11-2021,55,60,57.5
02-11-2021,45,55,50
03-11-2021,42,50,46
04-11-2021,55,62,58.5
05-11-2021,50,55,52.5
06-11-2021,42,50,46
07-11-2021,40,45,42.5
08-11-2021,35,40,37.5
09-11-2021,38,45,41.5
10-11-2021,35,42,38.5
11-11-2021,40,45,42.5
12-11-2021,42,50,46
13-11-2021,40,45,42.5
14-11-2021,35,40,37.5
15-11-2021,35,40,37.5
16-11-2021,40,50,45
17-11-2021,45,50,47.5
18-11-2021,50,60,55
19-11-2021,50,55,52.5
20-11-2021,40,45,42.5
21-11-2021,35,40,37.5
22-11-2021,30,40,35
23-11-2021,40,45,42.5
24-11-2021,40,45,42.5
25-11-2021,40,50,45
26-11-2021,40,50,45
27-11-2021,45,55,50
28-11-2021,45,52,48.5
29-11-2021,35,40,37.5
30-11-2021,40,45,42.5
01-12-2021,45,55,50
02-12-2021,48,55,51.5
03-12-2021,50,55,52.5
04-12-2021,45,55,50
05-12-2021,45,55,50
06-12-2021,45,50,47.5
07-12-2021,45,55,50
08-12-2021,45,55,50
09-12-2021,50,55,52.5
10-12-2021,55,65,60
11-12-2021,45,52,48.5
12-12-2021,50,55,52.5
13-12-2021,40,50,45
14-12-2021,35,45,40
15-12-2021,35,45,40
16-12-2021,35,40,37.5
17-12-2021,30,40,35
18-12-2021,30,40,35
19-12-2021,40,50,45
20-12-2021,40,50,45
21-12-2021,35,45,40
22-12-2021,40,50,45
23-12-2021,35,45,40
24-12-2021,45,55,50
25-12-2021,40,50,45
26-12-2021,45,55,50
27-12-2021,45,55,50
28-12-2021,50,55,52.5
29-12-2021,45,50,47.5
30-12-2021,45,50,47.5
31-12-2021,40,45,42.5
01-01-2022,40,45,42.5
02-01-2022,30,40,35
03-01-2022,35,40,37.5
04-01-2022,30,40,35
05-01-2022,30,35,32.5
06-01-2022,35,45,40
07-01-2022,30,40,35
08-01-2022,25,35,30
09-01-2022,15,25,20
10-01-2022,10,15,12.5
11-01-2022,12,18,15
12-01-2022,15,25,20
13-01-2022,15,25,20
14-01-2022,15,20,17.5
15-01-2022,15,20,17.5
16-01-2022,20,30,25
17-01-2022,15,20,17.5
18-01-2022,15,20,17.5
19-01-2022,12,18,15
20-01-2022,12,18,15
21-01-2022,10,20,15
22-01-2022,10,20,15
23-01-2022,10,20,15
24-01-2022,15,20,17.5
25-01-2022,14,18,16
26-01-2022,18,22,20
27-01-2022,20,25,22.5
28-01-2022,20,25,22.5
29-01-2022,12,20,16
30-01-2022,15,20,17.5
31-01-2022,15,20,17.5
01-02-2022,15,20,17.5
02-02-2022,12,20,16
03-02-2022,15,20,17.5
04-02-2022,13.42307692,19.07692308,16.25
05-02-2022,13.42307692,19.07692308,16.25
06-02-2022,15,20,17.5
07-02-2022,15,20,17.5
08-02-2022,15,20,17.5
09-02-2022,12,20,16
10-02-2022,15,20,17.5
11-02-2022,15,25,20
12-02-2022,12,16,14
13-02-2022,12,20,16
14-02-2022,15,20,17.5
15-02-2022,15,20,17.5
16-02-2022,15,20,17.5
17-02-2022,15,20,17.5
18-02-2022,15,20,17.5
19-02-2022,10,15,12.5
20-02-2022,8,15,11.5
21-02-2022,8,15,11.5
22-02-2022,10,15,12.5
23-02-2022,10,15,12.5
24-02-2022,15,20,17.5
25-02-2022,15,20,17.5
26-02-2022,15,20,17.5
27-02-2022,15,20,17.5
28-02-2022,15,20,17.5
01-03-2022,8,12,10
02-03-2022,10,15,12.5
03-03-2022,10,15,12.5
04-03-2022,24.16666667,30.23333333,27.2
05-03-2022,12,15,13.5
06-03-2022,15,20,17.5
07-03-2022,15,20,17.5
08-03-2022,10,15,12.5
09-03-2022,10,15,12.5
10-03-2022,20,25,22.5
11-03-2022,20,25,22.5
12-03-2022,20,25,22.5
13-03-2022,15,20,17.5
14-03-2022,20,25,22.5
15-03-2022,25,30,27.5
16-03-2022,25,30,27.5
17-03-2022,15,20,17.5
18-03-2022,15,20,17.5
19-03-2022,25,30,27.5
20-03-2022,20,25,22.5
21-03-2022,20,25,22.5
22-03-2022,40,50,45
23-03-2022,40,50,45
24-03-2022,40,50,45
25-03-2022,30,40,35
26-03-2022,30,40,35
27-03-2022,40,50,45
28-03-2022,40,50,45
29-03-2022,45,50,47.5
30-03-2022,45,50,47.5
31-03-2022,45,50,47.5
01-04-2022,30,40,35
02-04-2022,30,40,35
03-04-2022,35,45,40
04-04-2022,45,50,47.5
05-04-2022,30,40,35
06-04-2022,30,35,32.5
07-04-2022,30,40,35
08-04-2022,30,40,35
09-04-2022,30,40,35
10-04-2022,30,40,35
11-04-2022,25,35,30
12-04-2022,25,35,30
13-04-2022,20,25,22.5
14-04-2022,20,25,22.5
15-04-2022,15,20,17.5
16-04-2022,15,20,17.5
17-04-2022,12,16,14
18-04-2022,15,20,17.5
19-04-2022,10,15,12.5
20-04-2022,10,15,12.5
21-04-2022,15,20,17.5
22-04-2022,10,15,12.5
23-04-2022,14,18,16
24-04-2022,10,15,12.5
25-04-2022,15,20,17.5
26-04-2022,10,15,12.5
27-04-2022,10,15,12.5
28-04-2022,15,20,17.5
29-04-2022,30,40,35
30-04-2022,20,25,22.5
01-05-2022,20,25,22.5
02-05-2022,25,30,27.5
03-05-2022,15,20,17.5
04-05-2022,10,15,12.5
05-05-2022,10,15,12.5
06-05-2022,10,15,12.5
07-05-2022,15,20,17.5
08-05-2022,10,15,12.5
09-05-2022,10,15,12.5
10-05-2022,10,15,12.5
11-05-2022,10,15,12.5
12-05-2022,30,35,32.5
13-05-2022,35,40,37.5
14-05-2022,16.15384615,21.15384615,18.65384615
15-05-2022,16.15384615,21.15384615,18.65384615
16-05-2022,16.15384615,21.15384615,18.65384615
17-05-2022,16.15384615,21.15384615,18.65384615
18-05-2022,16.15384615,21.15384615,18.65384615
19-05-2022,16.15384615,21.15384615,18.65384615
20-05-2022,16.15384615,21.15384615,18.65384615
21-05-2022,16.15384615,21.15384615,18.65384615
22-05-2022,16.15384615,21.15384615,18.65384615
23-05-2022,16.15384615,21.15384615,18.65384615
24-05-2022,16.15384615,21.15384615,18.65384615
25-05-2022,16.15384615,21.15384615,18.65384615
26-05-2022,16.15384615,21.15384615,18.65384615
27-05-2022,16.15384615,21.15384615,18.65384615
28-05-2022,16.15384615,21.15384615,18.65384615
29-05-2022,16.15384615,21.15384615,18.65384615
30-05-2022,16.15384615,21.15384615,18.65384615
31-05-2022,16.15384615,21.15384615,18.65384615
01-06-2022,15,20,17.5
02-06-2022,10,15,12.5
03-06-2022,15,20,17.5
04-06-2022,15,20,17.5
05-06-2022,25,30,27.5
06-06-2022,35,40,37.5
07-06-2022,25,30,27.5
08-06-2022,30,35,32.5
09-06-2022,25,30,27.5
10-06-2022,25,30,27.5
11-06-2022,25,30,27.5
12-06-2022,25,30,27.5
13-06-2022,20,25,22.5
14-06-2022,25,30,27.5
15-06-2022,25,30,27.5
16-06-2022,25,30,27.5
17-06-2022,20,25,22.5
18-06-2022,22,25,23.5
19-06-2022,15,20,17.5
20-06-2022,15,20,17.5
21-06-2022,15,20,17.5
22-06-2022,15,20,17.5
23-06-2022,15,20,17.5
24-06-2022,15,20,17.5
25-06-2022,15,20,17.5
26-06-2022,25,30,27.5
27-06-2022,25,30,27.5
28-06-2022,25,30,27.5
29-06-2022,20,25,22.5
30-06-2022,20,25,22.5
01-07-2022,15,20,17.5
02-07-2022,10,15,12.5
03-07-2022,10,15,12.5
04-07-2022,10,15,12.5
05-07-2022,15,20,17.5
06-07-2022,15,20,17.5
07-07-2022,15,20,17.5
08-07-2022,15,20,17.5
09-07-2022,12,18,15
10-07-2022,12,18,15
11-07-2022,10,15,12.5
12-07-2022,18.3,23.66666667,20.98333333
13-07-2022,10,15,12.5
14-07-2022,10,15,12.5
15-07-2022,10,15,12.5
16-07-2022,10,15,12.5
17-07-2022,12,18,15
18-07-2022,13,18,15.5
19-07-2022,12,18,15
20-07-2022,12,18,15
21-07-2022,15,20,17.5
22-07-2022,15,20,17.5
23-07-2022,15,20,17.5
24-07-2022,18,22,20
25-07-2022,25,30,27.5
26-07-2022,28,35,31.5
27-07-2022,35,40,37.5
28-07-2022,40,50,45
29-07-2022,40,45,42.5
30-07-2022,45,50,47.5
31-07-2022,45,50,47.5
01-08-2022,40,45,42.5
02-08-2022,40,45,42.5
03-08-2022,45,50,47.5
04-08-2022,40,45,42.5
05-08-2022,40,45,42.5
06-08-2022,40,45,42.5
07-08-2022,35,40,37.5
08-08-2022,35,40,37.5
09-08-2022,34,40,37
10-08-2022,30,35,32.5
11-08-2022,28,33,30.5
12-08-2022,25,30,27.5
13-08-2022,25,30,27.5
14-08-2022,25,30,27.5
15-08-2022,25,30,27.5
16-08-2022,25,30,27.5
17-08-2022,35,40,37.5
18-08-2022,45,50,47.5
19-08-2022,55,60,57.5
20-08-2022,65,70,67.5
21-08-2022,60,65,62.5
22-08-2022,60,65,62.5
23-08-2022,60,65,62.5
24-08-2022,50,60,55
25-08-2022,50,60,55
26-08-2022,40,50,45
27-08-2022,50,55,52.5
28-08-2022,75,80,77.5
29-08-2022,75,80,77.5
30-08-2022,70,75,72.5
31-08-2022,65,70,67.5
01-09-2022,45,50,47.5
02-09-2022,50,55,52.5
03-09-2022,50,60,55
04-09-2022,50,60,55
05-09-2022,50,60,55
06-09-2022,50,60,55
07-09-2022,45,50,47.5
08-09-2022,45,50,47.5
09-09-2022,40,45,42.5
10-09-2022,40,45,42.5
11-09-2022,40,45,42.5
12-09-2022,50,55,52.5
13-09-2022,50,60,55
14-09-2022,70,75,72.5
15-09-2022,75,80,77.5
16-09-2022,75,80,77.5
17-09-2022,90,100,95
18-09-2022,95,100,97.5
19-09-2022,80,85,82.5
20-09-2022,85,90,87.5
21-09-2022,80,85,82.5
22-09-2022,80,90,85
23-09-2022,80,85,82.5
24-09-2022,80,85,82.5
25-09-2022,85,90,87.5
26-09-2022,75,80,77.5
27-09-2022,65,70,67.5
28-09-2022,75,85,80
29-09-2022,90,95,92.5
30-09-2022,70,75,72.5
01-10-2022,60,65,62.5
02-10-2022,45,50,47.5
03-10-2022,45,50,47.5
04-10-2022,45,50,47.5
05-10-2022,35,40,37.5
06-10-2022,35,40,37.5
07-10-2022,35,40,37.5
08-10-2022,35,40,37.5
09-10-2022,40,45,42.5
10-10-2022,40,45,42.5
11-10-2022,45,50,47.5
12-10-2022,65,70,67.5
13-10-2022,75,80,77.5
14-10-2022,60,70,65
15-10-2022,55,60,57.5
16-10-2022,65,70,67.5
17-10-2022,60,70,65
18-10-2022,60,65,62.5
19-10-2022,55,60,57.5
20-10-2022,60,65,62.5
21-10-2022,70,80,75
22-10-2022,75,85,80
23-10-2022,70,80,75
24-10-2022,75,85,80
25-10-2022,100,115,107.5
26-10-2022,90,100,95
27-10-2022,70,80,75
28-10-2022,60,65,62.5
29-10-2022,45,55,50
30-10-2022,45,50,47.5
31-10-2022,50,55,52.5
01-11-2022,55,60,57.5
02-11-2022,45,55,50
03-11-2022,42,50,46
04-11-2022,55,62,58.5
05-11-2022,50,55,52.5
06-11-2022,42,50,46
07-11-2022,40,45,42.5
08-11-2022,35,40,37.5
09-11-2022,38,45,41.5
10-11-2022,35,42,38.5
11-11-2022,40,45,42.5
12-11-2022,42,50,46
13-11-2022,40,45,42.5
14-11-2022,35,40,37.5
15-11-2022,35,40,37.5
16-11-2022,40,50,45
17-11-2022,45,50,47.5
18-11-2022,50,60,55
19-11-2022,50,55,52.5
20-11-2022,40,45,42.5
21-11-2022,35,40,37.5
22-11-2022,30,40,35
23-11-2022,40,45,42.5
24-11-2022,40,45,42.5
25-11-2022,40,50,45
26-11-2022,40,50,45
27-11-2022,45,55,50
28-11-2022,45,52,48.5
29-11-2022,35,40,37.5
30-11-2022,40,45,42.5
01-12-2022,45,55,50
02-12-2022,48,55,51.5
03-12-2022,50,55,52.5
04-12-2022,45,55,50
05-12-2022,45,55,50
06-12-2022,45,50,47.5
07-12-2022,45,55,50
08-12-2022,45,55,50
09-12-2022,50,55,52.5
10-12-2022,55,65,60
11-12-2022,45,52,48.5
12-12-2022,50,55,52.5
13-12-2022,40,50,45
14-12-2022,35,45,40
15-12-2022,35,45,40
16-12-2022,35,40,37.5
17-12-2022,30,40,35
18-12-2022,30,40,35
19-12-2022,40,50,45
20-12-2022,40,50,45
21-12-2022,35,45,40
22-12-2022,40,50,45
23-12-2022,35,45,40
24-12-2022,45,55,50
25-12-2022,40,50,45
26-12-2022,45,55,50
27-12-2022,45,55,50
28-12-2022,50,55,52.5
29-12-2022,45,50,47.5
30-12-2022,45,50,47.5
31-12-2022,40,45,42.5
01-01-2023,3.3,12,7.65
02-01-2023,8,17,12.5
03-01-2023,10,9.33,9.665
04-01-2023,7.33,14,10.665
05-01-2023,10,12,11
06-01-2023,12,8,10
07-01-2023,8,14,11
08-01-2023,7,12,9.5
09-01-2023,8,10,9
10-01-2023,8,22,15
11-01-2023,12,8,10
12-01-2023,5,10,7.5
13-01-2023,5,14,9.5
14-01-2023,10,12,11
15-01-2023,10,9,9.5
16-01-2023,6,17,11.5
17-01-2023,9,22,15.5
18-01-2023,20,6,13
19-01-2023,8,16,12
20-01-2023,12,8,10
21-01-2023,6,10,8
22-01-2023,10,22,16
23-01-2023,12,13.33,12.665
24-01-2023,7.33,12,9.665
25-01-2023,4,16,10
26-01-2023,8,10,9
27-01-2023,18,16,17
28-01-2023,4,22,13
29-01-2023,12,18,15
30-01-2023,4,22,13
31-01-2023,10,25,17.5
01-02-2023,12.5,20,16.25
02-02-2023,8,15,11.5
03-02-2023,10,16,13
04-02-2023,10,15,12.5
05-02-2023,15,16.84,15.92
06-02-2023,12.84,18,15.42
07-02-2023,17,18.7,17.85
08-02-2023,4,20,12
09-02-2023,10,16,13
10-02-2023,14,25,19.5
11-02-2023,15,27.5,21.25
12-02-2023,17.5,25,21.25
13-02-2023,25,28,26.5
14-02-2023,20,33,26.5
15-02-2023,25,19.61,22.305
16-02-2023,19.61,20,19.805
17-02-2023,20,24,22
18-02-2023,6,10,8
19-02-2023,10,35,22.5
20-02-2023,25,27,26
21-02-2023,20,30,25
22-02-2023,30,18,24
23-02-2023,5.3,25,15.15
24-02-2023,15,20,17.5
25-02-2023,12,10,11
26-02-2023,10,25,17.5
27-02-2023,18,23,20.5
28-02-2023,21,23,22
01-03-2023,21,20,20.5
02-03-2023,10,28,19
03-03-2023,24,60,42
04-03-2023,50,20.8,35.4
05-03-2023,18.8,17.5,18.15
06-03-2023,5.5,9,7.25
07-03-2023,3.33,20,11.665
08-03-2023,10,18,14
09-03-2023,10,15,12.5
10-03-2023,11,14,12.5
11-03-2023,4,24,14
12-03-2023,22,16,19
