Date,tempmax,tempmin,temp,humidity, prcp,Minimum,Maximum,Average
08-11-2018,29,14,21.6,63.9,0,20,25,22.5
09-11-2018,29.9,15,22.6,65.7,0,20,25,22.5
10-11-2018,29.9,16,23,63.4,0,20,25,22.5
11-11-2018,29.6,16,22.7,60.9,0,18,24,21
12-11-2018,29.1,15,22.3,55.6,0,20,28,24
13-11-2018,29.9,13,22.3,51.8,0,20,25,22.5
14-11-2018,29.9,13,22.4,47.3,0,20,25,22.5
15-11-2018,27.3,13,22.2,69.7,1.4,15,20,17.5
16-11-2018,26.9,20,22.1,84.5,1.097,12,20,16
17-11-2018,29.4,19,23.6,73.1,0,17,25,21
18-11-2018,29,20,24,77,0.3,15,25,20
19-11-2018,29.9,20,24,75.2,0,15,25,20
20-11-2018,30.1,19,24,65.4,0,18,25,21.5
21-11-2018,25.9,19,21.9,75.2,1.2,18,25,21.5
22-11-2018,24.3,20,21.5,86.9,0.002,20,25,22.5
23-11-2018,23.9,19,21,93.5,13.605,18,25,21.5
24-11-2018,27,19,22.8,79.1,0.4,18,20,19
25-11-2018,28.9,18,22.7,74.2,0,18,25,21.5
26-11-2018,27.9,18,22,71.6,0,16,22,19
27-11-2018,26.1,15.9,20.3,70.9,0,16,22,19
28-11-2018,27.3,14,20.6,73.2,0,16,24,20
29-11-2018,27,18,22.1,77.3,0.6,20,28,24
30-11-2018,28,18,22.7,71.7,0,18,24,21
01-12-2018,27.9,18,22.1,69.5,0,15,20,17.5
02-12-2018,27,14,21,66.4,0,20,25,22.5
03-12-2018,26.9,18,21.7,73,0,20,30,25
04-12-2018,25.9,18,22,82.1,0.2,20,25,22.5
05-12-2018,28,20,23.1,78.6,3.801,15,20,17.5
06-12-2018,27.9,20,23.5,77.3,0,12,20,16
07-12-2018,27.6,18.9,22.4,73.8,0,15,25,20
08-12-2018,27.1,17,22.1,75.7,0,18,24,21
09-12-2018,29.3,17.9,22.7,71.4,0,15,25,20
10-12-2018,28.9,17.9,22.5,69.7,0,20,25,22.5
11-12-2018,29,17,22.7,70.4,0,15,25,20
12-12-2018,30,17.9,23.2,67.7,0,20,25,22.5
13-12-2018,27.4,18,22.1,75.1,0,15,25,20
14-12-2018,28.8,18,22.6,65.8,0,20,25,22.5
15-12-2018,26.9,17,21.5,67.1,0,20,25,22.5
16-12-2018,25,16,20.2,63.2,0,20,25,22.5
17-12-2018,25,15.9,20,56.8,0,18,25,21.5
18-12-2018,27.9,12,20.4,58.8,0,15,25,20
19-12-2018,27.2,13,20.7,70.3,0,15,20,17.5
20-12-2018,28.9,17,22.1,67.5,0,15,20,17.5
21-12-2018,28,18,22.6,70,0,10,20,15
22-12-2018,28.4,17,22.8,71,0,18,22,20
23-12-2018,28.3,20,23.2,74.1,0,15,20,17.5
24-12-2018,28.4,17,22.9,70.2,0,15,20,17.5
25-12-2018,29,17,22.7,68.4,0,18,22,20
26-12-2018,30,16,23.1,62.2,0,15,20,17.5
27-12-2018,29,18,23.6,67.4,0,15,20,17.5
28-12-2018,27.6,18,22.7,71.2,2.981,15,20,17.5
29-12-2018,26,19.4,22,73.7,8,15,20,17.5
30-12-2018,25.9,17,20.8,68,0,15,20,17.5
31-12-2018,26,15.9,20.4,63.1,0,20,30,25
01-01-2019,27,12,19.3,56.9,0,20,25,22.5
02-01-2019,27,11,18.8,55.3,0,20,25,22.5
03-01-2019,27.6,10.5,19.3,54.6,0,20,25,22.5
04-01-2019,27.6,9.5,19.4,54.2,0,20,25,22.5
05-01-2019,27,11,19.4,62.1,0,22,28,25
06-01-2019,27,12,19.9,65.1,0,30,35,32.5
07-01-2019,28,13,20.2,63.8,0,30,35,32.5
08-01-2019,27.9,13.5,20.9,53.8,0,30,35,32.5
09-01-2019,29,11.5,20.7,46.5,0,30,35,32.5
10-01-2019,28,11.5,19.9,55.9,0,30,35,32.5
11-01-2019,29,14,20.7,59,0,30,35,32.5
12-01-2019,27.9,14.5,20.9,61,0,28,30,29
13-01-2019,29,13.9,20.9,58.1,0,30,35,32.5
14-01-2019,28,14,20,62.8,0,20,30,25
15-01-2019,28.6,11.9,20.2,43.3,0,30,35,32.5
16-01-2019,28,11.5,20.2,51.8,0,25,30,27.5
17-01-2019,28,13.5,21,56.4,0,22,28,25
18-01-2019,27.9,15.9,21.3,60,0,25,30,27.5
19-01-2019,29,12,21,53,0,20,25,22.5
20-01-2019,27.3,12.5,20.5,47.1,0,20,25,22.5
21-01-2019,28.3,12,20.3,54.3,0,20,25,22.5
22-01-2019,28,12.5,19.9,58.9,0,20,25,22.5
23-01-2019,28.3,14.5,21.5,58.8,0,18,22,20
24-01-2019,29.4,17.5,22.9,62.3,0,15,20,17.5
25-01-2019,29,17,22.7,61.9,0,15,20,17.5
26-01-2019,28.4,19,23,68.7,0,18,24,21
27-01-2019,28.1,18.9,23,71.3,0,15,20,17.5
28-01-2019,28.8,19,22.8,72.7,1.2,15,20,17.5
29-01-2019,26.9,17.9,21.4,71.9,0.8,20,25,22.5
30-01-2019,27.9,16.5,21.6,63.2,0,20,25,22.5
31-01-2019,27.1,16.5,21.2,63.8,0,20,25,22.5
01-02-2019,27,15.9,21.1,62.1,0,20,25,22.5
02-02-2019,28,16.9,22,62.2,0,20,25,22.5
03-02-2019,28.3,15.9,22.5,64,0,15,20,17.5
04-02-2019,29.6,16.5,22.8,62.2,0,15,20,17.5
05-02-2019,29.3,18.9,23.4,64.3,0,15,20,17.5
06-02-2019,29.8,16.9,23.4,53.3,0,15,20,17.5
07-02-2019,30,17.9,24.1,53.4,0,15,20,17.5
08-02-2019,31.1,19.9,25.7,59.4,0,20,25,22.5
09-02-2019,29.7,19.2,23.8,72.9,58.284,25,30,27.5
10-02-2019,29,20,23.9,74.1,5.5,30,35,32.5
11-02-2019,27.4,19.9,23.3,70.7,0,35,40,37.5
12-02-2019,28,16.9,22.4,65.4,0,25,35,30
13-02-2019,29,17,22.6,62,0,20,25,22.5
14-02-2019,30.3,15.5,23.7,58.1,0,20,25,22.5
15-02-2019,31,19,24.7,63.9,0,25,30,27.5
16-02-2019,31.9,20,25.3,61.2,0,25,30,27.5
17-02-2019,32,20,25.8,52.8,0,20,25,22.5
18-02-2019,32.9,18.5,25.8,42.2,0,20,25,22.5
19-02-2019,32,22,26.3,61.7,0,23,30,26.5
20-02-2019,31.6,19.9,25.2,62.9,0,25,30,27.5
21-02-2019,31,17,24.5,53.2,0,30,35,32.5
22-02-2019,31.3,16.5,24.3,40,0,30,35,32.5
23-02-2019,33,15,24.4,33.5,0,30,35,32.5
24-02-2019,33.3,15,24.9,35.1,0,30,35,32.5
25-02-2019,34.6,16.5,25.7,32.7,0,30,35,32.5
26-02-2019,33.6,17,25.8,43.7,0,30,35,32.5
27-02-2019,32,18.5,26,55.4,0,30,35,32.5
28-02-2019,32,20.9,26.1,45.8,0,30,35,32.5
01-03-2019,33,20,26.6,53.2,0,30,35,32.5
02-03-2019,31,22,25.9,64.2,0.5,35,40,37.5
03-03-2019,31,19.5,25.4,60.8,0,35,40,37.5
04-03-2019,33,21,27.2,57,0,43.43333333,48.43333333,45.93333333
05-03-2019,33,23,27.8,54.1,0,35,40,37.5
06-03-2019,34.9,21,28.4,39.1,0,35,40,37.5
07-03-2019,36.3,20,28.3,28.5,0,40,45,42.5
08-03-2019,34.9,19,27.5,31.4,0,40,45,42.5
09-03-2019,33,21,27.1,54,0,40,45,42.5
10-03-2019,33,22.9,27.7,56.3,0,40,45,42.5
11-03-2019,33.3,22.9,27.6,48,0,40,45,42.5
12-03-2019,33.3,20,26.9,40.1,0,40,45,42.5
13-03-2019,33.3,19.9,26.6,34.2,0,40,45,42.5
14-03-2019,33.3,18.5,26.5,32.5,0,40,45,42.5
15-03-2019,33,19,26.4,29.7,0,55,60,57.5
16-03-2019,32.6,17.5,25.4,36.3,0,55,60,57.5
17-03-2019,32.9,17,25.6,41,0,50,55,52.5
18-03-2019,33,18,26.1,48,0,50,55,52.5
19-03-2019,33.9,20.5,27,53.5,0,50,55,52.5
20-03-2019,33.1,21.9,27.4,51.7,0,50,55,52.5
21-03-2019,34,21,27.5,49,0,50,55,52.5
22-03-2019,34,21,27.7,44,0,45,50,47.5
23-03-2019,34.3,21.5,28.4,44.2,0,55,60,57.5
24-03-2019,34.2,23,28.6,45.4,0,55,60,57.5
25-03-2019,35,21.5,28.1,45.6,0,55,60,57.5
26-03-2019,34.1,20.5,27.8,37.5,0,55,60,57.5
27-03-2019,35,21.5,27.8,40.1,0,45,50,47.5
28-03-2019,35.9,19,28.2,33.5,0,45,50,47.5
29-03-2019,34.1,20,27.9,42.7,0,35,40,37.5
30-03-2019,35,21.9,28.5,38.9,0,35,40,37.5
31-03-2019,35,22,28.5,47.7,0,28,33,30.5
01-04-2019,35,22,28.3,41.1,0,25,30,27.5
02-04-2019,34,20.5,28,45.3,0,25,30,27.5
03-04-2019,35,21,28.4,42.5,0,30,35,32.5
04-04-2019,34.9,22,28,43.8,0,40,45,42.5
05-04-2019,34,22.5,28.4,39.4,0,35,40,37.5
06-04-2019,35,20.5,28.4,38.7,0,35,40,37.5
07-04-2019,35.9,22.5,29.2,37.3,0,35,40,37.5
08-04-2019,34.9,23.3,27.9,53.2,2.051,35,40,37.5
09-04-2019,35,22,28.1,52.1,0.9,35,40,37.5
10-04-2019,35,22,28.8,52.4,1,35,40,37.5
11-04-2019,34.1,22.5,28.9,47.1,0,30,35,32.5
12-04-2019,35.8,23,29.7,37.6,0,30,35,32.5
13-04-2019,35,23,29.3,39.2,0,32,38,35
14-04-2019,35.1,22.9,29.4,38.5,0,30,35,32.5
15-04-2019,35,22.9,28.7,39,0,35,40,37.5
16-04-2019,35.6,22,29.2,41.9,0,30,35,32.5
17-04-2019,35,22.2,26.8,70.6,3.076,30,35,32.5
18-04-2019,34.9,21.9,27,65.9,10.101,35,40,37.5
19-04-2019,33.9,22,27.4,63.5,2.6,35,40,37.5
20-04-2019,33,23,26.6,66.5,0.3,40,45,42.5
21-04-2019,33,22,27.2,59.4,1.8,40,45,42.5
22-04-2019,33.9,23,27.8,63.4,3,40,45,42.5
23-04-2019,33.6,21.5,27.4,55,0.002,40,45,42.5
24-04-2019,33.8,20.5,28,52.5,0,38,43,40.5
25-04-2019,34.8,21,28.3,45.8,0,38,42,40
26-04-2019,36,21.5,28.9,48.3,0,38,40,39
27-04-2019,36,23.1,29.7,45.7,0,40,45,42.5
28-04-2019,32,23.9,27.9,54.5,0,45,50,47.5
29-04-2019,34.1,23,28.7,55.3,0,55,60,57.5
30-04-2019,33,21.1,26.5,69.6,35,70,75,72.5
01-05-2019,30,21,25.6,73,3,70,75,72.5
02-05-2019,34,22,27.4,58.9,0,65,70,67.5
03-05-2019,33,21,27,61.5,0,60,65,62.5
04-05-2019,33,21,27.3,59.9,0,60,65,62.5
05-05-2019,35.9,22,28.4,54.2,0.3,65,70,67.5
06-05-2019,35,24,29.1,51.6,0.3,65,70,67.5
07-05-2019,33,20.9,27,64,15.114,60,65,62.5
08-05-2019,31.1,21.2,26.8,68.2,6.7,65,70,67.5
09-05-2019,33,22,27.2,61.9,2.3,60,65,62.5
10-05-2019,35,24,29.5,49.9,0.6,65,70,67.5
11-05-2019,34.8,25,28.1,64.1,1.032,75,80,77.5
12-05-2019,34,24,28.2,62.6,1,85,90,87.5
13-05-2019,32.9,23.1,26.8,68,0.032,85,90,87.5
14-05-2019,34,23,27.7,64,2.3,85,90,87.5
15-05-2019,34.3,21.2,26,75.2,7,95,100,97.5
16-05-2019,33.1,21.9,26.9,70.9,0.019,75,80,77.5
17-05-2019,32,22.1,25.1,75.6,17.013,75,80,77.5
18-05-2019,33.8,22,27.5,67.1,1.1,75,80,77.5
19-05-2019,34,24.3,28.5,66.2,1.4,75,80,77.5
20-05-2019,33.8,24.9,28.5,66.4,0,75,80,77.5
21-05-2019,33.9,23,28.5,64.7,0.1,75,80,77.5
22-05-2019,34,23.5,27.8,69.6,4.974,80,90,85
23-05-2019,33,23,26.2,78.4,3.094,75,85,80
24-05-2019,33,22,26.6,72.9,0.301,75,80,77.5
25-05-2019,33,21.2,25.9,73.6,3,65,78,71.5
26-05-2019,32.3,20.7,26.5,70.1,63.804,65,75,70
27-05-2019,34,20.7,27.2,69.8,1.5,55,65,60
28-05-2019,33,24,28.3,70.1,3.006,55,65,60
29-05-2019,33,21,27.3,63.3,5.4,65,75,70
30-05-2019,33,24,27.7,65.3,1.9,70,80,75
31-05-2019,32,22.5,26.5,72.7,1.993,65,75,70
01-06-2019,32.6,21.1,26.8,74.5,2.5,65,70,67.5
02-06-2019,32,22,26.4,78.9,7.949,65,75,70
03-06-2019,29.9,21,25.3,76.7,0.051,65,70,67.5
04-06-2019,32.8,23,26.8,71.8,5.5,60,65,62.5
05-06-2019,31.3,21.3,26.3,76.7,32.93,40,48,44
06-06-2019,32.1,21.1,26.1,74.2,20.271,40,45,42.5
07-06-2019,31,21.7,25.8,75,0.025,40,45,42.5
08-06-2019,31,22,26.3,75.5,0.3,45,50,47.5
09-06-2019,32.1,23,26.9,73.6,0.5,40,45,42.5
10-06-2019,30,22,25.7,75.2,0,40,45,42.5
11-06-2019,30,21.2,25.4,76.3,0,40,45,42.5
12-06-2019,29.9,22,24.7,79.8,0,40,50,45
13-06-2019,29,22,24.9,80.3,0,45,50,47.5
14-06-2019,31,22.6,25.7,74.2,0.503,40,45,42.5
15-06-2019,31,21.5,26.3,70.5,1.2,40,45,42.5
16-06-2019,31.9,22,26.9,65.7,0,35,40,37.5
17-06-2019,30.8,22,25.9,71.2,0,35,40,37.5
18-06-2019,31.9,22.7,26.4,66.6,0,30,35,32.5
19-06-2019,32,22,26.4,68.5,0.994,30,35,32.5
20-06-2019,30.9,22,25.9,71.3,0.3,30,35,32.5
21-06-2019,30.1,21.1,24.8,75.9,0,20,25,22.5
22-06-2019,28.7,22,24.9,76.8,0.002,15,20,17.5
23-06-2019,28.9,21.8,24.2,82.8,13.099,15,20,17.5
24-06-2019,30,21,24.9,78.4,0.299,25,30,27.5
25-06-2019,30,21.8,25.4,74.6,0.5,25,30,27.5
26-06-2019,28,22,24.9,74.6,1,20,25,22.5
27-06-2019,30,22,25.2,70.7,4.968,20,25,22.5
28-06-2019,31,21.4,25.4,66.1,0.013,20,25,22.5
29-06-2019,30,21.3,25.3,70,0,20,25,22.5
30-06-2019,28.6,22,24.7,75.2,0,20,25,22.5
01-07-2019,30,21,25.4,67.5,0,20,25,22.5
02-07-2019,30.9,21.9,25.7,67.4,0,35,40,37.5
03-07-2019,30,21.3,25.3,70.7,0,28,34,31
04-07-2019,29.9,22,24.8,76.5,0.994,35,40,37.5
05-07-2019,29,21.7,24.1,80.8,5.969,38,42,40
06-07-2019,29.1,21.1,24.5,76.9,0.205,35,40,37.5
07-07-2019,29,21.4,24.9,70.9,0,40,45,42.5
08-07-2019,29.9,20.7,24.9,69.8,0,38,42,40
09-07-2019,27.7,20.1,24.3,75.7,0.005,35,40,37.5
10-07-2019,30,20.7,23.9,76,2,40,45,42.5
11-07-2019,29.1,19.2,23.9,74.5,0.044,50,55,52.5
12-07-2019,31.1,21.1,25.1,73.8,0.019,45,50,47.5
13-07-2019,31,21,25.6,72.6,0.994,60,66,63
14-07-2019,30,21.7,25.1,73,0.199,65,70,67.5
15-07-2019,30,21.3,25.2,74.1,3,65,70,67.5
16-07-2019,30.9,21.3,25.2,75.4,2.983,65,75,70
17-07-2019,30.9,21.1,25.4,73.1,39.785,70,80,75
18-07-2019,29,21.9,24.7,77.5,0.516,75,80,77.5
19-07-2019,29.8,21.9,24.2,80.3,0.516,65,70,67.5
20-07-2019,27.9,21.1,24.1,77.7,0,65,70,67.5
21-07-2019,27.2,20.9,23.5,84.3,3.006,65,70,67.5
22-07-2019,26,20,23,82.9,11.962,60,65,62.5
23-07-2019,26.9,19.4,22.5,84.2,0.218,50,60,55
24-07-2019,29,20,24,77.9,0.994,45,50,47.5
25-07-2019,28.8,21.5,24.1,81.4,10.931,40,45,42.5
26-07-2019,27.8,21,23.2,82.3,0.044,45,50,47.5
27-07-2019,28.9,20.7,24.2,74.7,0.004,40,45,42.5
28-07-2019,28.9,20.9,23.5,80.5,0.143,42,50,46
29-07-2019,28,20.9,23.7,81.4,0,45,50,47.5
30-07-2019,27.9,20.4,23.3,80.5,0,50,60,55
31-07-2019,29.4,20,24.2,72.3,0,58,62,60
01-08-2019,30,20.7,24.9,69.3,0,60,65,62.5
02-08-2019,26.7,21,23.7,74.6,0,60,65,62.5
03-08-2019,28.9,20.7,24.4,72.3,0,55,60,57.5
04-08-2019,27.4,21,23.8,76.6,0,55,60,57.5
05-08-2019,26,21,22.5,88.1,1.494,50,55,52.5
06-08-2019,26,20,22,86.8,3.081,50,55,52.5
07-08-2019,25.9,20.4,22.5,87.7,1.994,55,60,57.5
08-08-2019,25,21,22.3,89.6,20.943,60,65,62.5
09-08-2019,26,20.7,22.4,90.1,0.105,60,65,62.5
10-08-2019,26,20,22.6,83.6,0,58,65,61.5
11-08-2019,28,20.4,23.4,81,5.994,58,65,61.5
12-08-2019,28,20.9,23.7,83.8,18.931,58,65,61.5
13-08-2019,28,20.9,24,81.7,0.199,60,70,65
14-08-2019,27.9,21,23.1,85.2,6.987,60,65,62.5
15-08-2019,28.9,20.9,23.7,81.1,0.8,75,80,77.5
16-08-2019,28.8,21,23.4,85.2,0.997,75,80,77.5
17-08-2019,25.9,20.7,22.7,86,4.97,75,85,80
18-08-2019,24.9,21,22.3,89.4,11.067,80,86,83
19-08-2019,29,20.2,23.9,81.7,12.981,85,90,87.5
20-08-2019,26.5,21,22.8,88.7,18.171,90,95,92.5
21-08-2019,27,20.9,23.7,83.4,3,85,95,90
22-08-2019,27.9,21,23.1,85.1,2.987,80,90,85
23-08-2019,27.9,20.7,22.8,85.8,1.99,70,80,75
24-08-2019,26.9,20,22.9,82.8,0.016,70,75,72.5
25-08-2019,28.9,20,23.4,78.9,0.5,70,75,72.5
26-08-2019,27,20,23.1,79.1,0.203,70,80,75
27-08-2019,28.1,20.9,23.7,78.2,0,55,60,57.5
28-08-2019,29,20,23.8,78.4,0.9,50,55,52.5
29-08-2019,29,21,24.3,77.5,0.001,45,55,50
30-08-2019,28.1,20.7,24.4,76.3,0.001,50,55,52.5
31-08-2019,26.1,20.9,23.2,82.6,0,45,50,47.5
01-09-2019,26.9,20.4,23,82.2,0.7,40,50,45
02-09-2019,26,20,22.6,85,13.292,40,46,43
03-09-2019,26.5,20.4,22.5,85.3,4.019,40,47,43.5
04-09-2019,25,20.4,22.3,86.7,0.006,34,40,37
05-09-2019,26.9,20.7,22.7,84.5,0.199,30,35,32.5
06-09-2019,27,20.9,22.9,84.3,1.992,30,35,32.5
07-09-2019,27.9,20.4,23.2,80.7,0.199,30,35,32.5
08-09-2019,27,21,23.7,79.3,0,35,40,37.5
09-09-2019,28,21,24.1,77.3,0.199,45,50,47.5
10-09-2019,27.4,20.8,23.9,80.3,0.5,40,45,42.5
11-09-2019,27,21,24,79.8,0.118,40,45,42.5
12-09-2019,29,21,23.8,79.3,0.398,35,40,37.5
13-09-2019,29,21,24.5,74.7,5,35,40,37.5
14-09-2019,30,21,24.8,73.4,2.7,30,35,32.5
15-09-2019,30.2,21,24.8,74.9,1.4,30,35,32.5
16-09-2019,27,20.1,23.1,82.7,27.167,30,35,32.5
17-09-2019,26.9,20,23,86.4,4.174,30,35,32.5
18-09-2019,28,21,24.1,81.8,0.115,32,40,36
19-09-2019,29.8,21,24.5,79.8,0.032,35,40,37.5
20-09-2019,28.9,21,24.3,78.4,1,30,40,35
21-09-2019,29.9,21,25.2,74.2,0.5,35,40,37.5
22-09-2019,27.9,21.4,24.2,87.5,4.583,40,50,45
23-09-2019,28.9,21.1,24,85.3,5.303,50,57,53.5
24-09-2019,29.7,20,23.6,85.2,47.188,50,55,52.5
25-09-2019,28.9,20.8,24,84.5,0.131,40,50,45
26-09-2019,28.9,20.2,24.1,79.3,3.3,35,40,37.5
27-09-2019,29.9,21,24.7,80.7,5.962,30,40,35
28-09-2019,30,21,25.2,75.2,0.6,30,35,32.5
29-09-2019,29.1,21.3,25,75.3,0.3,35,40,37.5
30-09-2019,29.9,22,25.1,75.9,0.1,35,40,37.5
01-10-2019,28.9,21,24,85,15.9,35,40,37.5
02-10-2019,29.9,19.1,24.2,78.9,6.611,35,45,40
03-10-2019,29.9,19.9,24.3,81.9,9.936,40,45,42.5
04-10-2019,29.9,19.9,23.7,82.6,8.031,45,50,47.5
05-10-2019,28,20,23.7,80.3,0.663,45,50,47.5
06-10-2019,29.8,20,24.4,78.8,0.9,55,60,57.5
07-10-2019,27.9,21,23.7,84.4,0.185,51.46666667,57.7,54.58333333
08-10-2019,30.8,20.8,23.9,82,2.113,65,70,67.5
09-10-2019,29.9,19.5,24.2,77.9,3.975,70,75,72.5
10-10-2019,29.9,21,24.9,79.1,0.001,35,40,37.5
11-10-2019,29.9,21,25,77.8,0.596,30,35,32.5
12-10-2019,29.9,21,25.3,75.1,0.6,30,35,32.5
13-10-2019,29.9,21.5,25.3,77.4,1.2,25,30,27.5
14-10-2019,30.6,22,26.3,72.4,0.1,30,35,32.5
15-10-2019,29.1,21,24.5,80.9,0.019,33,38,35.5
16-10-2019,27.9,21,24.4,80.3,10.1,38,45,41.5
17-10-2019,26.9,21,22.9,88.4,2.018,40,45,42.5
18-10-2019,27.9,20,23.7,82.6,7.057,45,50,47.5
19-10-2019,28,20.4,23.9,80.9,3.1,40,45,42.5
20-10-2019,27.9,21,23.6,83.3,8.088,48,53,50.5
21-10-2019,27,20.9,23.1,88.9,32.95,50,55,52.5
22-10-2019,24.9,20.7,22,92.1,17.943,50,60,55
23-10-2019,27.9,20,22.8,85.2,0.001,50,55,52.5
24-10-2019,27,20.1,23,82.1,0,55,60,57.5
25-10-2019,26.9,19.9,22.2,86.5,6.006,65,75,70
26-10-2019,27.9,19.2,22.6,84.1,3.006,75,80,77.5
27-10-2019,27.9,19.4,22.9,86,25.101,80,90,85
28-10-2019,28,20,23.2,85.3,12,60,70,65
29-10-2019,25,20,22.3,86.7,0.505,80,90,85
30-10-2019,25.9,19.5,21.9,91.3,6.026,115,120,117.5
31-10-2019,25.9,20,22.9,85.5,0.298,80,90,85
01-11-2019,28.9,18.7,24.4,71.4,0.3,80,90,85
02-11-2019,28.9,21,24.5,77.6,0,60,70,65
03-11-2019,29.9,21,24.9,73.1,0,60,65,62.5
04-11-2019,29.9,18,24.2,62.5,0,80,90,85
05-11-2019,29.9,17,23.9,65.4,0,85,90,87.5
06-11-2019,29.9,17.5,24.3,67.7,0,80,90,85
07-11-2019,29.9,18.7,24.7,70.3,6.2,70,80,75
08-11-2019,29,21,24.6,78.6,2.981,60,70,65
09-11-2019,30.8,21.2,25.4,75.2,49.684,60,70,65
10-11-2019,29.9,20,25,73.8,3.6,55,65,60
11-11-2019,28.9,19,24.1,73.8,0,45,55,50
12-11-2019,28.9,19,23.6,72.8,0,40,50,45
13-11-2019,28.9,18,23.5,71.9,0,35,45,40
14-11-2019,26.9,18,22.2,83.3,0.025,35,45,40
15-11-2019,26,19.4,22.7,87.2,3.404,35,45,40
16-11-2019,28.9,20,23.6,82,0,35,40,37.5
17-11-2019,28.9,20,24.1,72.1,0,35,40,37.5
18-11-2019,28,20,23.9,79.1,0,30,35,32.5
19-11-2019,29,20.2,24.1,77.6,0,30,40,35
20-11-2019,27,20,22.6,87.7,10.949,30,35,32.5
21-11-2019,25.9,20,22.9,81.6,1.1,30,40,35
22-11-2019,26.3,19.5,22.6,82.6,0,30,35,32.5
23-11-2019,28.3,17,21.9,73.9,0,30,40,35
24-11-2019,27.9,18,22.3,77.7,0,30,35,32.5
25-11-2019,27,17.5,22.1,79.2,0,25,35,30
26-11-2019,27.9,17.4,22.3,76.4,0.9,25,30,27.5
27-11-2019,25.9,20,22.4,84.4,0.215,20,30,25
28-11-2019,27.9,19,22.9,81.4,0.6,20,25,22.5
29-11-2019,27,18.5,23,80.8,2,20,28,24
30-11-2019,24.9,18,21.7,88.6,1.006,22,30,26
01-12-2019,23.9,20,21.5,93.7,5.994,30,35,32.5
02-12-2019,24.9,20,21.4,90.5,0.2,30,35,32.5
03-12-2019,24,19,21.4,85.5,0.003,30,35,32.5
04-12-2019,25.9,18.5,21.7,81.8,0,30,35,32.5
05-12-2019,25,17,20.8,79.6,0,35,45,40
06-12-2019,24.9,17,20.6,81.6,0,45,50,47.5
07-12-2019,24.9,15,20,89.4,0.503,45,50,47.5
08-12-2019,24,18.3,20.7,89.4,0,40,45,42.5
09-12-2019,26.9,16.5,21.3,78.9,0,40,50,45
10-12-2019,26,17,21.6,77.5,0,40,50,45
11-12-2019,27.9,15,21.4,75.9,0,35,45,40
12-12-2019,27.1,16,21.4,77,0,35,40,37.5
13-12-2019,27.7,16.5,21.8,79.2,0,38,45,41.5
14-12-2019,25,19.3,21.6,88.6,2.981,40,50,45
15-12-2019,26.9,17,21.6,78,0,50,55,52.5
16-12-2019,26.9,17,22,79.7,0,35,45,40
17-12-2019,26.9,18.7,21.6,81.5,0.006,30,40,35
18-12-2019,26.8,16,21.4,79.6,0,35,40,37.5
19-12-2019,25.9,18,21.3,80.2,0,20,30,25
20-12-2019,25.9,15,20.6,81.4,0,20,30,25
21-12-2019,28,18,22.1,79.6,0,20,25,22.5
22-12-2019,27.9,18,22.1,77.8,0,30,40,35
23-12-2019,27.9,18,21.4,80.4,0,35,40,37.5
24-12-2019,28,18.4,22.4,83.3,0,20,30,25
25-12-2019,25,20,22,88.8,0,20,30,25
26-12-2019,29,19,22.5,81.2,0,30,35,32.5
27-12-2019,29.9,17.5,22.8,77.7,0,20,30,25
28-12-2019,27.9,17.7,21.8,77.3,0,25,30,27.5
29-12-2019,27.9,16.5,21.7,74,0,25,30,27.5
30-12-2019,27.9,18,21.9,76.9,0,25,30,27.5
31-12-2019,26.9,17.5,21.9,79.9,0,40,45,42.5
01-01-2020,24.9,18,21.7,85.5,0,35,45,40
02-01-2020,27.9,19,22.5,83,0,40,50,45
03-01-2020,30.9,19,24,75.6,0,43,50,46.5
04-01-2020,29.9,19.1,23.9,73.3,0,45,55,50
05-01-2020,29.9,20,24.2,74.4,0,40,50,45
06-01-2020,25.9,20.4,22.7,84.2,0.002,40,50,45
07-01-2020,27.9,19,22.5,77.6,0,35,40,37.5
08-01-2020,28.9,18,22.8,71.8,0,35,40,37.5
09-01-2020,29.9,18,22.9,69.7,0,20,30,25
10-01-2020,28.9,16,22,68.4,0,25,35,30
11-01-2020,27.9,15.9,21.3,69.1,0,20,25,22.5
12-01-2020,27.1,15,21,72.3,0,25,30,27.5
13-01-2020,28.9,17.9,22.3,69.7,0,40,45,42.5
14-01-2020,28.9,16,21.9,65.2,0,35,40,37.5
15-01-2020,28,14.9,20.8,62.8,0,30,35,32.5
16-01-2020,28.9,15,21.2,67.3,0,20,30,25
17-01-2020,29.9,15,21.9,64,0,20,30,25
18-01-2020,27.1,18.9,22.1,83.5,0,25,30,27.5
19-01-2020,28.9,19,23.5,72.7,0,25,30,27.5
20-01-2020,29.9,17,23.3,66,0,25,30,27.5
21-01-2020,29.1,16,22.5,60.7,0,20,25,22.5
22-01-2020,28.9,15,21.7,73.5,0,20,30,25
23-01-2020,29,18,23.2,71,0,20,25,22.5
24-01-2020,29.9,16,22.4,57.3,0,14,20,17
25-01-2020,30,14,22.2,45.4,0,15,20,17.5
26-01-2020,31.9,13,22.8,47.3,0,20,25,22.5
27-01-2020,31,15,23.3,54,0,25,30,27.5
28-01-2020,30.9,16,23.5,62,0,15,25,20
29-01-2020,31.9,17,24.4,57.5,0,15,25,20
30-01-2020,32.9,17,24.7,55,0,15,25,20
31-01-2020,31.6,18,24.8,57.2,0,20,25,22.5
