Date,tempmax,tempmin,temp,humidity, prcp,Minimum,Maximum,Average
01-02-2020,29.8,18.9,23.4,67.1,0,15,20,17.5
02-02-2020,28,17.9,22.6,66.1,0,15,25,20
03-02-2020,29.9,16,22.9,58.4,0,15,20,17.5
04-02-2020,29.3,15.9,22.5,60.9,0,15,20,17.5
05-02-2020,29.9,18.9,23.5,66.7,0,22,25,23.5
06-02-2020,30,17,23.8,59.9,0,15,20,17.5
07-02-2020,29.9,18.1,23.5,66.5,0,15,20,17.5
08-02-2020,30,18.9,24.2,62.4,0,15,20,17.5
09-02-2020,29.6,18,23.6,66.9,0,15,20,17.5
10-02-2020,29.3,19,23.5,68.1,0,12,20,16
11-02-2020,30.6,15.9,22.6,65.5,0,10,15,12.5
12-02-2020,27.9,17.9,23,67.1,0,10,15,12.5
13-02-2020,31,18,24.3,59.2,0,10,15,12.5
14-02-2020,30.9,17.9,24.4,59,0,20,25,22.5
15-02-2020,32,16,24.6,42.4,0,20,25,22.5
16-02-2020,31.1,16.8,24.2,38.2,0,20,25,22.5
17-02-2020,31.3,15,23.3,45.7,0,20,25,22.5
18-02-2020,30.9,15.9,23.5,50.5,0,20,25,22.5
19-02-2020,30.9,16,23.5,56.9,0,14,20,17
20-02-2020,31.1,16.9,23.5,53.9,0,15,20,17.5
21-02-2020,30.9,16,23.4,57.4,0,12,20,16
22-02-2020,30.3,17,23.6,63.3,0,10,15,12.5
23-02-2020,29.9,18.8,23.7,65.1,0,15,20,17.5
24-02-2020,28.9,18.9,23.4,66.3,0,15,20,17.5
25-02-2020,31.9,17,24.3,61,0,15,20,17.5
26-02-2020,31.3,19,25.1,62.3,0,15,20,17.5
27-02-2020,31,19,25.1,62.5,0,20,25,22.5
28-02-2020,29.9,19,24.3,65.2,0,10,15,12.5
29-02-2020,31,19,25,60.3,0,12,20,16
01-03-2020,31,19,25,62.8,0,30,40,35
02-03-2020,29.8,20,24.4,68.1,0,25,30,27.5
03-03-2020,31.9,19,25.5,60.9,0,40.68965517,46.03448276,43.36206897
04-03-2020,31.9,22.1,26.7,55.3,0.894,25,30,27.5
05-03-2020,32.9,21,26.6,57.9,0,25,30,27.5
06-03-2020,31.9,22,26.6,63.5,0.994,30,35,32.5
07-03-2020,31.3,22,26.1,69,0.019,40,45,42.5
08-03-2020,31.3,22,26.2,68,0,30,35,32.5
09-03-2020,31.9,21,26.4,66.4,0,25,30,27.5
10-03-2020,32.6,21.9,26.9,57.3,0,25,30,27.5
11-03-2020,32.9,21.9,26.8,54,0,25,30,27.5
12-03-2020,32.9,22,26.8,50.7,0,25,30,27.5
13-03-2020,32.6,19,26.5,49.5,0,30,35,32.5
14-03-2020,33.1,19,26.5,50.6,0,30,35,32.5
15-03-2020,33.9,20.9,26.7,56.6,0,35,40,37.5
16-03-2020,33.1,19.4,26.3,57.1,0,35,40,37.5
17-03-2020,32.6,19.9,26.3,55.4,0,35,40,37.5
18-03-2020,34,18.9,26.7,45.2,0,35,40,37.5
19-03-2020,34,20.9,27.3,44,0,35,40,37.5
20-03-2020,32.6,22.9,25.7,64.3,1.991,35,40,37.5
21-03-2020,34,21,27.3,55.9,0,35,40,37.5
22-03-2020,33,22,27.7,52.7,0.003,50,55,52.5
23-03-2020,33,22.2,26.6,65.7,14.937,55,60,57.5
24-03-2020,34,21,27.4,55.7,0,40.68965517,46.03448276,43.36206897
25-03-2020,32.9,19,26.6,53,0,50,60,55
26-03-2020,33.9,18,26.6,52.4,0,75,80,77.5
27-03-2020,32.9,19,26.2,50.4,0,65,70,67.5
28-03-2020,34,17,26.3,40.8,0,65,70,67.5
29-03-2020,34.9,16,26.9,37.2,0,75,80,77.5
30-03-2020,35,18,27.4,39.6,0,80,85,82.5
31-03-2020,34.9,17,27.3,41.5,0,55,60,57.5
01-04-2020,35,19,28.3,37.8,0,45,50,47.5
02-04-2020,35,19,28.4,42.1,0,45,50,47.5
03-04-2020,34.9,21,28.4,44.9,0,35,40,37.5
04-04-2020,35.1,21,28.1,47,0,35,40,37.5
05-04-2020,35,22,28.5,53,0,35,40,37.5
06-04-2020,35.8,22,27.7,59.6,30,35,40,37.5
07-04-2020,30,21,25.1,76.4,5,45,50,47.5
08-04-2020,32.9,21,26.5,65.3,1.1,45,50,47.5
09-04-2020,32.9,19.1,25.5,75,32,29.11764706,34.11764706,31.61764706
10-04-2020,31,19.4,25,66.1,0.3,29.11764706,34.11764706,31.61764706
11-04-2020,32,20,26.2,63.5,0,29.11764706,34.11764706,31.61764706
12-04-2020,33.9,19,27.1,53.1,0,29.11764706,34.11764706,31.61764706
13-04-2020,34.9,19,27.4,46.9,0,29.11764706,34.11764706,31.61764706
14-04-2020,34.9,18,27.4,38.8,0,29.11764706,34.11764706,31.61764706
15-04-2020,34.9,18,27,44.3,0,29.11764706,34.11764706,31.61764706
16-04-2020,34.9,20,27.9,47.2,0,29.11764706,34.11764706,31.61764706
17-04-2020,35.9,20,28.4,50.6,0,29.11764706,34.11764706,31.61764706
18-04-2020,34.9,23,28.6,53.4,0,29.11764706,34.11764706,31.61764706
19-04-2020,34.9,23,28.7,51.2,0,29.11764706,34.11764706,31.61764706
20-04-2020,34.9,22,28.2,51.8,0,29.11764706,34.11764706,31.61764706
21-04-2020,34.9,21,27.8,49.3,0,29.11764706,34.11764706,31.61764706
22-04-2020,35,23,29.1,51.8,0,20,25,22.5
23-04-2020,35.9,24,28.8,58.9,0.2,15,20,17.5
24-04-2020,31.9,21,26,75.3,22.82,20,25,22.5
25-04-2020,32,23,26.3,73.8,0.1,20,25,22.5
26-04-2020,30.9,22,27,67.5,1.4,20,25,22.5
27-04-2020,33,22,27.6,67.1,2.981,20,25,22.5
28-04-2020,33.9,23,27.4,69.4,0.025,20,25,22.5
29-04-2020,27,20,23.8,82.9,5.013,20,25,22.5
30-04-2020,33.9,21,26.8,64.9,0,20,25,22.5
01-05-2020,33.9,22,28,64.7,0.8,20,25,22.5
02-05-2020,32.9,23,28,64.7,0,20,25,22.5
03-05-2020,34.9,22,28,66.4,0.596,25,30,27.5
04-05-2020,34.9,22,28.8,58.8,0,25,30,27.5
05-05-2020,35,23,29.3,54.5,0,25,30,27.5
06-05-2020,33,24,27.8,63.9,1.987,30,35,32.5
07-05-2020,32.9,23,27.1,73.4,0.298,25,30,27.5
08-05-2020,33.9,23,27.7,69,0,25,30,27.5
09-05-2020,35,23,29.3,57.6,0.001,25,30,27.5
10-05-2020,35,23,29.1,54.1,0,30,35,32.5
11-05-2020,33.9,23.9,28.4,52.5,0,35,40,37.5
12-05-2020,33.9,22,27.9,60,0,35,40,37.5
13-05-2020,33,22,28,62.3,0,35,40,37.5
14-05-2020,34.9,23,28.9,57.8,0,35,40,37.5
15-05-2020,34.9,24,29.3,58.4,0,30,35,32.5
16-05-2020,32.9,24,28.5,59.1,0,30,35,32.5
17-05-2020,35,22.4,28.7,61.6,7.962,45,50,47.5
18-05-2020,31.9,21.4,25.8,77,3.013,40,45,42.5
19-05-2020,32.9,23,27.2,70.5,0,25,35,30
20-05-2020,33,22.2,27.3,64.7,0,30,35,32.5
21-05-2020,34.9,22.8,27.9,64,0.5,25,30.16666667,27.58333333
22-05-2020,34.9,22.7,28.2,63.2,0,20,25,22.5
23-05-2020,35.9,22,28.8,59.6,0,15,20,17.5
24-05-2020,33.6,22.1,25.9,74.4,34.848,15,20,17.5
25-05-2020,33,22,27,71.8,2.2,15,20,17.5
26-05-2020,33,21.7,26.3,75.3,28.817,15,20,17.5
27-05-2020,32,21.3,24.9,83,18.107,15,20,17.5
28-05-2020,33,21,25.5,79.3,3,20,25,22.5
29-05-2020,32,20.9,24.9,79.9,22.023,20,25,22.5
30-05-2020,31,20.7,24.9,79,0.199,15,20,17.5
31-05-2020,32.9,22,26.8,75.3,0.004,10,15,12.5
01-06-2020,30.9,22.1,25.6,80.4,0.001,15,20,17.5
02-06-2020,28.9,22.2,25.1,78.3,0.3,10,15,12.5
03-06-2020,28.9,21.7,25,76.6,0,15,20,17.5
04-06-2020,29.9,22,25.7,75.7,0,15,20,17.5
05-06-2020,31,22,25.9,73.8,0.9,25,30,27.5
06-06-2020,30,21.7,24.5,81.4,20.032,35,40,37.5
07-06-2020,30,21,24.8,77.7,0.2,25,30,27.5
08-06-2020,31.9,21.4,26.3,70.2,0,30,35,32.5
09-06-2020,30.9,22,26,73.4,0,25,30,27.5
10-06-2020,29.9,22,24.9,78.5,0.994,25,30,27.5
11-06-2020,28.9,20.1,23.8,82.8,20.936,25,30,27.5
12-06-2020,27.9,20.2,23.5,76.1,2.7,25,30,27.5
13-06-2020,28.9,20.1,23.8,82.9,1.989,20,25,22.5
14-06-2020,29.9,21,24.6,79.5,0,25,30,27.5
15-06-2020,29,21.7,25.2,76.4,0,25,30,27.5
16-06-2020,28.9,21.9,25.1,79.8,1.987,25,30,27.5
17-06-2020,27.9,21.9,24.1,83.1,0.1,20,25,22.5
18-06-2020,27.9,21.2,24,82,0,22,25,23.5
19-06-2020,30.9,21,25.1,76.9,0,15,20,17.5
20-06-2020,29.9,21,25.4,74.2,0,15,20,17.5
21-06-2020,29,21,24.3,80.3,0.2,15,20,17.5
22-06-2020,29.9,21,23.9,81.3,1.987,15,20,17.5
23-06-2020,30.9,21,25.4,72.4,2.1,15,20,17.5
24-06-2020,31.8,21,24.8,80.7,26.089,15,20,17.5
25-06-2020,29.9,21,24.2,83.3,27.139,15,20,17.5
26-06-2020,29.9,20.4,24.4,82.5,13,25,30,27.5
27-06-2020,28.9,21.2,24.9,81.6,13.8,25,30,27.5
28-06-2020,29.9,21,25.2,80.6,10.3,25,30,27.5
29-06-2020,28.9,12.4,24.6,82.1,2,20,25,22.5
30-06-2020,29.9,21.1,25.2,78.9,0.999,20,25,22.5
01-07-2020,29,21,25.1,76.8,0,15,20,17.5
02-07-2020,26.9,21.7,23.3,88.8,8.987,10,15,12.5
03-07-2020,28.9,20.4,23.4,86.4,5.999,10,15,12.5
04-07-2020,27.9,20.2,24,82.2,3,10,15,12.5
05-07-2020,28,21.4,23.8,85.7,0.596,15,20,17.5
06-07-2020,27,21,23.6,83.8,0.1,15,20,17.5
07-07-2020,28.9,21,24.1,82.4,7,15,20,17.5
08-07-2020,29.9,20.7,23.9,84.9,22.12,15,20,17.5
09-07-2020,29,20.6,24,84.9,13.931,12,18,15
10-07-2020,27.9,21,23.6,86.7,13.397,12,18,15
11-07-2020,29,21,24.9,77.9,0.3,10,15,12.5
12-07-2020,30,21.4,25.2,77.4,0.204,18.3,23.66666667,20.98333333
13-07-2020,29.9,21.9,25,77.7,0.3,10,15,12.5
14-07-2020,26.9,21.9,24,83.3,0,10,15,12.5
15-07-2020,26,21,23,90.6,3.981,10,15,12.5
16-07-2020,26,21,22.5,93.6,11.062,10,15,12.5
17-07-2020,26,20.7,22.9,89.8,1,12,18,15
18-07-2020,27.9,21,23.8,85.9,0.8,13,18,15.5
19-07-2020,29.9,21.6,24.6,85.6,1,12,18,15
20-07-2020,29.9,20,23.8,89.6,27.025,12,18,15
21-07-2020,30.9,19.2,24.9,78.9,5,15,20,17.5
22-07-2020,30.9,22,26.1,76.8,1.3,15,20,17.5
23-07-2020,30.1,21.9,25.2,81.9,4.11,15,20,17.5
24-07-2020,26.9,21,24.1,84.8,5.6,18,22,20
25-07-2020,29.9,20.9,24.3,80.5,0.425,25,30,27.5
26-07-2020,28.9,20.4,24.1,79.7,3.619,28,35,31.5
27-07-2020,29,20,24.1,81.7,1.989,35,40,37.5
28-07-2020,29.9,20.9,24.8,79.5,0.023,40,50,45
29-07-2020,26.9,21.9,23.6,91.3,8.946,40,45,42.5
30-07-2020,28.9,21.1,24,85.8,3.978,45,50,47.5
31-07-2020,30.9,21.7,24.5,83.9,0.996,45,50,47.5
01-08-2020,28.9,21,23.6,87.4,3.112,40,45,42.5
02-08-2020,29,21,23.7,85.3,1.993,40,45,42.5
03-08-2020,26.9,20.4,23.3,86.6,1.6,45,50,47.5
04-08-2020,25,21.1,22.6,88.1,1.414,40,45,42.5
05-08-2020,26,20.1,22.6,87.7,1.032,40,45,42.5
06-08-2020,28.9,20.9,24.2,84.1,0.199,40,45,42.5
07-08-2020,28,21.4,24.3,83.5,0,35,40,37.5
08-08-2020,28.9,20.4,23.7,86.1,0.2,35,40,37.5
09-08-2020,26.9,20.4,22.6,89.6,7.007,34,40,37
10-08-2020,26,19.9,22.5,86.8,4.968,30,35,32.5
11-08-2020,28,20.9,23.2,88.3,4.987,28,33,30.5
12-08-2020,27,20.9,23.8,81.5,0.2,25,30,27.5
13-08-2020,28.9,21,24.1,78.4,0,25,30,27.5
14-08-2020,26.9,20,23.2,82.7,0,25,30,27.5
15-08-2020,26.9,20.7,23,82,0,25,30,27.5
16-08-2020,24.9,20,22.2,87.5,8.943,25,30,27.5
17-08-2020,26,20,22.5,91.3,0.104,35,40,37.5
18-08-2020,26.9,21,23.4,84.5,0.1,45,50,47.5
19-08-2020,27.9,20,23.5,83.4,0.4,55,60,57.5
20-08-2020,26.9,20.4,23.4,84.6,0,65,70,67.5
21-08-2020,28.9,21,24.3,81.6,0,60,65,62.5
22-08-2020,29.9,21,24.8,82.5,14.905,60,65,62.5
23-08-2020,28.9,21.2,24.5,83.3,0.175,60,65,62.5
24-08-2020,29,21.4,24.7,82.2,8.5,50,60,55
25-08-2020,29.9,20.9,25.2,72.6,0,50,60,55
26-08-2020,29.9,22,25.6,73.8,4.7,40,50,45
27-08-2020,28.9,21.4,24.7,73.9,0.2,50,55,52.5
28-08-2020,30.9,20,25.3,68.1,0,75,80,77.5
29-08-2020,30.9,20.9,25.9,67.3,0,75,80,77.5
30-08-2020,31.9,21,26,70.9,6.1,70,75,72.5
31-08-2020,29.1,20.1,24.9,79.5,34.874,65,70,67.5
01-09-2020,28.9,21,24.3,83.9,5.962,45,50,47.5
02-09-2020,26.8,20,23,90.9,21.025,50,55,52.5
03-09-2020,28.9,20.9,24,86.7,20.076,50,60,55
04-09-2020,29.9,21.4,25.3,79.5,1.8,50,60,55
05-09-2020,28.9,22,25.3,83.8,2.1,50,60,55
06-09-2020,30.9,22,25.7,80.6,1.4,50,60,55
07-09-2020,29.9,21,24.8,79.4,0.213,45,50,47.5
08-09-2020,31.8,21.4,25.1,79.9,20.988,45,50,47.5
09-09-2020,29.6,20,23.9,87.3,101.438,40,45,42.5
10-09-2020,28.9,20.1,23.5,84.2,7,40,45,42.5
11-09-2020,26.9,20,22.7,87.2,0.202,40,45,42.5
12-09-2020,26.9,20.4,22.2,92.3,15.966,50,55,52.5
13-09-2020,25.9,20,22,91.7,0.499,50,60,55
14-09-2020,27.3,20,22.6,87.8,10,70,75,72.5
15-09-2020,27.9,20,23.3,84,0.199,75,80,77.5
16-09-2020,27.9,20.4,24.1,80.7,0,75,80,77.5
17-09-2020,28.9,21,24,79.7,0.199,90,100,95
18-09-2020,28.9,21,24.3,79.9,1.9,95,100,97.5
19-09-2020,26.9,20.9,22.7,88.3,19.962,80,85,82.5
20-09-2020,22.9,19.9,21.1,96.6,10.968,85,90,87.5
21-09-2020,27,19.2,22.6,85,0.099,80,85,82.5
22-09-2020,26,18.9,22.2,85.9,0.2,80,90,85
23-09-2020,27.9,18.2,23,78.3,0,80,85,82.5
24-09-2020,28,20,23.9,81.3,0.001,80,85,82.5
25-09-2020,30,21,24.9,78.9,0.503,85,90,87.5
26-09-2020,26.8,21,23.1,85.3,2.485,75,80,77.5
27-09-2020,27.9,20,23.8,80.5,0.1,65,70,67.5
28-09-2020,28.9,20,24.2,80.9,0.099,75,85,80
29-09-2020,27.9,20.6,22.9,89.6,36.994,90,95,92.5
30-09-2020,26.9,19,22.7,86.7,16.993,70,75,72.5
01-10-2020,27.9,20,23.7,78,0,60,65,62.5
02-10-2020,29.9,18.8,24.6,77.9,0.004,45,50,47.5
03-10-2020,28.9,21,23.8,84.1,0.473,45,50,47.5
04-10-2020,27.9,20.1,23.1,82,0.199,45,50,47.5
05-10-2020,28,19,23.7,78.1,0,35,40,37.5
06-10-2020,30.9,20,25.2,74.4,2.3,35,40,37.5
07-10-2020,30.9,21.9,25.3,76.6,4.1,35,40,37.5
08-10-2020,30.9,20,26,71.5,1.7,35,40,37.5
09-10-2020,29,22,24.3,86.7,3,40,45,42.5
10-10-2020,28.9,19.4,23.7,84.3,69.899,40,45,42.5
11-10-2020,24.9,21,22.2,93.2,2.994,45,50,47.5
12-10-2020,25.9,20,22.3,91.1,1.991,65,70,67.5
13-10-2020,24,20.3,21.8,92,3.379,75,80,77.5
14-10-2020,25.9,19.9,22.2,84.4,0.2,60,70,65
15-10-2020,27,19.4,22.9,80,0.2,55,60,57.5
16-10-2020,28.9,19.1,23.8,77.6,0,65,70,67.5
17-10-2020,28,20,23.8,78.3,2.3,60,70,65
18-10-2020,27.9,21,24,82.4,0.203,60,65,62.5
19-10-2020,27,21.7,23.6,87.8,5.24,55,60,57.5
20-10-2020,26.9,21,23.3,90.7,30.886,60,65,62.5
21-10-2020,25.9,20.7,22.9,91.7,35.079,70,80,75
22-10-2020,27.9,21,22.8,92.6,19.726,75,85,80
23-10-2020,27,17.9,22.2,91.8,19.019,70,80,75
24-10-2020,27,17.4,22,84.1,3.3,75,85,80
25-10-2020,29,20.9,24.2,77.1,5.962,100,115,107.5
26-10-2020,29.9,20,24.3,71.4,0,90,100,95
27-10-2020,28.9,18,23.8,71.9,0,70,80,75
28-10-2020,27.9,18,23.2,69.7,0,60,65,62.5
29-10-2020,26.1,19,21.7,75.8,0.5,45,55,50
30-10-2020,27.7,18,22.7,66.6,0,45,50,47.5
31-10-2020,29.9,18,24.1,68.7,0,50,55,52.5
01-11-2020,30.9,19,24.8,66.9,0.199,55,60,57.5
02-11-2020,29.9,20,24.6,73.9,0.7,45,55,50
03-11-2020,29.9,19,24.7,72,0.1,42,50,46
04-11-2020,28.9,19,24.4,77.7,0,55,62,58.5
05-11-2020,29.3,21.1,24.2,81.8,12.063,50,55,52.5
06-11-2020,29,21,24.3,83.4,2.981,42,50,46
07-11-2020,29.9,20.9,24,81.2,0.019,40,45,42.5
08-11-2020,27.9,20,23.7,80.2,1.2,35,40,37.5
09-11-2020,27.9,20,23.2,74.1,0,38,45,41.5
10-11-2020,27.1,16,21.3,62.8,0,35,42,38.5
11-11-2020,27.9,16,22,71,0.9,40,45,42.5
12-11-2020,27.9,20,23.6,82.4,3.1,42,50,46
13-11-2020,26,20,22.3,92.6,6.988,40,45,42.5
14-11-2020,28.9,20,23.3,80.4,0.6,35,40,37.5
15-11-2020,24.9,19,21.7,92.4,7.012,35,40,37.5
16-11-2020,25.9,20.7,21.9,94.5,24.076,40,50,45
17-11-2020,27.9,19.9,23,83,0.001,45,50,47.5
18-11-2020,27.2,19,22.6,83.4,0.7,50,60,55
19-11-2020,28,19,23.1,82.2,0.2,50,55,52.5
20-11-2020,28,18,22.6,73.2,0,40,45,42.5
21-11-2020,28.9,16,22.3,58.3,0,35,40,37.5
22-11-2020,27.9,13,21,61.7,0,30,40,35
23-11-2020,26.9,16,21.8,75.7,0,40,45,42.5
24-11-2020,25.9,15.8,22.1,80.9,0,40,45,42.5
25-11-2020,23.9,18,20.9,87,0.397,40,50,45
26-11-2020,20,18.9,19.7,98,12.132,40,50,45
27-11-2020,22.6,18,19.9,89.4,0.199,45,55,50
28-11-2020,26.9,17,21.6,81.6,0,45,52,48.5
29-11-2020,24.9,18.9,21.6,87,0.4,35,40,37.5
30-11-2020,26.9,19,22.2,79.6,0.3,40,45,42.5
01-12-2020,25.9,17,21.2,69.5,0,45,55,50
02-12-2020,25.9,16,20.3,81.9,0.6,48,55,51.5
03-12-2020,21.1,18,19.6,93.6,0.399,50,55,52.5
04-12-2020,22.9,19,20.7,93.3,0.204,45,55,50
05-12-2020,26,19,21.2,90.5,0.801,45,55,50
06-12-2020,23.9,19,21,90.7,5.987,45,50,47.5
07-12-2020,25.1,19.7,21.8,87.1,0.201,45,55,50
08-12-2020,24,20,21.4,92.6,4.989,45,55,50
09-12-2020,25.8,20,21.8,87.1,0.006,50,55,52.5
10-12-2020,27,17,21.3,69.9,0,55,65,60
11-12-2020,27.9,16,21.2,69.8,0,45,52,48.5
12-12-2020,26.1,14.9,20.1,72.9,0,50,55,52.5
13-12-2020,25.3,16,20.2,76.9,0,40,50,45
14-12-2020,26,15,20.6,73.9,0,35,45,40
15-12-2020,25.9,16,20.6,74,0,35,45,40
16-12-2020,25.3,17,21.2,85.2,1.1,35,40,37.5
17-12-2020,24.1,18.7,21.5,84.4,0.199,30,40,35
18-12-2020,26.9,17.9,22.2,69.8,0,30,40,35
19-12-2020,25,16,20.3,78.4,0,40,50,45
20-12-2020,25,16,20.3,77.7,0,40,50,45
21-12-2020,25,15,19.6,72.7,0,35,45,40
22-12-2020,27.3,13,19.6,73,0,40,50,45
23-12-2020,26.9,16,20.7,78.5,0,35,45,40
24-12-2020,27.3,16,21.4,77.3,0,45,55,50
25-12-2020,27.9,17,21.3,70.2,0,40,50,45
26-12-2020,27.3,16.9,21,66.7,0,45,55,50
27-12-2020,28.9,14.9,20.9,68.7,0,45,55,50
28-12-2020,28.9,16,21.2,61.9,0,50,55,52.5
29-12-2020,28.1,15,21.6,75.4,0,45,50,47.5
30-12-2020,28.8,18.8,22.6,77.9,1.7,45,50,47.5
31-12-2020,25,19,21.4,86.2,0.5,40,45,42.5
01-01-2021,25.1,17.7,20.9,72.9,0.994,40,45,42.5
02-01-2021,24.9,15,20.4,83.5,0.7,30,40,35
03-01-2021,26,19,21.8,83.8,0.1,35,40,37.5
04-01-2021,24,19,21.1,86.5,0.001,30,40,35
05-01-2021,26.1,18,21.6,85.2,0.5,30,35,32.5
06-01-2021,24.1,20,21.3,95.3,14.962,35,45,40
07-01-2021,24.9,19,21.6,92.5,8.602,30,40,35
08-01-2021,26,20,22.5,87.8,0.4,25,35,30
09-01-2021,24.9,20,21.8,87.6,0.2,15,25,20
10-01-2021,27,18.9,22.1,83.8,0,10,15,12.5
11-01-2021,25.9,19,22.2,83.3,0,12,18,15
12-01-2021,24,18,20.7,81.6,0.5,15,25,20
13-01-2021,27,16,21.4,76,0.5,15,25,20
14-01-2021,25.9,16,20.5,84,0.6,15,20,17.5
15-01-2021,26.9,17.9,21.9,79.8,0,15,20,17.5
16-01-2021,28,17,21.9,77.7,0,20,30,25
17-01-2021,28.9,17,22.3,71.3,0,15,20,17.5
18-01-2021,27.3,14,20.9,70.9,0,15,20,17.5
19-01-2021,27.9,16.9,21.5,72.7,0,12,18,15
20-01-2021,28.9,15,22.2,73,0,12,18,15
21-01-2021,30,16,23.3,71.8,0,10,20,15
22-01-2021,29.9,19,23.8,73.5,0,10,20,15
23-01-2021,28.9,18,22.7,70.8,0,10,20,15
24-01-2021,28.9,16,21.9,66.5,0,15,20,17.5
25-01-2021,28,14,21.2,68.9,0,14,18,16
26-01-2021,29.3,15.8,21.5,62,0,18,22,20
27-01-2021,28.9,15.9,21.5,61.2,0,20,25,22.5
28-01-2021,27,14.9,20.9,67.8,0,20,25,22.5
29-01-2021,28,17,22.3,71.9,0,12,20,16
30-01-2021,29,17,22.9,64.3,0,15,20,17.5
31-01-2021,29,16.9,22.4,67,0,15,20,17.5
01-02-2021,29,16,22.2,63.2,0,15,20,17.5
02-02-2021,27.9,16,21.6,65.2,0,12,20,16
03-02-2021,27,17.9,21.7,68.8,0,15,20,17.5
04-02-2021,28.9,15,21.7,58.5,0,13.42307692,19.07692308,16.25
05-02-2021,29,13,21.4,59.2,0,13.42307692,19.07692308,16.25
06-02-2021,29,15,21.9,56.4,0,15,20,17.5
07-02-2021,28.9,15,21.9,45.3,0,15,20,17.5
08-02-2021,28.9,15,21.8,49.5,0,15,20,17.5
09-02-2021,27,15,20.9,60,0,12,20,16
10-02-2021,28.9,14.9,21,51.4,0,15,20,17.5
11-02-2021,28.9,13,20.5,57.3,0,15,25,20
12-02-2021,29,12,21.2,49.9,0,12,16,14
13-02-2021,29.9,14.9,21.4,55.1,0,12,20,16
14-02-2021,29.9,15,22.4,54.7,0,15,20,17.5
15-02-2021,30.9,17,23.7,52.3,0,15,20,17.5
16-02-2021,31,17,23.6,55.9,0,15,20,17.5
17-02-2021,30,17,23.5,52.4,0,15,20,17.5
18-02-2021,28.9,18,22.7,63.4,0,15,20,17.5
19-02-2021,28,17.1,21.8,72,3.6,10,15,12.5
20-02-2021,26.9,17,20.7,78.1,4,8,15,11.5
21-02-2021,25.9,18,20.9,85.2,5.3,8,15,11.5
22-02-2021,28,18,22.6,74.9,0.4,10,15,12.5
23-02-2021,30.3,17.9,24.1,63.9,0,10,15,12.5
24-02-2021,30.9,17.9,24,60.2,0,15,20,17.5
25-02-2021,32,18,25,49.5,0,15,20,17.5
26-02-2021,32.9,17.6,25.5,48.9,0,15,20,17.5
27-02-2021,32.7,18,25.8,48.7,0,15,20,17.5
28-02-2021,33,19.8,26,42.1,0,15,20,17.5
01-03-2021,32,17,25.1,38.3,0,8,12,10
02-03-2021,31.9,17,25,39.8,0,10,15,12.5
03-03-2021,31.3,17.9,24.6,40.3,0,10,15,12.5
04-03-2021,31.6,16,23.9,38.3,0,24.16666667,30.23333333,27.2
05-03-2021,31.6,15.9,23.7,45.6,0,12,15,13.5
06-03-2021,34.3,17.9,25.3,44.9,0,15,20,17.5
07-03-2021,33.8,18,25.9,42.5,0,15,20,17.5
08-03-2021,31.9,18.9,25.5,42.9,0,10,15,12.5
09-03-2021,32.1,17.9,24.7,52.8,0,10,15,12.5
10-03-2021,32.1,18.9,25.7,55.4,0,20,25,22.5
11-03-2021,32,20.9,25.8,57.1,0.3,20,25,22.5
12-03-2021,32.1,18.9,25.3,45.7,0.2,20,25,22.5
13-03-2021,31.9,16.9,25,44.8,0,15,20,17.5
14-03-2021,32.9,17,25.4,46.8,0,20,25,22.5
15-03-2021,32.3,18,25.7,43.5,0,25,30,27.5
16-03-2021,32.9,19,26.5,43.9,0,25,30,27.5
17-03-2021,32.9,19,26.1,47.7,0,15,20,17.5
18-03-2021,32.9,19,26,48,0,15,20,17.5
19-03-2021,32.8,18,25.6,43.4,0,25,30,27.5
20-03-2021,32.1,18,25.8,41.4,0,20,25,22.5
21-03-2021,33,19,26.1,41,0,20,25,22.5
22-03-2021,33.8,19,26.5,38.9,0,40,50,45
23-03-2021,34.1,19.9,27.5,49.6,0,40,50,45
24-03-2021,33.9,19.9,26.9,51.5,0,40,50,45
25-03-2021,34.9,20.9,27.8,44.7,0.1,30,40,35
26-03-2021,35,21,28,39.5,0,30,40,35
27-03-2021,34.9,21,27.7,46.7,0,40,50,45
28-03-2021,33.9,20,27.2,48.7,0,40,50,45
29-03-2021,33.9,20,27.5,48.1,0,45,50,47.5
30-03-2021,34,22.9,28.1,51.7,0,45,50,47.5
31-03-2021,35.6,22.7,29.4,40,0,45,50,47.5
01-04-2021,35.9,22.9,29.3,45.7,0,30,40,35
02-04-2021,35.9,21.9,28.6,44.5,0,30,40,35
03-04-2021,34.9,22.9,28.4,48.3,0,35,45,40
04-04-2021,35.1,22.9,29.1,47.5,0.1,45,50,47.5
05-04-2021,34.9,22.9,28,52.4,0.3,30,40,35
06-04-2021,34,21,27.6,56,0,30,35,32.5
07-04-2021,35,19,27.9,42.8,0,30,40,35
08-04-2021,34.1,20,27.5,42.2,0,30,40,35
09-04-2021,33.9,21,27.3,42.9,0,30,40,35
10-04-2021,32.9,20,26.7,47.4,0,30,40,35
11-04-2021,33,20,27.1,52.8,0,25,35,30
12-04-2021,33.9,22,27.2,61.1,2.7,25,35,30
13-04-2021,32.1,22,26.9,61.2,0.3,20,25,22.5
14-04-2021,31.9,22.1,25.4,73.7,0.913,20,25,22.5
15-04-2021,31.9,19,24.7,74.4,0.256,15,20,17.5
16-04-2021,32.9,20.9,26.8,61.5,0.4,15,20,17.5
